 CONF#         E (xTB)          ΔE (xTB)          E (DFT)          ΔE (DFT)        ΔGsolv (xTB)          Gtot             ΔGtot          Boltzmann weight   
CONF40        -32.649546          1.19          -393.300651          1.07            0.553271         -393.299770          1.09                0.47         
CONF41        -32.649084          1.48          -393.300041          1.45            0.562475         -393.299144          1.48                0.24         
CONF42        -32.649071          1.49          -393.300170          1.37            0.562353         -393.299274          1.40                0.28         
CONF43        -32.649036          1.51          -393.299919          1.53            0.567262         -393.299015          1.56                0.21         
CONF44        -32.649029          1.52          -393.300045          1.45            0.567334         -393.299141          1.48                0.24         
CONF45        -32.649028          1.52          -393.299839          1.58            0.567137         -393.298935          1.61                0.19         
CONF46        -32.649047          1.50          -393.300750          1.01            0.581164         -393.299824          1.05                0.50         
CONF47        -32.649024          1.52          -393.299979          1.49            0.567504         -393.299075          1.52                0.23         
CONF48        -32.649044          1.51          -393.300694          1.04            0.581231         -393.299768          1.09                0.47         
CONF49        -32.649048          1.50          -393.300748          1.01            0.581272         -393.299822          1.06                0.50         
CONF50        -32.649036          1.51          -393.300715          1.03            0.580953         -393.299789          1.08                0.48         
CONF51        -32.649027          1.52          -393.300638          1.08            0.579019         -393.299715          1.12                0.44         
CONF52        -32.649015          1.52          -393.300673          1.06            0.577451         -393.299753          1.10                0.46         
CONF53        -32.649011          1.53          -393.300615          1.09            0.578611         -393.299693          1.14                0.43         
CONF54        -32.648999          1.53          -393.300528          1.15            0.581191         -393.299602          1.19                0.39         
CONF55        -32.649011          1.53          -393.300621          1.09            0.585389         -393.299688          1.14                0.43         
CONF56        -32.648991          1.54          -393.300695          1.04            0.580606         -393.299769          1.09                0.47         
CONF57        -32.648973          1.55          -393.301322          0.65            0.584487         -393.300390          0.70                0.91         
CONF58        -32.648965          1.56          -393.301268          0.68            0.582706         -393.300340          0.73                0.86         
CONF59        -32.648967          1.55          -393.301298          0.66            0.585884         -393.300364          0.72                0.88         
CONF60        -32.648959          1.56          -393.300940          0.89            0.582403         -393.300012          0.94                0.61         
CONF61        -32.648959          1.56          -393.301317          0.65            0.587019         -393.300382          0.70                0.90         
CONF62        -32.648928          1.58          -393.300049          1.45            0.567706         -393.299144          1.48                0.24         
CONF63        -32.648908          1.59          -393.299921          1.53            0.569028         -393.299014          1.56                0.21         
CONF64        -32.648920          1.58          -393.299958          1.51            0.568318         -393.299052          1.54                0.22         
CONF65        -32.648930          1.58          -393.301086          0.80            0.579986         -393.300162          0.84                0.71         
CONF66        -32.648907          1.59          -393.300183          1.36            0.569207         -393.299276          1.40                0.28         
CONF67        -32.648897          1.60          -393.300013          1.47            0.569765         -393.299105          1.51                0.23         
CONF68        -32.648891          1.60          -393.300065          1.44            0.569731         -393.299157          1.47                0.25         
CONF69        -32.648887          1.60          -393.299985          1.49            0.569465         -393.299078          1.52                0.23         
CONF70        -32.648895          1.60          -393.300911          0.91            0.582449         -393.299983          0.96                0.59         
CONF71        -32.648870          1.62          -393.300364          1.25            0.576064         -393.299446          1.29                0.33         
CONF72        -32.648869          1.62          -393.300499          1.17            0.577032         -393.299580          1.21                0.38         
CONF73        -32.648846          1.63          -393.299777          1.62            0.562667         -393.298881          1.65                0.18         
CONF74        -32.648858          1.62          -393.300507          1.16            0.574670         -393.299591          1.20                0.39         
CONF75        -32.648841          1.63          -393.300447          1.20            0.573840         -393.299533          1.24                0.37         
CONF76        -32.648834          1.64          -393.300321          1.28            0.573578         -393.299407          1.32                0.32         
CONF77        -32.648818          1.65          -393.299974          1.50            0.559968         -393.299081          1.52                0.23         
CONF78        -32.648834          1.64          -393.300808          0.97            0.576297         -393.299889          1.01                0.53         
CONF79        -32.648831          1.64          -393.300592          1.11            0.576126         -393.299674          1.15                0.42         
CONF80        -32.648832          1.64          -393.300785          0.99            0.576758         -393.299865          1.03                0.52         
CONF81        -32.648830          1.64          -393.300752          1.01            0.575940         -393.299835          1.05                0.50         
CONF82        -32.648830          1.64          -393.300654          1.07            0.578649         -393.299732          1.11                0.45         
CONF83        -32.648819          1.65          -393.300519          1.15            0.576695         -393.299600          1.20                0.39         
CONF84        -32.648825          1.64          -393.300808          0.97            0.577202         -393.299888          1.01                0.53         
CONF85        -32.648813          1.65          -393.300380          1.24            0.574379         -393.299464          1.28                0.34         
CONF86        -32.648810          1.65          -393.300358          1.25            0.574386         -393.299443          1.29                0.33         
CONF87        -32.648809          1.65          -393.300291          1.30            0.573680         -393.299377          1.34                0.31         
CONF88        -32.648823          1.64          -393.300599          1.10            0.574898         -393.299683          1.14                0.43         
CONF89        -32.648786          1.67          -393.299913          1.53            0.560329         -393.299020          1.56                0.21         
CONF90        -32.648796          1.66          -393.300449          1.20            0.574204         -393.299534          1.24                0.37         
CONF91        -32.648772          1.68          -393.299799          1.61            0.560433         -393.298906          1.63                0.19         
CONF92        -32.648774          1.68          -393.299925          1.53            0.563772         -393.299027          1.55                0.21         
CONF93        -32.648769          1.68          -393.299952          1.51            0.564160         -393.299053          1.54                0.22         
CONF94        -32.648808          1.65          -393.300585          1.11            0.577682         -393.299665          1.15                0.42         
CONF95        -32.648804          1.66          -393.300692          1.05            0.583434         -393.299762          1.09                0.47         
CONF96        -32.648801          1.66          -393.300674          1.06            0.585105         -393.299742          1.11                0.46         
CONF97        -32.648800          1.66          -393.300329          1.27            0.573181         -393.299415          1.31                0.32         
CONF98        -32.648789          1.67          -393.300674          1.06            0.581504         -393.299747          1.10                0.46         
CONF99        -32.648778          1.67          -393.300533          1.15            0.577525         -393.299612          1.19                0.40         
CONF100       -32.648803          1.66          -393.300597          1.10            0.576860         -393.299678          1.15                0.43         
CONF101       -32.648804          1.66          -393.300596          1.11            0.577265         -393.299676          1.15                0.43         
CONF102       -32.648777          1.67          -393.300522          1.15            0.578209         -393.299600          1.20                0.39         
CONF103       -32.648752          1.69          -393.299722          1.65            0.564344         -393.298823          1.68                0.17         
CONF104       -32.648770          1.68          -393.299951          1.51            0.563608         -393.299053          1.54                0.22         
CONF105       -32.648802          1.66          -393.300489          1.17            0.583941         -393.299559          1.22                0.38         
CONF106       -32.648762          1.68          -393.300184          1.36            0.572060         -393.299272          1.40                0.28         
CONF107       -32.648800          1.66          -393.300691          1.05            0.582947         -393.299762          1.09                0.47         
CONF108       -32.648765          1.68          -393.300511          1.16            0.576186         -393.299593          1.20                0.39         
CONF109       -32.648755          1.69          -393.300176          1.37            0.574068         -393.299261          1.41                0.27         
CONF110       -32.648767          1.68          -393.300675          1.06            0.580904         -393.299750          1.10                0.46         
CONF111       -32.648753          1.69          -393.300193          1.36            0.574125         -393.299279          1.40                0.28         
CONF112       -32.648752          1.69          -393.300218          1.34            0.574242         -393.299303          1.38                0.29         
CONF113       -32.648757          1.69          -393.300249          1.32            0.577192         -393.299329          1.37                0.29         
CONF114       -32.648728          1.70          -393.299780          1.62            0.564684         -393.298880          1.65                0.18         
CONF115       -32.648755          1.69          -393.300209          1.35            0.574259         -393.299294          1.39                0.28         
CONF116       -32.648719          1.71          -393.300254          1.32            0.571105         -393.299344          1.36                0.30         
CONF117       -32.648716          1.71          -393.300168          1.37            0.569899         -393.299260          1.41                0.27         
CONF118       -32.648721          1.71          -393.300128          1.40            0.570163         -393.299220          1.43                0.26         
CONF119       -32.648701          1.72          -393.300502          1.16            0.571587         -393.299591          1.20                0.39         
CONF120       -32.648702          1.72          -393.300415          1.22            0.572281         -393.299503          1.26                0.35         
CONF121       -32.648680          1.73          -393.299889          1.55            0.564406         -393.298990          1.58                0.21         
CONF122       -32.648731          1.70          -393.300025          1.46            0.575529         -393.299108          1.50                0.23         
CONF123       -32.648731          1.70          -393.300019          1.47            0.575407         -393.299102          1.51                0.23         
CONF124       -32.648723          1.71          -393.300297          1.29            0.571134         -393.299386          1.33                0.31         
CONF125       -32.648679          1.74          -393.299934          1.52            0.564516         -393.299034          1.55                0.22         
CONF126       -32.648662          1.75          -393.299988          1.49            0.565063         -393.299088          1.52                0.23         
CONF127       -32.648720          1.71          -393.300139          1.39            0.570789         -393.299230          1.43                0.27         
CONF128       -32.648662          1.75          -393.299919          1.53            0.565341         -393.299018          1.56                0.21         
CONF129       -32.648657          1.75          -393.299785          1.61            0.566055         -393.298882          1.65                0.18         
CONF130       -32.648662          1.75          -393.299797          1.61            0.565988         -393.298895          1.64                0.19         
CONF131       -32.648651          1.75          -393.300047          1.45            0.565236         -393.299146          1.48                0.24         
CONF132       -32.648659          1.75          -393.299875          1.56            0.565453         -393.298974          1.59                0.20         
CONF133       -32.648646          1.76          -393.299956          1.51            0.565007         -393.299056          1.54                0.22         
CONF134       -32.648571          1.80          -393.299598          1.73            0.557784         -393.298709          1.75                0.15         
CONF135       -32.648536          1.82          -393.299779          1.62            0.560877         -393.298885          1.64                0.18         
CONF136       -32.648338          1.95          -393.299854          1.57            0.601255         -393.298896          1.64                0.19         
CONF137       -32.648354          1.94          -393.300368          1.25            0.619285         -393.299381          1.33                0.31         
CONF138       -32.648348          1.94          -393.300339          1.27            0.618194         -393.299354          1.35                0.30         
CONF139       -32.648343          1.95          -393.300369          1.25            0.622322         -393.299378          1.33                0.31         
CONF140       -32.648249          2.01          -393.299114          2.03            0.578651         -393.298192          2.08                0.09         
CONF141       -32.648276          1.99          -393.299944          1.51            0.599564         -393.298989          1.58                0.21         
CONF142       -32.648278          1.99          -393.299945          1.51            0.599790         -393.298990          1.58                0.21         
CONF143       -32.648269          1.99          -393.299954          1.51            0.598572         -393.299000          1.57                0.21         
CONF144       -32.648250          2.00          -393.299475          1.81            0.590530         -393.298534          1.86                0.13         
CONF145       -32.648238          2.01          -393.299733          1.65            0.589812         -393.298793          1.70                0.17         
CONF146       -32.648255          2.00          -393.300021          1.47            0.596942         -393.299069          1.53                0.22         
CONF147       -32.648239          2.01          -393.299689          1.67            0.590643         -393.298748          1.73                0.16         
CONF148       -32.648240          2.01          -393.299767          1.63            0.594942         -393.298819          1.69                0.17         
CONF149       -32.648277          1.99          -393.300374          1.24            0.625710         -393.299377          1.34                0.31         
CONF150       -32.648266          1.99          -393.300355          1.26            0.622473         -393.299363          1.34                0.31         
CONF151       -32.648265          1.99          -393.300345          1.26            0.624902         -393.299349          1.35                0.30         
CONF152       -32.648229          2.02          -393.300124          1.40            0.604416         -393.299161          1.47                0.25         
CONF153       -32.648209          2.03          -393.300098          1.42            0.602174         -393.299139          1.48                0.24         
CONF154       -32.648196          2.04          -393.300434          1.21            0.598753         -393.299479          1.27                0.35         
CONF155       -32.648195          2.04          -393.300049          1.45            0.602065         -393.299089          1.52                0.23         
CONF156       -32.648176          2.05          -393.300066          1.44            0.601444         -393.299108          1.50                0.23         
CONF157       -32.648117          2.09          -393.300806          0.97            0.598167         -393.299852          1.04                0.51         
CONF158       -32.648110          2.09          -393.299646          1.70            0.599039         -393.298691          1.77                0.15         
CONF159       -32.648104          2.10          -393.300668          1.06            0.597062         -393.299716          1.12                0.44         
CONF160       -32.648101          2.10          -393.299546          1.76            0.597791         -393.298593          1.83                0.14         
CONF161       -32.648112          2.09          -393.299825          1.59            0.606043         -393.298859          1.66                0.18         
CONF162       -32.648109          2.09          -393.299864          1.56            0.604059         -393.298902          1.63                0.19         
CONF163       -32.648112          2.09          -393.299861          1.57            0.607365         -393.298893          1.64                0.19         
CONF164       -32.648095          2.10          -393.299871          1.56            0.601994         -393.298912          1.63                0.19         
CONF165       -32.648105          2.10          -393.299880          1.55            0.610690         -393.298907          1.63                0.19         
CONF166       -32.648074          2.11          -393.299727          1.65            0.595582         -393.298778          1.71                0.16         
CONF167       -32.648071          2.12          -393.299679          1.68            0.596270         -393.298729          1.74                0.16         
CONF168       -32.648062          2.12          -393.299787          1.61            0.596403         -393.298836          1.67                0.17         
CONF169       -32.648062          2.12          -393.299740          1.64            0.596610         -393.298789          1.70                0.17         
CONF170       -32.648058          2.12          -393.299657          1.69            0.594787         -393.298709          1.75                0.15         
CONF171       -32.648061          2.12          -393.299787          1.61            0.596916         -393.298836          1.67                0.17         
CONF172       -32.648043          2.13          -393.299941          1.52            0.593569         -393.298995          1.58                0.21         
CONF173       -32.648041          2.14          -393.300081          1.43            0.593937         -393.299134          1.49                0.24         
CONF174       -32.648046          2.13          -393.300109          1.41            0.599012         -393.299154          1.48                0.24         
CONF175       -32.648051          2.13          -393.300034          1.46            0.600569         -393.299077          1.52                0.23         
CONF176       -32.648025          2.15          -393.299452          1.82            0.587928         -393.298515          1.88                0.12         
CONF177       -32.648037          2.14          -393.300111          1.41            0.598275         -393.299158          1.47                0.25         
CONF178       -32.648029          2.14          -393.299426          1.84            0.586555         -393.298491          1.89                0.12         
CONF179       -32.648029          2.14          -393.300048          1.45            0.593292         -393.299102          1.51                0.23         
CONF180       -32.648042          2.13          -393.299953          1.51            0.602645         -393.298993          1.58                0.21         
CONF181       -32.647995          2.16          -393.298939          2.15            0.575019         -393.298022          2.19                0.07         
CONF182       -32.648011          2.15          -393.299665          1.69            0.588448         -393.298727          1.74                0.16         
CONF183       -32.647989          2.17          -393.298905          2.17            0.575290         -393.297988          2.21                0.07         
CONF184       -32.648007          2.16          -393.299642          1.70            0.590172         -393.298702          1.76                0.15         
CONF185       -32.648003          2.16          -393.299685          1.68            0.588765         -393.298746          1.73                0.16         
CONF186       -32.648003          2.16          -393.299592          1.74            0.589374         -393.298652          1.79                0.14         
CONF187       -32.648008          2.16          -393.299632          1.71            0.589971         -393.298691          1.77                0.15         
CONF188       -32.647986          2.17          -393.299488          1.80            0.587049         -393.298553          1.85                0.13         
CONF189       -32.647986          2.17          -393.299480          1.81            0.587607         -393.298544          1.86                0.13         
CONF190       -32.647986          2.17          -393.299479          1.81            0.587645         -393.298543          1.86                0.13         
CONF191       -32.647989          2.17          -393.299386          1.86            0.589212         -393.298448          1.92                0.12         
CONF192       -32.647981          2.17          -393.299476          1.81            0.586040         -393.298542          1.86                0.13         
CONF193       -32.647986          2.17          -393.300067          1.44            0.593104         -393.299122          1.50                0.24         
CONF194       -32.647991          2.17          -393.299864          1.56            0.591933         -393.298921          1.62                0.19         
CONF195       -32.647978          2.17          -393.299727          1.65            0.590989         -393.298785          1.71                0.17         
CONF196       -32.647983          2.17          -393.299917          1.53            0.592960         -393.298972          1.59                0.20         
CONF197       -32.647984          2.17          -393.299891          1.55            0.595029         -393.298943          1.61                0.20         
CONF198       -32.647984          2.17          -393.299923          1.53            0.594102         -393.298976          1.59                0.20         
CONF199       -32.647981          2.17          -393.299877          1.56            0.593660         -393.298930          1.62                0.19         
CONF200       -32.647968          2.18          -393.300116          1.41            0.595211         -393.299167          1.47                0.25         
CONF201       -32.647947          2.19          -393.300080          1.43            0.593733         -393.299134          1.49                0.24         
CONF202       -32.647929          2.21          -393.299704          1.66            0.589488         -393.298765          1.72                0.16         
CONF203       -32.647912          2.22          -393.299969          1.50            0.590249         -393.299029          1.55                0.21         
CONF204       -32.647867          2.24          -393.298680          2.31            0.565804         -393.297778          2.34                0.06         
CONF205       -32.647893          2.23          -393.299347          1.89            0.581221         -393.298421          1.94                0.11         
CONF206       -32.647865          2.25          -393.298597          2.36            0.565464         -393.297696          2.39                0.05         
CONF207       -32.647904          2.22          -393.299300          1.92            0.582381         -393.298372          1.97                0.11         
CONF208       -32.647872          2.24          -393.298708          2.29            0.563888         -393.297809          2.32                0.06         
CONF209       -32.647860          2.25          -393.298352          2.51            0.562727         -393.297456          2.54                0.04         
CONF210       -32.647872          2.24          -393.298646          2.33            0.563865         -393.297747          2.36                0.06         
CONF211       -32.647872          2.24          -393.298698          2.30            0.563666         -393.297800          2.33                0.06         
CONF212       -32.647884          2.23          -393.299389          1.86            0.579562         -393.298466          1.91                0.12         
CONF213       -32.647922          2.21          -393.300199          1.35            0.607215         -393.299231          1.43                0.27         
CONF214       -32.647921          2.21          -393.300360          1.25            0.606653         -393.299393          1.33                0.32         
CONF215       -32.647915          2.21          -393.300127          1.40            0.605099         -393.299163          1.47                0.25         
CONF216       -32.647872          2.24          -393.299374          1.87            0.578990         -393.298451          1.92                0.12         
CONF217       -32.647920          2.21          -393.300067          1.44            0.605875         -393.299102          1.51                0.23         
CONF218       -32.647883          2.23          -393.299658          1.69            0.586599         -393.298723          1.75                0.15         
CONF219       -32.647882          2.24          -393.300071          1.43            0.594587         -393.299123          1.49                0.24         
CONF220       -32.647805          2.28          -393.299523          1.78            0.586058         -393.298589          1.83                0.13         
CONF221       -32.647858          2.25          -393.299855          1.57            0.589822         -393.298915          1.63                0.19         
CONF222       -32.647856          2.25          -393.299900          1.54            0.590173         -393.298960          1.60                0.20         
CONF223       -32.647830          2.27          -393.299730          1.65            0.586793         -393.298795          1.70                0.17         
CONF224       -32.647826          2.27          -393.299840          1.58            0.590842         -393.298899          1.64                0.19         
CONF225       -32.647769          2.31          -393.298407          2.48            0.567568         -393.297502          2.51                0.04         
CONF226       -32.647793          2.29          -393.299540          1.77            0.586431         -393.298605          1.82                0.14         
CONF227       -32.647794          2.29          -393.299981          1.49            0.590207         -393.299040          1.55                0.22         
CONF228       -32.647785          2.30          -393.299945          1.51            0.589965         -393.299005          1.57                0.21         
CONF229       -32.647795          2.29          -393.300003          1.48            0.591462         -393.299060          1.53                0.22         
CONF230       -32.647776          2.30          -393.299384          1.87            0.584990         -393.298451          1.92                0.12         
CONF231       -32.647771          2.30          -393.299886          1.55            0.591587         -393.298943          1.61                0.20         
CONF232       -32.647739          2.33          -393.298802          2.23            0.572543         -393.297890          2.27                0.06         
CONF233       -32.647728          2.33          -393.298818          2.22            0.572438         -393.297906          2.26                0.07         
CONF234       -32.647759          2.31          -393.299473          1.81            0.587180         -393.298538          1.86                0.13         
CONF235       -32.647736          2.33          -393.298811          2.23            0.572635         -393.297899          2.26                0.06         
CONF236       -32.647725          2.33          -393.298825          2.22            0.572521         -393.297913          2.25                0.07         
CONF237       -32.647735          2.33          -393.298692          2.30            0.572623         -393.297779          2.34                0.06         
CONF238       -32.647743          2.32          -393.299422          1.84            0.585683         -393.298489          1.89                0.12         
CONF239       -32.647771          2.31          -393.299403          1.85            0.584919         -393.298471          1.90                0.12         
CONF240       -32.647710          2.34          -393.299515          1.78            0.587639         -393.298578          1.84                0.13         
CONF241       -32.647754          2.32          -393.299602          1.73            0.587402         -393.298666          1.78                0.15         
CONF242       -32.647780          2.30          -393.299370          1.87            0.585149         -393.298437          1.93                0.11         
CONF243       -32.647696          2.35          -393.299249          1.95            0.578933         -393.298326          1.99                0.10         
CONF244       -32.647661          2.37          -393.299269          1.94            0.578188         -393.298348          1.98                0.10         
CONF245       -32.647659          2.38          -393.299059          2.07            0.578408         -393.298138          2.11                0.08         
CONF246       -32.647629          2.39          -393.299373          1.87            0.574407         -393.298458          1.91                0.12         
CONF247       -32.647611          2.41          -393.299305          1.92            0.573775         -393.298390          1.95                0.11         
CONF248       -32.647553          2.44          -393.299149          2.01            0.581664         -393.298222          2.06                0.09         
CONF249       -32.647512          2.47          -393.298803          2.23            0.573082         -393.297890          2.27                0.06         
CONF250       -32.647487          2.48          -393.298560          2.38            0.569018         -393.297653          2.42                0.05         
CONF251       -32.647554          2.44          -393.299371          1.87            0.634421         -393.298360          1.97                0.11         
CONF252       -32.647584          2.42          -393.299841          1.58            0.656410         -393.298795          1.70                0.17         
CONF253       -32.647462          2.50          -393.299430          1.84            0.618778         -393.298443          1.92                0.12         
CONF254       -32.647477          2.49          -393.299908          1.54            0.638546         -393.298890          1.64                0.19         
CONF255       -32.647477          2.49          -393.299901          1.54            0.638217         -393.298884          1.64                0.18         
CONF256       -32.647554          2.44          -393.299354          1.88            0.638208         -393.298337          1.99                0.10         
CONF257       -32.647473          2.49          -393.299887          1.55            0.638185         -393.298870          1.65                0.18         
CONF258       -32.647436          2.52          -393.299759          1.63            0.615438         -393.298778          1.71                0.16         
CONF259       -32.647434          2.52          -393.299741          1.64            0.615230         -393.298760          1.72                0.16         
CONF260       -32.647471          2.49          -393.299850          1.57            0.637168         -393.298835          1.68                0.17         
CONF261       -32.647414          2.53          -393.299086          2.05            0.613236         -393.298109          2.13                0.08         
CONF262       -32.647411          2.53          -393.299129          2.03            0.619032         -393.298142          2.11                0.08         
CONF263       -32.647403          2.54          -393.299173          2.00            0.618239         -393.298188          2.08                0.09         
CONF264       -32.647382          2.55          -393.300152          1.38            0.614328         -393.299173          1.46                0.25         
CONF265       -32.647383          2.55          -393.299254          1.95            0.618781         -393.298268          2.03                0.10         
CONF266       -32.647306          2.60          -393.299985          1.49            0.614249         -393.299006          1.57                0.21         
CONF267       -32.647252          2.63          -393.299295          1.92            0.627741         -393.298295          2.01                0.10         
CONF268       -32.647249          2.63          -393.299295          1.92            0.627761         -393.298295          2.01                0.10         
CONF269       -32.647156          2.69          -393.297328          3.16            0.573744         -393.296414          3.19                0.01         
CONF270       -32.647198          2.66          -393.298167          2.63            0.597094         -393.297215          2.69                0.03         
CONF271       -32.647154          2.69          -393.297331          3.15            0.573469         -393.296417          3.19                0.01         
CONF272       -32.647146          2.70          -393.297304          3.17            0.572904         -393.296391          3.21                0.01         
CONF273       -32.647234          2.64          -393.299345          1.89            0.631617         -393.298338          1.99                0.10         
CONF274       -32.647205          2.66          -393.299647          1.70            0.614391         -393.298668          1.78                0.15         
CONF275       -32.647181          2.68          -393.298053          2.70            0.599524         -393.297097          2.77                0.03         
CONF276       -32.647137          2.70          -393.297515          3.04            0.574588         -393.296600          3.08                0.02         
CONF277       -32.647131          2.71          -393.297534          3.03            0.571087         -393.296623          3.06                0.02         
CONF278       -32.647128          2.71          -393.297439          3.09            0.571668         -393.296528          3.12                0.02         
CONF279       -32.647127          2.71          -393.297794          2.86            0.575819         -393.296876          2.90                0.02         
CONF280       -32.647188          2.67          -393.299074          2.06            0.615205         -393.298094          2.14                0.08         
CONF281       -32.647182          2.67          -393.299094          2.05            0.614068         -393.298115          2.13                0.08         
CONF282       -32.647162          2.69          -393.299031          2.09            0.608326         -393.298062          2.16                0.08         
CONF283       -32.647158          2.69          -393.299015          2.10            0.608223         -393.298045          2.17                0.08         
CONF284       -32.647153          2.69          -393.299005          2.10            0.610657         -393.298032          2.18                0.07         
CONF285       -32.647116          2.72          -393.297748          2.89            0.587367         -393.296812          2.95                0.02         
CONF286       -32.647092          2.73          -393.297896          2.80            0.573288         -393.296982          2.84                0.02         
CONF287       -32.647103          2.72          -393.297764          2.88            0.585620         -393.296831          2.93                0.02         
CONF288       -32.647134          2.70          -393.299465          1.82            0.607426         -393.298497          1.89                0.12         
CONF289       -32.647132          2.71          -393.299300          1.92            0.606853         -393.298333          1.99                0.10         
CONF290       -32.647077          2.74          -393.297599          2.99            0.573733         -393.296685          3.02                0.02         
CONF291       -32.647095          2.73          -393.297757          2.89            0.585025         -393.296824          2.94                0.02         
CONF292       -32.647076          2.74          -393.297766          2.88            0.573290         -393.296852          2.92                0.02         
CONF293       -32.647140          2.70          -393.299395          1.86            0.614373         -393.298416          1.94                0.11         
CONF294       -32.647070          2.74          -393.297702          2.92            0.574067         -393.296788          2.96                0.02         
CONF295       -32.647127          2.71          -393.299361          1.88            0.613666         -393.298383          1.96                0.11         
CONF296       -32.647117          2.72          -393.299367          1.88            0.604936         -393.298403          1.95                0.11         
CONF297       -32.647066          2.75          -393.297750          2.89            0.572895         -393.296837          2.93                0.02         
CONF298       -32.647066          2.75          -393.297784          2.87            0.577676         -393.296863          2.91                0.02         
CONF299       -32.647058          2.75          -393.297888          2.80            0.577613         -393.296968          2.85                0.02         
CONF300       -32.647058          2.75          -393.297789          2.87            0.577821         -393.296868          2.91                0.02         
CONF301       -32.647062          2.75          -393.297845          2.83            0.577495         -393.296925          2.87                0.02         
CONF302       -32.647060          2.75          -393.297793          2.86            0.576851         -393.296874          2.91                0.02         
CONF303       -32.647060          2.75          -393.297857          2.82            0.582782         -393.296928          2.87                0.02         
CONF304       -32.647072          2.74          -393.297549          3.02            0.585708         -393.296616          3.07                0.02         
CONF305       -32.647044          2.76          -393.297854          2.83            0.576052         -393.296936          2.87                0.02         
CONF306       -32.647083          2.74          -393.299105          2.04            0.604973         -393.298141          2.11                0.08         
