 CONF#          E (xTB)          ΔE (xTB)          E (DFT)          ΔE (DFT)        ΔGsolv (xTB)          Gtot             ΔGtot          Boltzmann weight   
 CONF36        -36.707735          0.96          -468.364810          1.33           -3.514593         -468.370411          1.55                0.14         
 CONF37        -36.707727          0.96          -468.364750          1.37           -3.512218         -468.370347          1.59                0.13         
 CONF38        -36.707643          1.01          -468.364098          1.78           -3.561761         -468.369774          1.95                0.07         
 CONF39        -36.707567          1.06          -468.364245          1.69           -3.609477         -468.369998          1.81                0.09         
 CONF40        -36.707534          1.08          -468.364000          1.84           -3.627989         -468.369781          1.95                0.07         
 CONF41        -36.707531          1.08          -468.363982          1.85           -3.628434         -468.369765          1.96                0.07         
 CONF42        -36.707713          0.97          -468.364989          1.22           -3.510759         -468.370584          1.44                0.17         
 CONF43        -36.707564          1.06          -468.364334          1.63           -3.604296         -468.370078          1.76                0.10         
 CONF44        -36.707522          1.09          -468.364033          1.82           -3.629478         -468.369817          1.92                0.07         
 CONF45        -36.707563          1.06          -468.364169          1.73           -3.599781         -468.369905          1.87                0.08         
 CONF46        -36.707557          1.07          -468.364346          1.62           -3.602328         -468.370086          1.75                0.10         
 CONF47        -36.707609          1.04          -468.364673          1.42           -3.565583         -468.370355          1.59                0.13         
 CONF48        -36.707607          1.04          -468.364672          1.42           -3.566099         -468.370355          1.59                0.13         
 CONF49        -36.707707          0.97          -468.364985          1.22           -3.505945         -468.370572          1.45                0.17         
 CONF50        -36.707700          0.98          -468.364860          1.30           -3.507518         -468.370449          1.53                0.15         
 CONF51        -36.707547          1.07          -468.364286          1.66           -3.602377         -468.370026          1.79                0.09         
 CONF52        -36.707493          1.11          -468.363543          2.13           -3.626353         -468.369322          2.23                0.04         
 CONF53        -36.707493          1.11          -468.363536          2.13           -3.626016         -468.369314          2.24                0.04         
 CONF54        -36.707531          1.08          -468.364744          1.37           -3.592588         -468.370469          1.51                0.15         
 CONF55        -36.707673          1.00          -468.364478          1.54           -3.501425         -468.370058          1.77                0.10         
 CONF56        -36.707568          1.06          -468.363931          1.88           -3.564561         -468.369611          2.05                0.06         
 CONF57        -36.707510          1.10          -468.364398          1.59           -3.596940         -468.370130          1.73                0.10         
 CONF58        -36.707570          1.06          -468.363921          1.89           -3.563996         -468.369600          2.06                0.06         
 CONF59        -36.707656          1.01          -468.364799          1.34           -3.504203         -468.370383          1.57                0.14         
 CONF60        -36.707655          1.01          -468.364713          1.39           -3.501907         -468.370293          1.62                0.12         
 CONF61        -36.706725          1.59          -468.366375          0.35           -4.082679         -468.372881          0.00                1.92         
 CONF62        -36.707486          1.11          -468.364417          1.58           -3.602868         -468.370158          1.71                0.11         
 CONF63        -36.706712          1.60          -468.366359          0.36           -4.082826         -468.372865          0.01                1.88         
 CONF64        -36.707751          0.95          -468.364968          1.23           -3.472278         -468.370502          1.49                0.15         
 CONF65        -36.707534          1.08          -468.364205          1.71           -3.603112         -468.369947          1.84                0.09         
 CONF66        -36.707600          1.04          -468.364663          1.42           -3.514016         -468.370263          1.64                0.12         
 CONF67        -36.707487          1.11          -468.364860          1.30           -3.600279         -468.370597          1.43                0.17         
 CONF68        -36.707605          1.04          -468.364662          1.42           -3.514812         -468.370264          1.64                0.12         
 CONF69        -36.707458          1.13          -468.364344          1.62           -3.596735         -468.370075          1.76                0.10         
 CONF70        -36.707671          1.00          -468.364781          1.35           -3.499859         -468.370359          1.58                0.13         
 CONF71        -36.707449          1.14          -468.364571          1.48           -3.601446         -468.370310          1.61                0.13         
 CONF72        -36.707441          1.14          -468.364022          1.83           -3.604133         -468.369766          1.95                0.07         
 CONF73        -36.707433          1.15          -468.363963          1.86           -3.606436         -468.369710          1.99                0.07         
 CONF74        -36.707439          1.14          -468.364631          1.44           -3.602882         -468.370373          1.57                0.13         
 CONF75        -36.707656          1.01          -468.364720          1.39           -3.500336         -468.370298          1.62                0.12         
 CONF76        -36.707386          1.18          -468.363388          2.22           -3.635863         -468.369182          2.32                0.04         
 CONF77        -36.707443          1.14          -468.364643          1.44           -3.598659         -468.370378          1.57                0.14         
 CONF78        -36.707604          1.04          -468.364700          1.40           -3.513847         -468.370300          1.62                0.12         
 CONF79        -36.707439          1.14          -468.364602          1.46           -3.598333         -468.370336          1.60                0.13         
 CONF80        -36.707441          1.14          -468.364018          1.83           -3.598449         -468.369753          1.96                0.07         
 CONF81        -36.707441          1.14          -468.364006          1.84           -3.599936         -468.369743          1.97                0.07         
 CONF82        -36.707619          1.03          -468.364996          1.21           -3.484804         -468.370550          1.46                0.16         
 CONF83        -36.707620          1.03          -468.365011          1.20           -3.489689         -468.370572          1.45                0.17         
 CONF84        -36.707402          1.17          -468.364216          1.70           -3.607095         -468.369964          1.83                0.09         
 CONF85        -36.707438          1.14          -468.364670          1.42           -3.592940         -468.370396          1.56                0.14         
 CONF86        -36.707620          1.03          -468.365236          1.06           -3.468052         -468.370763          1.33                0.20         
 CONF87        -36.707415          1.16          -468.364199          1.71           -3.595402         -468.369928          1.85                0.08         
 CONF88        -36.707396          1.17          -468.364013          1.83           -3.605579         -468.369758          1.96                0.07         
 CONF89        -36.707603          1.04          -468.365224          1.07           -3.475218         -468.370762          1.33                0.20         
 CONF90        -36.707604          1.04          -468.364871          1.29           -3.474828         -468.370408          1.55                0.14         
 CONF91        -36.707606          1.04          -468.365232          1.07           -3.472270         -468.370766          1.33                0.20         
 CONF92        -36.707554          1.07          -468.364921          1.26           -3.497749         -468.370495          1.50                0.15         
 CONF93        -36.707557          1.07          -468.364793          1.34           -3.495992         -468.370364          1.58                0.13         
 CONF94        -36.707551          1.07          -468.364954          1.24           -3.496457         -468.370526          1.48                0.16         
 CONF95        -36.707553          1.07          -468.364734          1.38           -3.494148         -468.370302          1.62                0.12         
 CONF96        -36.707379          1.18          -468.364535          1.50           -3.603313         -468.370277          1.63                0.12         
 CONF97        -36.707390          1.17          -468.363931          1.88           -3.595552         -468.369661          2.02                0.06         
 CONF98        -36.707384          1.18          -468.364082          1.79           -3.597478         -468.369815          1.92                0.07         
 CONF99        -36.707366          1.19          -468.364262          1.68           -3.603445         -468.370004          1.81                0.09         
CONF100        -36.707549          1.07          -468.365205          1.08           -3.488744         -468.370764          1.33                0.20         
CONF101        -36.707348          1.20          -468.364327          1.63           -3.606424         -468.370074          1.76                0.10         
CONF102        -36.707617          1.03          -468.365514          0.89           -3.439989         -468.370996          1.18                0.26         
CONF103        -36.707616          1.03          -468.364772          1.35           -3.437649         -468.370250          1.65                0.12         
CONF104        -36.707402          1.17          -468.364078          1.79           -3.605075         -468.369823          1.92                0.08         
CONF105        -36.707535          1.08          -468.364887          1.28           -3.486231         -468.370443          1.53                0.14         
CONF106        -36.707544          1.08          -468.364889          1.28           -3.479221         -468.370433          1.54                0.14         
CONF107        -36.707506          1.10          -468.364672          1.42           -3.494316         -468.370241          1.66                0.12         
CONF108        -36.707330          1.21          -468.364271          1.67           -3.603890         -468.370015          1.80                0.09         
CONF109        -36.707518          1.09          -468.364741          1.37           -3.481749         -468.370290          1.63                0.12         
CONF110        -36.707502          1.10          -468.364722          1.39           -3.492503         -468.370288          1.63                0.12         
CONF111        -36.707485          1.11          -468.364790          1.34           -3.496923         -468.370363          1.58                0.13         
CONF112        -36.707538          1.08          -468.364787          1.35           -3.472495         -468.370321          1.61                0.13         
CONF113        -36.707530          1.09          -468.364973          1.23           -3.465828         -468.370496          1.50                0.15         
CONF114        -36.707475          1.12          -468.364722          1.39           -3.498944         -468.370298          1.62                0.12         
CONF115        -36.707490          1.11          -468.365005          1.21           -3.487643         -468.370563          1.45                0.16         
CONF116        -36.707305          1.23          -468.364083          1.79           -3.603129         -468.369825          1.92                0.08         
CONF117        -36.707489          1.11          -468.365023          1.20           -3.487510         -468.370581          1.44                0.17         
CONF118        -36.707490          1.11          -468.364953          1.24           -3.486821         -468.370510          1.49                0.16         
CONF119        -36.707474          1.12          -468.364729          1.38           -3.494288         -468.370298          1.62                0.12         
CONF120        -36.707485          1.11          -468.365041          1.19           -3.487473         -468.370599          1.43                0.17         
CONF121        -36.707471          1.12          -468.364696          1.40           -3.495008         -468.370265          1.64                0.12         
CONF122        -36.707546          1.08          -468.365028          1.19           -3.463535         -468.370548          1.46                0.16         
CONF123        -36.707462          1.13          -468.364898          1.28           -3.497882         -468.370472          1.51                0.15         
CONF124        -36.707504          1.10          -468.364991          1.22           -3.472684         -468.370525          1.48                0.16         
CONF125        -36.707505          1.10          -468.364795          1.34           -3.469573         -468.370325          1.60                0.13         
CONF126        -36.707462          1.13          -468.364683          1.41           -3.491395         -468.370246          1.65                0.12         
CONF127        -36.707272          1.25          -468.364204          1.71           -3.599859         -468.369941          1.84                0.09         
CONF128        -36.707419          1.16          -468.364542          1.50           -3.498447         -468.370117          1.73                0.10         
CONF129        -36.707407          1.16          -468.364546          1.50           -3.502713         -468.370128          1.73                0.10         
CONF130        -36.707409          1.16          -468.364545          1.50           -3.493870         -468.370113          1.74                0.10         
CONF131        -36.707419          1.15          -468.364589          1.47           -3.484379         -468.370141          1.72                0.11         
CONF132        -36.707391          1.17          -468.364787          1.35           -3.502278         -468.370368          1.58                0.13         
CONF133        -36.707380          1.18          -468.364655          1.43           -3.493666         -468.370222          1.67                0.11         
CONF134        -36.707378          1.18          -468.364708          1.40           -3.494706         -468.370277          1.63                0.12         
CONF135        -36.707354          1.20          -468.364338          1.63           -3.501938         -468.369919          1.86                0.08         
CONF136        -36.708083          0.74          -468.365249          1.06           -3.023747         -468.370067          1.77                0.10         
CONF137        -36.707525          1.09          -468.364021          1.83           -3.360748         -468.369377          2.20                0.05         
CONF138        -36.707445          1.14          -468.365166          1.11           -3.404582         -468.370592          1.44                0.17         
CONF139        -36.707391          1.17          -468.364793          1.34           -3.437958         -468.370272          1.64                0.12         
CONF140        -36.707998          0.79          -468.365478          0.91           -3.021366         -468.370293          1.62                0.12         
CONF141        -36.707987          0.80          -468.365151          1.12           -3.022431         -468.369968          1.83                0.09         
CONF142        -36.707979          0.80          -468.365184          1.10           -3.020719         -468.369998          1.81                0.09         
CONF143        -36.707973          0.81          -468.365266          1.05           -3.024396         -468.370085          1.75                0.10         
CONF144        -36.707956          0.82          -468.365427          0.94           -3.027148         -468.370251          1.65                0.12         
CONF145        -36.707378          1.18          -468.363807          1.96           -3.388465         -468.369207          2.31                0.04         
CONF146        -36.707378          1.18          -468.363855          1.93           -3.388044         -468.369254          2.28                0.04         
CONF147        -36.707323          1.22          -468.363647          2.06           -3.421415         -468.369100          2.37                0.03         
CONF148        -36.707953          0.82          -468.365275          1.04           -3.024211         -468.370095          1.75                0.10         
CONF149        -36.707367          1.19          -468.363911          1.90           -3.383386         -468.369303          2.25                0.04         
CONF150        -36.707362          1.19          -468.364067          1.80           -3.383723         -468.369460          2.15                0.05         
CONF151        -36.707368          1.19          -468.364031          1.82           -3.379639         -468.369417          2.17                0.05         
CONF152        -36.707939          0.83          -468.365092          1.15           -3.019096         -468.369903          1.87                0.08         
CONF153        -36.707940          0.83          -468.365174          1.10           -3.017356         -468.369982          1.82                0.09         
CONF154        -36.707357          1.19          -468.364165          1.74           -3.382406         -468.369555          2.09                0.06         
CONF155        -36.707922          0.84          -468.365560          0.86           -3.026706         -468.370383          1.57                0.14         
CONF156        -36.707128          1.34          -468.363869          1.92           -3.517820         -468.369475          2.14                0.05         
CONF157        -36.706170          1.94          -468.363957          1.87           -4.099121         -468.370489          1.50                0.15         
CONF158        -36.706921          1.47          -468.363173          2.36           -3.622201         -468.368945          2.47                0.03         
CONF159        -36.707097          1.36          -468.363941          1.88           -3.506668         -468.369530          2.10                0.06         
CONF160        -36.707093          1.36          -468.363781          1.98           -3.506621         -468.369370          2.20                0.05         
CONF161        -36.707008          1.41          -468.363731          2.01           -3.548122         -468.369385          2.19                0.05         
CONF162        -36.707209          1.29          -468.365379          0.97           -3.403947         -468.370803          1.30                0.21         
CONF163        -36.706864          1.50          -468.363516          2.14           -3.615751         -468.369278          2.26                0.04         
CONF164        -36.707192          1.30          -468.365347          0.99           -3.409024         -468.370779          1.32                0.21         
CONF165        -36.706860          1.51          -468.363466          2.17           -3.615706         -468.369228          2.29                0.04         
CONF166        -36.707006          1.41          -468.364102          1.78           -3.516691         -468.369706          1.99                0.07         
CONF167        -36.707001          1.42          -468.364097          1.78           -3.515526         -468.369699          2.00                0.07         
CONF168        -36.706905          1.48          -468.364094          1.78           -3.568784         -468.369781          1.95                0.07         
CONF169        -36.707806          0.91          -468.365039          1.19           -3.000860         -468.369821          1.92                0.07         
CONF170        -36.706065          2.00          -468.364777          1.35           -4.087166         -468.371290          1.00                0.36         
CONF171        -36.706046          2.02          -468.364763          1.36           -4.095965         -468.371290          1.00                0.36         
CONF172        -36.706807          1.54          -468.362921          2.52           -3.617952         -468.368686          2.63                0.02         
CONF173        -36.706802          1.54          -468.363340          2.25           -3.617688         -468.369105          2.37                0.04         
CONF174        -36.706834          1.52          -468.363937          1.88           -3.578793         -468.369641          2.03                0.06         
CONF175        -36.706023          2.03          -468.364503          1.52           -4.089209         -468.371020          1.17                0.27         
CONF176        -36.706831          1.52          -468.363921          1.89           -3.579810         -468.369625          2.04                0.06         
CONF177        -36.706036          2.02          -468.364225          1.70           -4.087845         -468.370740          1.34                0.20         
CONF178        -36.706766          1.56          -468.362982          2.48           -3.619200         -468.368749          2.59                0.02         
CONF179        -36.706874          1.50          -468.363302          2.28           -3.550673         -468.368961          2.46                0.03         
CONF180        -36.706907          1.48          -468.363685          2.04           -3.526364         -468.369305          2.24                0.04         
CONF181        -36.706906          1.48          -468.363689          2.03           -3.526379         -468.369309          2.24                0.04         
CONF182        -36.706892          1.49          -468.363134          2.38           -3.550586         -468.368793          2.57                0.03         
CONF183        -36.706900          1.48          -468.363768          1.99           -3.525636         -468.369386          2.19                0.05         
CONF184        -36.706903          1.48          -468.363697          2.03           -3.525565         -468.369315          2.24                0.04         
CONF185        -36.706898          1.48          -468.363644          2.06           -3.527513         -468.369265          2.27                0.04         
CONF186        -36.706843          1.52          -468.363217          2.33           -3.560093         -468.368890          2.50                0.03         
CONF187        -36.706842          1.52          -468.363182          2.35           -3.559389         -468.368855          2.53                0.03         
CONF188        -36.706024          2.03          -468.365272          1.04           -4.070873         -468.371760          0.70                0.58         
CONF189        -36.706878          1.49          -468.363320          2.27           -3.550250         -468.368978          2.45                0.03         
CONF190        -36.706024          2.03          -468.365361          0.99           -4.069931         -468.371847          0.65                0.64         
CONF191        -36.706812          1.54          -468.363337          2.26           -3.591586         -468.369061          2.40                0.03         
CONF192        -36.706929          1.46          -468.363780          1.98           -3.499207         -468.369356          2.21                0.05         
CONF193        -36.705992          2.05          -468.364817          1.33           -4.086000         -468.371328          0.97                0.37         
CONF194        -36.706940          1.46          -468.364263          1.67           -3.492637         -468.369829          1.92                0.08         
CONF195        -36.706742          1.58          -468.363003          2.47           -3.615635         -468.368765          2.58                0.02         
CONF196        -36.706924          1.47          -468.363819          1.95           -3.499626         -468.369396          2.19                0.05         
CONF197        -36.706782          1.55          -468.363429          2.20           -3.587190         -468.369146          2.34                0.04         
CONF198        -36.706904          1.48          -468.363619          2.08           -3.527024         -468.369240          2.28                0.04         
CONF199        -36.706931          1.46          -468.364193          1.72           -3.491000         -468.369756          1.96                0.07         
CONF200        -36.706925          1.47          -468.364369          1.61           -3.492282         -468.369935          1.85                0.08         
CONF201        -36.706725          1.59          -468.363714          2.02           -3.616779         -468.369477          2.14                0.05         
CONF202        -36.706923          1.47          -468.363727          2.01           -3.491275         -468.369291          2.25                0.04         
CONF203        -36.706864          1.50          -468.363621          2.08           -3.526158         -468.369240          2.28                0.04         
CONF204        -36.706931          1.46          -468.364175          1.73           -3.490923         -468.369739          1.97                0.07         
CONF205        -36.706894          1.48          -468.364136          1.75           -3.500984         -468.369715          1.99                0.07         
CONF206        -36.706860          1.51          -468.363690          2.03           -3.519682         -468.369299          2.25                0.04         
CONF207        -36.706985          1.43          -468.364619          1.45           -3.440757         -468.370102          1.74                0.10         
CONF208        -36.706874          1.50          -468.363883          1.91           -3.508571         -468.369474          2.14                0.05         
CONF209        -36.706871          1.50          -468.363867          1.92           -3.510116         -468.369461          2.15                0.05         
CONF210        -36.706825          1.53          -468.363863          1.93           -3.575743         -468.369561          2.08                0.06         
CONF211        -36.706982          1.43          -468.364662          1.42           -3.434602         -468.370136          1.72                0.10         
CONF212        -36.706696          1.61          -468.363450          2.18           -3.607796         -468.369199          2.31                0.04         
CONF213        -36.706935          1.46          -468.364335          1.63           -3.454291         -468.369840          1.91                0.08         
CONF214        -36.706687          1.61          -468.363369          2.24           -3.609506         -468.369122          2.36                0.04         
CONF215        -36.706924          1.47          -468.364367          1.61           -3.456923         -468.369876          1.89                0.08         
CONF216        -36.706890          1.49          -468.364576          1.48           -3.476745         -468.370117          1.73                0.10         
CONF217        -36.706842          1.52          -468.363772          1.98           -3.505126         -468.369358          2.21                0.05         
CONF218        -36.706885          1.49          -468.364600          1.46           -3.479671         -468.370145          1.72                0.11         
CONF219        -36.706760          1.57          -468.364061          1.80           -3.589779         -468.369782          1.94                0.07         
CONF220        -36.706656          1.63          -468.363216          2.33           -3.618142         -468.368981          2.45                0.03         
CONF221        -36.706911          1.47          -468.364447          1.56           -3.455090         -468.369953          1.84                0.09         
CONF222        -36.706898          1.48          -468.363901          1.90           -3.469532         -468.369430          2.17                0.05         
CONF223        -36.706687          1.61          -468.363375          2.23           -3.609285         -468.369127          2.36                0.04         
CONF224        -36.706694          1.61          -468.363333          2.26           -3.590230         -468.369054          2.40                0.03         
CONF225        -36.706643          1.64          -468.363241          2.32           -3.620478         -468.369010          2.43                0.03         
CONF226        -36.706694          1.61          -468.363347          2.25           -3.583831         -468.369059          2.40                0.03         
CONF227        -36.706650          1.64          -468.363209          2.34           -3.618239         -468.368975          2.45                0.03         
CONF228        -36.706715          1.60          -468.363995          1.84           -3.570697         -468.369685          2.01                0.06         
CONF229        -36.706651          1.64          -468.363098          2.41           -3.623745         -468.368873          2.52                0.03         
CONF230        -36.706846          1.51          -468.363621          2.08           -3.500903         -468.369200          2.31                0.04         
CONF231        -36.706742          1.58          -468.363511          2.15           -3.547909         -468.369165          2.33                0.04         
CONF232        -36.706985          1.43          -468.364663          1.42           -3.433400         -468.370134          1.72                0.10         
CONF233        -36.706724          1.59          -468.364145          1.75           -3.572677         -468.369838          1.91                0.08         
CONF234        -36.706700          1.61          -468.363965          1.86           -3.572674         -468.369659          2.02                0.06         
CONF235        -36.706703          1.60          -468.364192          1.72           -3.570427         -468.369881          1.88                0.08         
CONF236        -36.706736          1.58          -468.363283          2.29           -3.547389         -468.368936          2.48                0.03         
CONF237        -36.706667          1.63          -468.363278          2.29           -3.592801         -468.369004          2.43                0.03         
CONF238        -36.706761          1.57          -468.363644          2.06           -3.530679         -468.369271          2.27                0.04         
CONF239        -36.706825          1.53          -468.364293          1.66           -3.490508         -468.369856          1.90                0.08         
CONF240        -36.705930          2.09          -468.364973          1.23           -4.051733         -468.371430          0.91                0.41         
CONF241        -36.706730          1.59          -468.363245          2.31           -3.547560         -468.368898          2.50                0.03         
CONF242        -36.706635          1.65          -468.363588          2.10           -3.606359         -468.369335          2.23                0.04         
CONF243        -36.706674          1.62          -468.363581          2.10           -3.582374         -468.369290          2.25                0.04         
CONF244        -36.706681          1.62          -468.363874          1.92           -3.576265         -468.369574          2.08                0.06         
CONF245        -36.705925          2.09          -468.364956          1.24           -4.047626         -468.371406          0.93                0.40         
CONF246        -36.705885          2.12          -468.364969          1.23           -4.075679         -468.371464          0.89                0.43         
CONF247        -36.706724          1.59          -468.363320          2.27           -3.545999         -468.368970          2.45                0.03         
CONF248        -36.705916          2.10          -468.364942          1.25           -4.052795         -468.371401          0.93                0.40         
CONF249        -36.705928          2.09          -468.365117          1.14           -4.051774         -468.371573          0.82                0.48         
CONF250        -36.706614          1.66          -468.363550          2.12           -3.609276         -468.369302          2.25                0.04         
CONF251        -36.706604          1.67          -468.363398          2.22           -3.612879         -468.369155          2.34                0.04         
CONF252        -36.705878          2.12          -468.365198          1.09           -4.072206         -468.371688          0.75                0.54         
CONF253        -36.706594          1.67          -468.363328          2.26           -3.617628         -468.369093          2.38                0.03         
CONF254        -36.706891          1.49          -468.364250          1.68           -3.430596         -468.369717          1.99                0.07         
CONF255        -36.706817          1.53          -468.364321          1.64           -3.476736         -468.369861          1.90                0.08         
CONF256        -36.706609          1.66          -468.363327          2.26           -3.606326         -468.369074          2.39                0.03         
CONF257        -36.706616          1.66          -468.363630          2.07           -3.605687         -468.369377          2.20                0.05         
CONF258        -36.706868          1.50          -468.364895          1.28           -3.441913         -468.370380          1.57                0.14         
CONF259        -36.705867          2.13          -468.365365          0.98           -4.067986         -468.371848          0.65                0.64         
CONF260        -36.705860          2.13          -468.364974          1.23           -4.072812         -468.371465          0.89                0.43         
CONF261        -36.706859          1.51          -468.364875          1.29           -3.444461         -468.370364          1.58                0.13         
CONF262        -36.706806          1.54          -468.364291          1.66           -3.477420         -468.369833          1.91                0.08         
CONF263        -36.706703          1.60          -468.363640          2.06           -3.540976         -468.369283          2.26                0.04         
CONF264        -36.706876          1.50          -468.364222          1.70           -3.432671         -468.369692          2.00                0.07         
CONF265        -36.705860          2.13          -468.365151          1.12           -4.066420         -468.371631          0.78                0.51         
CONF266        -36.706637          1.65          -468.363912          1.89           -3.575194         -468.369609          2.05                0.06         
CONF267        -36.706808          1.54          -468.364441          1.56           -3.475544         -468.369979          1.82                0.09         
CONF268        -36.706763          1.57          -468.364167          1.73           -3.494123         -468.369735          1.97                0.07         
CONF269        -36.706592          1.67          -468.363405          2.21           -3.597936         -468.369138          2.35                0.04         
CONF270        -36.706760          1.57          -468.364179          1.73           -3.492794         -468.369745          1.97                0.07         
CONF271        -36.706767          1.56          -468.364221          1.70           -3.487988         -468.369780          1.95                0.07         
CONF272        -36.705830          2.15          -468.365006          1.21           -4.072060         -468.371496          0.87                0.44         
CONF273        -36.706587          1.68          -468.363011          2.46           -3.600009         -468.368748          2.59                0.02         
CONF274        -36.706553          1.70          -468.363332          2.26           -3.617798         -468.369098          2.37                0.03         
CONF275        -36.707217          1.28          -468.363896          1.90           -3.199532         -468.368995          2.44                0.03         
CONF276        -36.706625          1.65          -468.363850          1.93           -3.569924         -468.369539          2.10                0.06         
CONF277        -36.706547          1.70          -468.363282          2.29           -3.618099         -468.369047          2.41                0.03         
CONF278        -36.706598          1.67          -468.363726          2.01           -3.585624         -468.369440          2.16                0.05         
CONF279        -36.706586          1.68          -468.363019          2.45           -3.612894         -468.368777          2.58                0.02         
CONF280        -36.706614          1.66          -468.363813          1.96           -3.574698         -468.369509          2.12                0.05         
CONF281        -36.706629          1.65          -468.363965          1.86           -3.577862         -468.369666          2.02                0.06         
CONF282        -36.706678          1.62          -468.363114          2.40           -3.562740         -468.368792          2.57                0.03         
CONF283        -36.706752          1.57          -468.363804          1.96           -3.487436         -468.369362          2.21                0.05         
