 CONF#          E (xTB)          ΔE (xTB)          E (DFT)          ΔE (DFT)        ΔGsolv (xTB)          Gtot             ΔGtot          Boltzmann weight   
CONF533        -36.706025          2.03          -468.363328          2.26           -3.550995         -468.368987          2.44                0.03         
CONF534        -36.706935          1.46          -468.364062          1.80           -2.977169         -468.368806          2.56                0.03         
CONF535        -36.705193          2.55          -468.364075          1.79           -4.070005         -468.370560          1.46                0.16         
CONF536        -36.705222          2.53          -468.365103          1.15           -4.049184         -468.371555          0.83                0.47         
CONF537        -36.705934          2.09          -468.362583          2.73           -3.600237         -468.368320          2.86                0.02         
CONF538        -36.706157          1.95          -468.363672          2.05           -3.458602         -468.369183          2.32                0.04         
CONF539        -36.706928          1.46          -468.364062          1.80           -2.973982         -468.368801          2.56                0.03         
CONF540        -36.706089          1.99          -468.362873          2.55           -3.498038         -468.368448          2.78                0.02         
CONF541        -36.706921          1.47          -468.363999          1.84           -2.984708         -468.368755          2.59                0.02         
CONF542        -36.706161          1.94          -468.363784          1.98           -3.456170         -468.369292          2.25                0.04         
CONF543        -36.706090          1.99          -468.362986          2.48           -3.495003         -468.368555          2.71                0.02         
CONF544        -36.705154          2.58          -468.363568          2.11           -4.082491         -468.370074          1.76                0.10         
CONF545        -36.705940          2.08          -468.362735          2.63           -3.592961         -468.368461          2.77                0.02         
CONF546        -36.705257          2.51          -468.363896          1.90           -4.062821         -468.370370          1.58                0.13         
CONF547        -36.705210          2.54          -468.363863          1.93           -4.043683         -468.370308          1.62                0.13         
CONF548        -36.705919          2.10          -468.362981          2.48           -3.597047         -468.368713          2.62                0.02         
CONF549        -36.706102          1.98          -468.363339          2.25           -3.480091         -468.368885          2.51                0.03         
CONF550        -36.705977          2.06          -468.363179          2.35           -3.557187         -468.368848          2.53                0.03         
CONF551        -36.706040          2.02          -468.362961          2.49           -3.516356         -468.368564          2.71                0.02         
CONF552        -36.705887          2.12          -468.361985          3.10           -3.611161         -468.367740          3.23                0.01         
CONF553        -36.706038          2.02          -468.362979          2.48           -3.516086         -468.368582          2.70                0.02         
CONF554        -36.705973          2.06          -468.363267          2.30           -3.557335         -468.368936          2.48                0.03         
CONF555        -36.705169          2.57          -468.364181          1.73           -4.061545         -468.370654          1.40                0.18         
CONF556        -36.705971          2.06          -468.363141          2.38           -3.555006         -468.368806          2.56                0.03         
CONF557        -36.705892          2.11          -468.362536          2.76           -3.600647         -468.368274          2.89                0.01         
CONF558        -36.705881          2.12          -468.362546          2.75           -3.603782         -468.368289          2.88                0.01         
CONF559        -36.705976          2.06          -468.362528          2.76           -3.541285         -468.368171          2.96                0.01         
CONF560        -36.705876          2.12          -468.362954          2.50           -3.605878         -468.368700          2.62                0.02         
CONF561        -36.705971          2.06          -468.362045          3.07           -3.543936         -468.367692          3.26                0.01         
CONF562        -36.705952          2.08          -468.363389          2.22           -3.554781         -468.369053          2.40                0.03         
CONF563        -36.705886          2.12          -468.362511          2.77           -3.594366         -468.368239          2.91                0.01         
CONF564        -36.705883          2.12          -468.362535          2.76           -3.595257         -468.368264          2.90                0.01         
CONF565        -36.705857          2.14          -468.362034          3.07           -3.611868         -468.367790          3.20                0.01         
CONF566        -36.705886          2.12          -468.362515          2.77           -3.593679         -468.368241          2.91                0.01         
CONF567        -36.705134          2.59          -468.364419          1.58           -4.059369         -468.370888          1.25                0.23         
CONF568        -36.705126          2.59          -468.364239          1.69           -4.062734         -468.370713          1.36                0.19         
CONF569        -36.706004          2.04          -468.363447          2.19           -3.515304         -468.369049          2.40                0.03         
CONF570        -36.705857          2.14          -468.362520          2.77           -3.608594         -468.368270          2.89                0.01         
CONF571        -36.705125          2.59          -468.364228          1.70           -4.059939         -468.370697          1.37                0.19         
CONF572        -36.705987          2.05          -468.362656          2.68           -3.518889         -468.368264          2.90                0.01         
CONF573        -36.705156          2.57          -468.364314          1.64           -4.037425         -468.370748          1.34                0.20         
CONF574        -36.706118          1.97          -468.363985          1.85           -3.432603         -468.369455          2.15                0.05         
CONF575        -36.705850          2.14          -468.362254          2.94           -3.600481         -468.367992          3.07                0.01         
CONF576        -36.705998          2.05          -468.363304          2.28           -3.506545         -468.368892          2.50                0.03         
CONF577        -36.705944          2.08          -468.362862          2.55           -3.539989         -468.368503          2.75                0.02         
CONF578        -36.705944          2.08          -468.362867          2.55           -3.539888         -468.368509          2.74                0.02         
CONF579        -36.706043          2.02          -468.363405          2.21           -3.477116         -468.368946          2.47                0.03         
CONF580        -36.705149          2.58          -468.364274          1.67           -4.036942         -468.370708          1.36                0.19         
CONF581        -36.706103          1.98          -468.363990          1.85           -3.438862         -468.369471          2.14                0.05         
CONF582        -36.706135          1.96          -468.363974          1.86           -3.415765         -468.369417          2.17                0.05         
CONF583        -36.705942          2.08          -468.362688          2.66           -3.537342         -468.368325          2.86                0.02         
CONF584        -36.705997          2.05          -468.362691          2.66           -3.518559         -468.368298          2.88                0.01         
CONF585        -36.705187          2.56          -468.364720          1.39           -4.009941         -468.371110          1.11                0.29         
CONF586        -36.705853          2.14          -468.362902          2.53           -3.587821         -468.368619          2.67                0.02         
CONF587        -36.705817          2.16          -468.362507          2.78           -3.607448         -468.368256          2.90                0.01         
CONF588        -36.705816          2.16          -468.362449          2.81           -3.607735         -468.368198          2.94                0.01         
CONF589        -36.705815          2.16          -468.362444          2.82           -3.607973         -468.368193          2.94                0.01         
CONF590        -36.705980          2.06          -468.363096          2.41           -3.506728         -468.368684          2.63                0.02         
CONF591        -36.706011          2.04          -468.363372          2.23           -3.474639         -468.368909          2.49                0.03         
CONF592        -36.705808          2.17          -468.362852          2.56           -3.601145         -468.368591          2.69                0.02         
CONF593        -36.705876          2.12          -468.362936          2.51           -3.558624         -468.368607          2.68                0.02         
CONF594        -36.705991          2.05          -468.363257          2.31           -3.486469         -468.368813          2.55                0.03         
CONF595        -36.706003          2.04          -468.363372          2.23           -3.477025         -468.368913          2.49                0.03         
CONF596        -36.705076          2.63          -468.364417          1.58           -4.057624         -468.370883          1.25                0.23         
CONF597        -36.705874          2.12          -468.363058          2.43           -3.559539         -468.368731          2.60                0.02         
CONF598        -36.706118          1.97          -468.363797          1.97           -3.403999         -468.369222          2.30                0.04         
CONF599        -36.706068          2.00          -468.363860          1.93           -3.426469         -468.369321          2.23                0.04         
CONF600        -36.706127          1.97          -468.363770          1.98           -3.386434         -468.369166          2.33                0.04         
CONF601        -36.705780          2.18          -468.362872          2.55           -3.604229         -468.368616          2.68                0.02         
CONF602        -36.706127          1.97          -468.363799          1.97           -3.386077         -468.369195          2.31                0.04         
CONF603        -36.705075          2.63          -468.363990          1.85           -4.043473         -468.370434          1.54                0.14         
CONF604        -36.705072          2.63          -468.364164          1.74           -4.044238         -468.370609          1.43                0.17         
CONF605        -36.705070          2.63          -468.364170          1.73           -4.043682         -468.370614          1.42                0.17         
CONF606        -36.705089          2.62          -468.364148          1.75           -4.030400         -468.370571          1.45                0.17         
CONF607        -36.705752          2.20          -468.362260          2.93           -3.612964         -468.368017          3.05                0.01         
CONF608        -36.705088          2.62          -468.364124          1.76           -4.030439         -468.370547          1.46                0.16         
CONF609        -36.705751          2.20          -468.362290          2.91           -3.612753         -468.368047          3.03                0.01         
CONF610        -36.705030          2.65          -468.364018          1.83           -4.065271         -468.370497          1.50                0.15         
CONF611        -36.705030          2.65          -468.364017          1.83           -4.065209         -468.370496          1.50                0.15         
CONF612        -36.705970          2.06          -468.363704          2.03           -3.474547         -468.369241          2.28                0.04         
CONF613        -36.705027          2.66          -468.364049          1.81           -4.064863         -468.370527          1.48                0.16         
CONF614        -36.705084          2.62          -468.364385          1.60           -4.029968         -468.370807          1.30                0.21         
CONF615        -36.704998          2.67          -468.363735          2.01           -4.080702         -468.370238          1.66                0.12         
CONF616        -36.705815          2.16          -468.362571          2.74           -3.603230         -468.368313          2.87                0.02         
CONF617        -36.705830          2.15          -468.363503          2.15           -3.558315         -468.369173          2.33                0.04         
CONF618        -36.705035          2.65          -468.364751          1.37           -4.055670         -468.371214          1.05                0.33         
CONF619        -36.705811          2.16          -468.362967          2.49           -3.567662         -468.368652          2.65                0.02         
CONF620        -36.705827          2.15          -468.363186          2.35           -3.557524         -468.368856          2.53                0.03         
CONF621        -36.705814          2.16          -468.363192          2.35           -3.559226         -468.368864          2.52                0.03         
CONF622        -36.705068          2.63          -468.364611          1.46           -4.031313         -468.371036          1.16                0.27         
CONF623        -36.705800          2.17          -468.362931          2.51           -3.567756         -468.368616          2.68                0.02         
CONF624        -36.705819          2.16          -468.363436          2.19           -3.557883         -468.369106          2.37                0.04         
CONF625        -36.705054          2.64          -468.364088          1.78           -4.034207         -468.370517          1.48                0.16         
CONF626        -36.705991          2.05          -468.363594          2.09           -3.444293         -468.369083          2.38                0.03         
CONF627        -36.705733          2.21          -468.362882          2.54           -3.607113         -468.368630          2.67                0.02         
CONF628        -36.705043          2.65          -468.364317          1.64           -4.036511         -468.370749          1.34                0.20         
CONF629        -36.705042          2.65          -468.364328          1.63           -4.037334         -468.370762          1.33                0.20         
CONF630        -36.705041          2.65          -468.364325          1.64           -4.037348         -468.370759          1.33                0.20         
CONF631        -36.706160          1.94          -468.363407          2.21           -3.375822         -468.368787          2.57                0.03         
CONF632        -36.706117          1.97          -468.363841          1.94           -3.402742         -468.369264          2.27                0.04         
CONF633        -36.705846          2.14          -468.363163          2.36           -3.572914         -468.368857          2.53                0.03         
CONF634        -36.706033          2.02          -468.364026          1.82           -3.411151         -468.369462          2.15                0.05         
CONF635        -36.706034          2.02          -468.364043          1.81           -3.410212         -468.369477          2.14                0.05         
CONF636        -36.706219          1.91          -468.363247          2.31           -3.293722         -468.368496          2.75                0.02         
CONF637        -36.705033          2.65          -468.364221          1.70           -4.037693         -468.370656          1.40                0.18         
CONF638        -36.705018          2.66          -468.364682          1.41           -4.046138         -468.371130          1.10                0.30         
CONF639        -36.706042          2.02          -468.363668          2.05           -3.402267         -468.369090          2.38                0.03         
CONF640        -36.705028          2.66          -468.363959          1.87           -4.038261         -468.370394          1.56                0.14         
CONF641        -36.705857          2.14          -468.362516          2.77           -3.517176         -468.368121          2.99                0.01         
CONF642        -36.705761          2.19          -468.363200          2.34           -3.576491         -468.368900          2.50                0.03         
CONF643        -36.705792          2.18          -468.363414          2.21           -3.556062         -468.369081          2.38                0.03         
CONF644        -36.704984          2.68          -468.364277          1.67           -4.063710         -468.370753          1.34                0.20         
CONF645        -36.705765          2.19          -468.362770          2.61           -3.572310         -468.368462          2.77                0.02         
CONF646        -36.705761          2.20          -468.362759          2.62           -3.573036         -468.368453          2.78                0.02         
CONF647        -36.705900          2.11          -468.363288          2.29           -3.484117         -468.368840          2.54                0.03         
CONF648        -36.705699          2.23          -468.362741          2.63           -3.607579         -468.368490          2.76                0.02         
CONF649        -36.704969          2.69          -468.364321          1.64           -4.054846         -468.370782          1.32                0.21         
CONF650        -36.704971          2.69          -468.364532          1.51           -4.052498         -468.370990          1.19                0.26         
CONF651        -36.704972          2.69          -468.364525          1.51           -4.051933         -468.370983          1.19                0.26         
CONF652        -36.704970          2.69          -468.364519          1.51           -4.052495         -468.370977          1.19                0.26         
CONF653        -36.704971          2.69          -468.364455          1.55           -4.051607         -468.370912          1.24                0.24         
CONF654        -36.704963          2.70          -468.364101          1.78           -4.053668         -468.370561          1.46                0.16         
CONF655        -36.705691          2.24          -468.362186          2.98           -3.588911         -468.367905          3.12                0.01         
CONF656        -36.706331          1.84          -468.363067          2.43           -3.189450         -468.368149          2.97                0.01         
CONF657        -36.705686          2.24          -468.362152          3.00           -3.593253         -468.367878          3.14                0.01         
CONF658        -36.705667          2.25          -468.362424          2.83           -3.605575         -468.368170          2.96                0.01         
CONF659        -36.705774          2.19          -468.363450          2.18           -3.536199         -468.369085          2.38                0.03         
CONF660        -36.705950          2.08          -468.363363          2.24           -3.422846         -468.368817          2.55                0.03         
CONF661        -36.705950          2.08          -468.363489          2.16           -3.421774         -468.368942          2.47                0.03         
CONF662        -36.705691          2.24          -468.362980          2.48           -3.583911         -468.368692          2.63                0.02         
CONF663        -36.705660          2.26          -468.362412          2.84           -3.602089         -468.368152          2.97                0.01         
CONF664        -36.705775          2.19          -468.362734          2.63           -3.529552         -468.368359          2.84                0.02         
CONF665        -36.705659          2.26          -468.362427          2.83           -3.602484         -468.368168          2.96                0.01         
CONF666        -36.705707          2.23          -468.362726          2.64           -3.571235         -468.368417          2.80                0.02         
CONF667        -36.705853          2.14          -468.362584          2.73           -3.502459         -468.368165          2.96                0.01         
CONF668        -36.705741          2.21          -468.362909          2.52           -3.571771         -468.368601          2.69                0.02         
CONF669        -36.705900          2.11          -468.363182          2.35           -3.486832         -468.368739          2.60                0.02         
CONF670        -36.705704          2.23          -468.362707          2.65           -3.570490         -468.368397          2.81                0.02         
CONF671        -36.705709          2.23          -468.363398          2.22           -3.565476         -468.369079          2.39                0.03         
CONF672        -36.705715          2.22          -468.363024          2.45           -3.561711         -468.368700          2.62                0.02         
CONF673        -36.705777          2.19          -468.363224          2.33           -3.558772         -468.368895          2.50                0.03         
CONF674        -36.704974          2.69          -468.364514          1.52           -4.051905         -468.370971          1.20                0.25         
CONF675        -36.705690          2.24          -468.362009          3.09           -3.574486         -468.367706          3.25                0.01         
CONF676        -36.705659          2.26          -468.362538          2.76           -3.602004         -468.368279          2.89                0.01         
CONF677        -36.705804          2.17          -468.362222          2.96           -3.499800         -468.367799          3.19                0.01         
CONF678        -36.707369          1.19          -468.362917          2.52           -2.516690         -468.366927          3.74                0.00         
CONF679        -36.706192          1.92          -468.362618          2.71           -3.256068         -468.367807          3.18                0.01         
CONF680        -36.705770          2.19          -468.362502          2.78           -3.520401         -468.368112          2.99                0.01         
CONF681        -36.705993          2.05          -468.363176          2.36           -3.393984         -468.368585          2.70                0.02         
CONF682        -36.707358          1.19          -468.362848          2.56           -2.522507         -468.366868          3.77                0.00         
CONF683        -36.704962          2.70          -468.364070          1.80           -4.022587         -468.370481          1.51                0.15         
CONF684        -36.705756          2.20          -468.362972          2.48           -3.569558         -468.368661          2.65                0.02         
CONF685        -36.705747          2.20          -468.362769          2.61           -3.532546         -468.368399          2.81                0.02         
CONF686        -36.705731          2.21          -468.363538          2.13           -3.540190         -468.369180          2.32                0.04         
CONF687        -36.704959          2.70          -468.364685          1.41           -4.023612         -468.371097          1.12                0.29         
CONF688        -36.705738          2.21          -468.362836          2.57           -3.535235         -468.368470          2.77                0.02         
CONF689        -36.706211          1.91          -468.362867          2.55           -3.237915         -468.368027          3.05                0.01         
CONF690        -36.704954          2.70          -468.364698          1.40           -4.023059         -468.371109          1.11                0.29         
CONF691        -36.704913          2.73          -468.363892          1.91           -4.047097         -468.370342          1.59                0.13         
CONF692        -36.705630          2.28          -468.362471          2.80           -3.600946         -468.368209          2.93                0.01         
CONF693        -36.705870          2.13          -468.362954          2.50           -3.439938         -468.368436          2.79                0.02         
CONF694        -36.705721          2.22          -468.362569          2.74           -3.533775         -468.368201          2.94                0.01         
CONF695        -36.705660          2.26          -468.362978          2.48           -3.572159         -468.368671          2.64                0.02         
CONF696        -36.705606          2.29          -468.362271          2.92           -3.602547         -468.368012          3.06                0.01         
CONF697        -36.705721          2.22          -468.363351          2.25           -3.564579         -468.369031          2.42                0.03         
CONF698        -36.705846          2.14          -468.363852          1.93           -3.450822         -468.369351          2.22                0.05         
CONF699        -36.705828          2.15          -468.362739          2.63           -3.460428         -468.368254          2.90                0.01         
CONF700        -36.706588          1.68          -468.364233          1.69           -2.981782         -468.368985          2.44                0.03         
CONF701        -36.704863          2.76          -468.364098          1.78           -4.059240         -468.370567          1.45                0.17         
CONF702        -36.705635          2.27          -468.363160          2.37           -3.574081         -468.368856          2.53                0.03         
CONF703        -36.705615          2.29          -468.362935          2.51           -3.585001         -468.368648          2.66                0.02         
CONF704        -36.705607          2.29          -468.361863          3.18           -3.589868         -468.367583          3.32                0.01         
CONF705        -36.705817          2.16          -468.363728          2.01           -3.458745         -468.369239          2.29                0.04         
CONF706        -36.705703          2.23          -468.362746          2.63           -3.570365         -468.368436          2.79                0.02         
CONF707        -36.705853          2.14          -468.364095          1.78           -3.433876         -468.369567          2.08                0.06         
CONF708        -36.705597          2.30          -468.361824          3.20           -3.592455         -468.367549          3.35                0.01         
CONF709        -36.705565          2.32          -468.362359          2.87           -3.609216         -468.368110          2.99                0.01         
CONF710        -36.705848          2.14          -468.363116          2.39           -3.431266         -468.368584          2.70                0.02         
CONF711        -36.705595          2.30          -468.361836          3.20           -3.589418         -468.367556          3.34                0.01         
CONF712        -36.705606          2.29          -468.361811          3.21           -3.589567         -468.367532          3.36                0.01         
CONF713        -36.704837          2.77          -468.363961          1.86           -4.062969         -468.370436          1.53                0.14         
CONF714        -36.704830          2.78          -468.364122          1.76           -4.065340         -468.370600          1.43                0.17         
CONF715        -36.704830          2.78          -468.364058          1.80           -4.065440         -468.370537          1.47                0.16         
CONF716        -36.705863          2.13          -468.364168          1.73           -3.417501         -468.369614          2.05                0.06         
CONF717        -36.705856          2.14          -468.363986          1.85           -3.418207         -468.369433          2.16                0.05         
CONF718        -36.705856          2.14          -468.363168          2.36           -3.417447         -468.368614          2.68                0.02         
CONF719        -36.705598          2.30          -468.363174          2.36           -3.578316         -468.368876          2.51                0.03         
CONF720        -36.705799          2.17          -468.362567          2.74           -3.450471         -468.368066          3.02                0.01         
CONF721        -36.705545          2.33          -468.362152          3.00           -3.607647         -468.367902          3.12                0.01         
CONF722        -36.705605          2.29          -468.363326          2.26           -3.566794         -468.369010          2.43                0.03         
CONF723        -36.705599          2.30          -468.363366          2.24           -3.568502         -468.369053          2.40                0.03         
CONF724        -36.705642          2.27          -468.362431          2.82           -3.539390         -468.368071          3.02                0.01         
CONF725        -36.705776          2.19          -468.363629          2.07           -3.456694         -468.369138          2.35                0.04         
CONF726        -36.704829          2.78          -468.364270          1.67           -4.048463         -468.370722          1.35                0.19         
CONF727        -36.705711          2.23          -468.362556          2.75           -3.494645         -468.368125          2.98                0.01         
CONF728        -36.705612          2.29          -468.362485          2.79           -3.596763         -468.368217          2.93                0.01         
CONF729        -36.705842          2.14          -468.363938          1.88           -3.410888         -468.369373          2.20                0.05         
CONF730        -36.704824          2.78          -468.364489          1.53           -4.049410         -468.370942          1.22                0.25         
CONF731        -36.705802          2.17          -468.363927          1.89           -3.435381         -468.369402          2.18                0.05         
CONF732        -36.705509          2.35          -468.362141          3.01           -3.616942         -468.367905          3.12                0.01         
CONF733        -36.705803          2.17          -468.363152          2.37           -3.431284         -468.368620          2.67                0.02         
CONF734        -36.705721          2.22          -468.363195          2.34           -3.483859         -468.368746          2.59                0.02         
CONF735        -36.705611          2.29          -468.362547          2.75           -3.598455         -468.368281          2.89                0.01         
CONF736        -36.704812          2.79          -468.364028          1.82           -4.052271         -468.370486          1.50                0.15         
CONF737        -36.704808          2.79          -468.364383          1.60           -4.052082         -468.370841          1.28                0.22         
CONF738        -36.705926          2.09          -468.362327          2.89           -3.351264         -468.367667          3.27                0.01         
CONF739        -36.705925          2.09          -468.362083          3.04           -3.347749         -468.367418          3.43                0.01         
CONF740        -36.706493          1.74          -468.363013          2.46           -2.991011         -468.367779          3.20                0.01         
CONF741        -36.704806          2.79          -468.364260          1.68           -4.050559         -468.370715          1.36                0.19         
CONF742        -36.705835          2.15          -468.363957          1.87           -3.401817         -468.369378          2.20                0.05         
CONF743        -36.706028          2.03          -468.363042          2.44           -3.281712         -468.368272          2.89                0.01         
CONF744        -36.706545          1.70          -468.364609          1.46           -2.956798         -468.369321          2.23                0.04         
CONF745        -36.705818          2.16          -468.363876          1.92           -3.411548         -468.369312          2.24                0.04         
CONF746        -36.705704          2.23          -468.362473          2.80           -3.481663         -468.368021          3.05                0.01         
CONF747        -36.706002          2.04          -468.363017          2.46           -3.293142         -468.368265          2.90                0.01         
CONF748        -36.705695          2.24          -468.362507          2.78           -3.484901         -468.368061          3.02                0.01         
CONF749        -36.705762          2.19          -468.363353          2.25           -3.443110         -468.368840          2.54                0.03         
CONF750        -36.705823          2.16          -468.363880          1.91           -3.402490         -468.369302          2.25                0.04         
CONF751        -36.705550          2.33          -468.363196          2.34           -3.573433         -468.368891          2.50                0.03         
CONF752        -36.705930          2.09          -468.362689          2.66           -3.335227         -468.368004          3.06                0.01         
CONF753        -36.704800          2.80          -468.364359          1.61           -4.050220         -468.370814          1.30                0.21         
CONF754        -36.704791          2.80          -468.364274          1.67           -4.047233         -468.370724          1.35                0.20         
CONF755        -36.705895          2.11          -468.362259          2.93           -3.354606         -468.367605          3.31                0.01         
CONF756        -36.705694          2.24          -468.362462          2.80           -3.479172         -468.368007          3.06                0.01         
CONF757        -36.705548          2.33          -468.362269          2.93           -3.610025         -468.368022          3.05                0.01         
CONF758        -36.705947          2.08          -468.362832          2.57           -3.334263         -468.368146          2.97                0.01         
CONF759        -36.705546          2.33          -468.362708          2.65           -3.573281         -468.368403          2.81                0.02         
CONF760        -36.704790          2.80          -468.364061          1.80           -4.046365         -468.370510          1.49                0.16         
CONF761        -36.705544          2.33          -468.362630          2.70           -3.572216         -468.368322          2.86                0.02         
CONF762        -36.705694          2.24          -468.363212          2.33           -3.478492         -468.368755          2.59                0.02         
CONF763        -36.705681          2.25          -468.362432          2.82           -3.483570         -468.367983          3.07                0.01         
CONF764        -36.704788          2.81          -468.364259          1.68           -4.048044         -468.370710          1.36                0.19         
CONF765        -36.705769          2.19          -468.363658          2.05           -3.429117         -468.369123          2.36                0.04         
CONF766        -36.705977          2.06          -468.362982          2.48           -3.297922         -468.368237          2.91                0.01         
CONF767        -36.705679          2.25          -468.363085          2.41           -3.484551         -468.368638          2.66                0.02         
CONF768        -36.705537          2.34          -468.362431          2.82           -3.572664         -468.368124          2.99                0.01         
CONF769        -36.706462          1.76          -468.363998          1.84           -2.996765         -468.368773          2.58                0.02         
CONF770        -36.705666          2.25          -468.362927          2.51           -3.490351         -468.368489          2.76                0.02         
CONF771        -36.706438          1.77          -468.363494          2.16           -3.003722         -468.368281          2.89                0.01         
CONF772        -36.705664          2.26          -468.363069          2.42           -3.486309         -468.368625          2.67                0.02         
CONF773        -36.704751          2.83          -468.363201          2.34           -4.058881         -468.369669          2.02                0.06         
CONF774        -36.706439          1.77          -468.363511          2.15           -2.997935         -468.368289          2.88                0.01         
CONF775        -36.706428          1.78          -468.363462          2.18           -3.004427         -468.368250          2.91                0.01         
CONF776        -36.704746          2.83          -468.363318          2.27           -4.059119         -468.369787          1.94                0.07         
CONF777        -36.705494          2.36          -468.361516          3.40           -3.585035         -468.367229          3.55                0.00         
CONF778        -36.705495          2.36          -468.361740          3.26           -3.584234         -468.367452          3.41                0.01         
CONF779        -36.705494          2.36          -468.361502          3.41           -3.583806         -468.367213          3.56                0.00         
CONF780        -36.706421          1.78          -468.363520          2.14           -3.000085         -468.368301          2.87                0.01         
CONF781        -36.705483          2.37          -468.361601          3.34           -3.588336         -468.367319          3.49                0.01         
CONF782        -36.706424          1.78          -468.363755          1.99           -2.997716         -468.368532          2.73                0.02         
CONF783        -36.704777          2.81          -468.363389          2.22           -4.033437         -468.369816          1.92                0.07         
CONF784        -36.706429          1.78          -468.363780          1.98           -2.992878         -468.368549          2.72                0.02         
CONF785        -36.705690          2.24          -468.362490          2.79           -3.455690         -468.367997          3.06                0.01         
CONF786        -36.705793          2.18          -468.362429          2.83           -3.389926         -468.367831          3.17                0.01         
CONF787        -36.705486          2.37          -468.362410          2.84           -3.578640         -468.368113          2.99                0.01         
CONF788        -36.706417          1.78          -468.363747          2.00           -2.991652         -468.368515          2.74                0.02         
CONF789        -36.705785          2.18          -468.362271          2.92           -3.387713         -468.367669          3.27                0.01         
CONF790        -36.705687          2.24          -468.362601          2.72           -3.456540         -468.368109          2.99                0.01         
CONF791        -36.705482          2.37          -468.362395          2.85           -3.577132         -468.368096          3.00                0.01         
CONF792        -36.705711          2.23          -468.362612          2.71           -3.438654         -468.368091          3.01                0.01         
CONF793        -36.706408          1.79          -468.363855          1.93           -2.992249         -468.368623          2.67                0.02         
CONF794        -36.705526          2.34          -468.362057          3.06           -3.549001         -468.367713          3.24                0.01         
CONF795        -36.706464          1.75          -468.364211          1.71           -2.968824         -468.368942          2.47                0.03         
CONF796        -36.705798          2.17          -468.362644          2.69           -3.374069         -468.368021          3.05                0.01         
CONF797        -36.705651          2.26          -468.362876          2.54           -3.465751         -468.368399          2.81                0.02         
CONF798        -36.706402          1.79          -468.364751          1.37           -2.990616         -468.369517          2.11                0.05         
CONF799        -36.705448          2.39          -468.360952          3.75           -3.589086         -468.366672          3.90                0.00         
CONF800        -36.705443          2.39          -468.361118          3.65           -3.591664         -468.366842          3.79                0.00         
CONF801        -36.705444          2.39          -468.361100          3.66           -3.590960         -468.366822          3.80                0.00         
CONF802        -36.705684          2.24          -468.363466          2.17           -3.440296         -468.368948          2.47                0.03         
CONF803        -36.706422          1.78          -468.363858          1.93           -2.977752         -468.368603          2.68                0.02         
CONF804        -36.704723          2.85          -468.363511          2.15           -4.041311         -468.369951          1.84                0.09         
CONF805        -36.706429          1.78          -468.364203          1.71           -2.970008         -468.368936          2.48                0.03         
CONF806        -36.705545          2.33          -468.362717          2.64           -3.524396         -468.368334          2.85                0.02         
CONF807        -36.706399          1.79          -468.363786          1.97           -2.989941         -468.368550          2.72                0.02         
CONF808        -36.706447          1.76          -468.364285          1.66           -2.957072         -468.368997          2.44                0.03         
CONF809        -36.706407          1.79          -468.363984          1.85           -2.981615         -468.368736          2.60                0.02         
CONF810        -36.705654          2.26          -468.362682          2.67           -3.454118         -468.368187          2.95                0.01         
CONF811        -36.705653          2.26          -468.363133          2.38           -3.451315         -468.368633          2.67                0.02         
CONF812        -36.705889          2.11          -468.362806          2.59           -3.302602         -468.368069          3.02                0.01         
CONF813        -36.705841          2.15          -468.362722          2.64           -3.332211         -468.368032          3.04                0.01         
CONF814        -36.706373          1.81          -468.363865          1.92           -2.996899         -468.368641          2.66                0.02         
CONF815        -36.705882          2.12          -468.363202          2.34           -3.303844         -468.368467          2.77                0.02         
CONF816        -36.705594          2.30          -468.362078          3.05           -3.484823         -468.367632          3.29                0.01         
CONF817        -36.705693          2.24          -468.363025          2.45           -3.422518         -468.368479          2.76                0.02         
