 CONF#         E (xTB)          ΔE (xTB)          E (DFT)          ΔE (DFT)        ΔGsolv (xTB)          Gtot             ΔGtot          Boltzmann weight   
                 [Eh]          [kcal/mol]          [Eh]           [kcal/mol]        [kcal/mol]           [Eh]           [kcal/mol]        % at 298.15 K     
CONF290       -32.504594          1.64          -427.981407          2.63           -1.457973         -427.983730          2.92                0.04         
CONF291       -32.504588          1.65          -427.981176          2.77           -1.461381         -427.983505          3.06                0.03         
CONF292       -32.504496          1.70          -427.981381          2.64           -1.519129         -427.983802          2.87                0.04         
CONF293       -32.504247          1.86          -427.982926          1.67           -1.673176         -427.985593          1.75                0.28         
CONF294       -32.504498          1.70          -427.980623          3.12           -1.506391         -427.983024          3.36                0.02         
CONF295       -32.504225          1.87          -427.982162          2.15           -1.668027         -427.984820          2.23                0.12         
CONF296       -32.504492          1.71          -427.980954          2.91           -1.494676         -427.983336          3.16                0.03         
CONF297       -32.504199          1.89          -427.982132          2.17           -1.668590         -427.984791          2.25                0.12         
CONF298       -32.504155          1.92          -427.982776          1.77           -1.694141         -427.985476          1.82                0.25         
CONF299       -32.504182          1.90          -427.981564          2.53           -1.674588         -427.984233          2.60                0.07         
CONF300       -32.504187          1.90          -427.982348          2.04           -1.670388         -427.985010          2.11                0.15         
CONF301       -32.504149          1.92          -427.982798          1.75           -1.689609         -427.985491          1.81                0.25         
CONF302       -32.504257          1.85          -427.982927          1.67           -1.623672         -427.985514          1.80                0.26         
CONF303       -32.504495          1.70          -427.981541          2.54           -1.468654         -427.983882          2.82                0.05         
CONF304       -32.504375          1.78          -427.980925          2.93           -1.536604         -427.983374          3.14                0.03         
CONF306       -32.504181          1.90          -427.981544          2.54           -1.649786         -427.984174          2.64                0.06         
CONF307       -32.504091          1.96          -427.982923          1.68           -1.705084         -427.985640          1.72                0.30         
CONF308       -32.504436          1.74          -427.980692          3.08           -1.488153         -427.983063          3.34                0.02         
CONF309       -32.504089          1.96          -427.982973          1.65           -1.705575         -427.985691          1.69                0.31         
CONF310       -32.504110          1.95          -427.982956          1.66           -1.688885         -427.985647          1.71                0.30         
CONF311       -32.504163          1.91          -427.983654          1.22           -1.653549         -427.986289          1.31                0.59         
CONF312       -32.504378          1.78          -427.981008          2.88           -1.513251         -427.983420          3.11                0.03         
CONF313       -32.504174          1.91          -427.983068          1.59           -1.636767         -427.985677          1.70                0.31         
CONF314       -32.504106          1.95          -427.983600          1.25           -1.676262         -427.986272          1.32                0.58         
CONF315       -32.504076          1.97          -427.982910          1.68           -1.694265         -427.985610          1.74                0.29         
CONF316       -32.504079          1.97          -427.982953          1.66           -1.691218         -427.985648          1.71                0.30         
CONF317       -32.504348          1.80          -427.981179          2.77           -1.513557         -427.983591          3.01                0.03         
CONF318       -32.504343          1.80          -427.981175          2.77           -1.514367         -427.983589          3.01                0.03         
CONF319       -32.504416          1.75          -427.981195          2.76           -1.462254         -427.983525          3.05                0.03         
CONF320       -32.504409          1.76          -427.981205          2.75           -1.463635         -427.983537          3.04                0.03         
CONF321       -32.504286          1.84          -427.981336          2.67           -1.532330         -427.983778          2.89                0.04         
CONF322       -32.504012          2.01          -427.983128          1.55           -1.700963         -427.985838          1.59                0.37         
CONF324       -32.504352          1.79          -427.981129          2.80           -1.469731         -427.983471          3.08                0.03         
CONF325       -32.504000          2.02          -427.980718          3.06           -1.686449         -427.983406          3.12                0.03         
CONF326       -32.504265          1.85          -427.980764          3.03           -1.519789         -427.983186          3.26                0.02         
CONF327       -32.503991          2.02          -427.979390          3.89           -1.686652         -427.982077          3.95                0.01         
CONF329       -32.504014          2.01          -427.979890          3.58           -1.655179         -427.982527          3.67                0.01         
CONF330       -32.504247          1.86          -427.980362          3.28           -1.508860         -427.982767          3.52                0.01         
CONF331       -32.504243          1.86          -427.980364          3.28           -1.511208         -427.982773          3.52                0.01         
CONF333       -32.504245          1.86          -427.980512          3.19           -1.508939         -427.982917          3.43                0.02         
CONF334       -32.504094          1.96          -427.980769          3.03           -1.601643         -427.983321          3.17                0.03         
CONF335       -32.504326          1.81          -427.981204          2.76           -1.454313         -427.983521          3.05                0.03         
CONF336       -32.504316          1.82          -427.981244          2.73           -1.459249         -427.983569          3.02                0.03         
CONF337       -32.504231          1.87          -427.980369          3.28           -1.509231         -427.982774          3.52                0.01         
CONF339       -32.504302          1.83          -427.981190          2.76           -1.462275         -427.983520          3.05                0.03         
CONF340       -32.504245          1.86          -427.980819          3.00           -1.497308         -427.983205          3.25                0.02         
CONF341       -32.503935          2.06          -427.982146          2.16           -1.691686         -427.984842          2.22                0.13         
CONF342       -32.504245          1.86          -427.980866          2.97           -1.495759         -427.983250          3.22                0.02         
CONF343       -32.503929          2.06          -427.983301          1.44           -1.696971         -427.986006          1.49                0.44         
CONF344       -32.504236          1.87          -427.980819          3.00           -1.497804         -427.983206          3.25                0.02         
CONF345       -32.503976          2.03          -427.981312          2.69           -1.655329         -427.983950          2.78                0.05         
CONF346       -32.503971          2.03          -427.981108          2.82           -1.656979         -427.983748          2.91                0.04         
CONF347       -32.504057          1.98          -427.982720          1.80           -1.602483         -427.985273          1.95                0.20         
CONF348       -32.504233          1.87          -427.981299          2.70           -1.486914         -427.983669          2.96                0.04         
CONF349       -32.504230          1.87          -427.981319          2.68           -1.488768         -427.983692          2.94                0.04         
CONF350       -32.504244          1.86          -427.980853          2.98           -1.478141         -427.983209          3.24                0.02         
CONF351       -32.504271          1.85          -427.981297          2.70           -1.460349         -427.983624          2.98                0.04         
CONF352       -32.503905          2.07          -427.982115          2.18           -1.678664         -427.984790          2.25                0.12         
CONF353       -32.504201          1.89          -427.981084          2.83           -1.492176         -427.983462          3.09                0.03         
CONF354       -32.503902          2.08          -427.982149          2.16           -1.678949         -427.984824          2.23                0.13         
CONF355       -32.504200          1.89          -427.981080          2.83           -1.490750         -427.983456          3.09                0.03         
CONF356       -32.504194          1.89          -427.981093          2.82           -1.494382         -427.983474          3.08                0.03         
CONF357       -32.504234          1.87          -427.981253          2.72           -1.470144         -427.983596          3.00                0.03         
CONF358       -32.504220          1.88          -427.981205          2.75           -1.477059         -427.983559          3.02                0.03         
CONF360       -32.503847          2.11          -427.982971          1.65           -1.695545         -427.985673          1.70                0.31         
CONF361       -32.503848          2.11          -427.982931          1.67           -1.695051         -427.985633          1.72                0.29         
CONF362       -32.504211          1.88          -427.981373          2.65           -1.466116         -427.983709          2.93                0.04         
CONF363       -32.504213          1.88          -427.981366          2.65           -1.463764         -427.983699          2.94                0.04         
CONF364       -32.504177          1.90          -427.980469          3.22           -1.485089         -427.982836          3.48                0.02         
CONF365       -32.503853          2.11          -427.982686          1.83           -1.685752         -427.985372          1.89                0.22         
CONF366       -32.503835          2.12          -427.982941          1.66           -1.695200         -427.985643          1.72                0.30         
CONF367       -32.503804          2.14          -427.982413          2.00           -1.707980         -427.985134          2.04                0.17         
CONF368       -32.504191          1.90          -427.980837          2.99           -1.464940         -427.983172          3.27                0.02         
CONF369       -32.504198          1.89          -427.980975          2.90           -1.458458         -427.983299          3.19                0.02         
CONF370       -32.504183          1.90          -427.980917          2.94           -1.467276         -427.983255          3.22                0.02         
CONF371       -32.504246          1.86          -427.980870          2.96           -1.475419         -427.983221          3.24                0.02         
CONF372       -32.504267          1.85          -427.981105          2.82           -1.460190         -427.983432          3.10                0.03         
CONF373       -32.503877          2.09          -427.982724          1.80           -1.657018         -427.985365          1.89                0.22         
CONF374       -32.503801          2.14          -427.982495          1.94           -1.704002         -427.985211          1.99                0.19         
CONF375       -32.504148          1.92          -427.980305          3.32           -1.484869         -427.982671          3.58                0.01         
CONF376       -32.504145          1.92          -427.980497          3.20           -1.486423         -427.982866          3.46                0.02         
CONF377       -32.504178          1.90          -427.980793          3.01           -1.465417         -427.983128          3.30                0.02         
CONF378       -32.503775          2.16          -427.982347          2.04           -1.711824         -427.985075          2.07                0.16         
CONF379       -32.503907          2.07          -427.980800          3.01           -1.624457         -427.983389          3.13                0.03         
CONF380       -32.503633          2.25          -427.981579          2.52           -1.796341         -427.984441          2.47                0.08         
CONF381       -32.504045          1.99          -427.980832          2.99           -1.532234         -427.983273          3.20                0.02         
CONF382       -32.504040          1.99          -427.980608          3.13           -1.532034         -427.983049          3.34                0.02         
CONF383       -32.503744          2.18          -427.982687          1.82           -1.707315         -427.985408          1.86                0.23         
CONF384       -32.503850          2.11          -427.982544          1.91           -1.638726         -427.985156          2.02                0.18         
CONF385       -32.503850          2.11          -427.982529          1.92           -1.637679         -427.985139          2.03                0.17         
CONF386       -32.503731          2.18          -427.982240          2.10           -1.712461         -427.984969          2.14                0.15         
CONF387       -32.503953          2.04          -427.982728          1.80           -1.568056         -427.985227          1.98                0.19         
CONF388       -32.504092          1.96          -427.980842          2.98           -1.478602         -427.983199          3.25                0.02         
CONF389       -32.504126          1.94          -427.981225          2.74           -1.456960         -427.983547          3.03                0.03         
CONF391       -32.504114          1.94          -427.981281          2.71           -1.462961         -427.983612          2.99                0.03         
CONF393       -32.503788          2.15          -427.982314          2.06           -1.661431         -427.984962          2.14                0.14         
CONF395       -32.503767          2.16          -427.980475          3.21           -1.672331         -427.983140          3.29                0.02         
CONF396       -32.503716          2.19          -427.982782          1.77           -1.702763         -427.985495          1.81                0.25         
CONF398       -32.503950          2.05          -427.979621          3.75           -1.555543         -427.982099          3.94                0.01         
CONF399       -32.503949          2.05          -427.979534          3.80           -1.554268         -427.982010          4.00                0.01         
CONF401       -32.504002          2.01          -427.980938          2.92           -1.520610         -427.983361          3.15                0.03         
CONF402       -32.504002          2.01          -427.980927          2.93           -1.519960         -427.983349          3.16                0.03         
CONF404       -32.504001          2.01          -427.980151          3.42           -1.508106         -427.982554          3.66                0.01         
CONF405       -32.503701          2.20          -427.980044          3.48           -1.688070         -427.982734          3.54                0.01         
CONF407       -32.503688          2.21          -427.980532          3.18           -1.684394         -427.983216          3.24                0.02         
CONF409       -32.503646          2.24          -427.982071          2.21           -1.698455         -427.984778          2.26                0.12         
CONF410       -32.503680          2.22          -427.981313          2.69           -1.676771         -427.983985          2.76                0.05         
CONF411       -32.503969          2.03          -427.980860          2.97           -1.490885         -427.983236          3.23                0.02         
CONF412       -32.503966          2.04          -427.980915          2.94           -1.486254         -427.983283          3.20                0.02         
CONF414       -32.503729          2.19          -427.982515          1.93           -1.626521         -427.985107          2.05                0.17         
CONF415       -32.503725          2.19          -427.982475          1.96           -1.627566         -427.985069          2.08                0.16         
CONF416       -32.503671          2.22          -427.979384          3.90           -1.651625         -427.982016          3.99                0.01         
CONF417       -32.503939          2.05          -427.980622          3.12           -1.473447         -427.982970          3.39                0.02         
CONF418       -32.503689          2.21          -427.979481          3.84           -1.626625         -427.982073          3.96                0.01         
CONF419       -32.503845          2.11          -427.980795          3.01           -1.526426         -427.983227          3.23                0.02         
CONF420       -32.503848          2.11          -427.980398          3.26           -1.524475         -427.982827          3.48                0.02         
CONF421       -32.503850          2.11          -427.980427          3.24           -1.520912         -427.982851          3.47                0.02         
CONF422       -32.503910          2.07          -427.980321          3.31           -1.481241         -427.982681          3.58                0.01         
CONF423       -32.503830          2.12          -427.980558          3.16           -1.531378         -427.982998          3.38                0.02         
CONF424       -32.503845          2.11          -427.980640          3.11           -1.523728         -427.983068          3.33                0.02         
CONF427       -32.503889          2.08          -427.980733          3.05           -1.482195         -427.983095          3.32                0.02         
CONF431       -32.503879          2.09          -427.980674          3.09           -1.468304         -427.983014          3.37                0.02         
CONF432       -32.503665          2.22          -427.982973          1.65           -1.598368         -427.985520          1.79                0.26         
CONF433       -32.503868          2.10          -427.980656          3.10           -1.467370         -427.982995          3.38                0.02         
CONF434       -32.503813          2.13          -427.980616          3.12           -1.497185         -427.983002          3.37                0.02         
CONF436       -32.503584          2.28          -427.982330          2.05           -1.633523         -427.984933          2.16                0.14         
CONF438       -32.503563          2.29          -427.982360          2.03           -1.634069         -427.984964          2.14                0.14         
CONF439       -32.503560          2.29          -427.982342          2.04           -1.634121         -427.984946          2.15                0.14         
CONF440       -32.503766          2.16          -427.980716          3.06           -1.498889         -427.983104          3.31                0.02         
CONF443       -32.503552          2.30          -427.980313          3.31           -1.621590         -427.982897          3.44                0.02         
CONF445       -32.503552          2.30          -427.981454          2.60           -1.605557         -427.984012          2.74                0.05         
CONF446       -32.503384          2.40          -427.982082          2.20           -1.684879         -427.984767          2.27                0.12         
CONF447       -32.503777          2.16          -427.980674          3.09           -1.437957         -427.982965          3.40                0.02         
CONF448       -32.503780          2.15          -427.980734          3.05           -1.432712         -427.983018          3.36                0.02         
CONF451       -32.503734          2.18          -427.981067          2.84           -1.432108         -427.983349          3.16                0.03         
CONF452       -32.503729          2.19          -427.981069          2.84           -1.434762         -427.983355          3.15                0.03         
CONF453       -32.503737          2.18          -427.981061          2.84           -1.429856         -427.983340          3.16                0.03         
CONF454       -32.503428          2.37          -427.982525          1.93           -1.622949         -427.985112          2.05                0.17         
CONF455       -32.503430          2.37          -427.982539          1.92           -1.618658         -427.985119          2.05                0.17         
CONF456       -32.503286          2.46          -427.980943          2.92           -1.703912         -427.983658          2.96                0.04         
CONF457       -32.503325          2.44          -427.982177          2.14           -1.675668         -427.984847          2.22                0.13         
CONF461       -32.503639          2.24          -427.980464          3.22           -1.468399         -427.982804          3.50                0.01         
CONF463       -32.503402          2.39          -427.980978          2.90           -1.613394         -427.983549          3.03                0.03         
CONF464       -32.503297          2.46          -427.980926          2.93           -1.677036         -427.983598          3.00                0.03         
CONF465       -32.503764          2.16          -427.981195          2.76           -1.381973         -427.983397          3.13                0.03         
CONF466       -32.503248          2.49          -427.981640          2.48           -1.693904         -427.984339          2.54                0.07         
CONF467       -32.503362          2.42          -427.981303          2.69           -1.615676         -427.983877          2.83                0.05         
CONF469       -32.503266          2.48          -427.982282          2.08           -1.646670         -427.984906          2.18                0.14         
CONF470       -32.503487          2.34          -427.980446          3.23           -1.500825         -427.982838          3.48                0.02         
CONF471       -32.503478          2.34          -427.980410          3.25           -1.500131         -427.982800          3.50                0.01         
CONF472       -32.503582          2.28          -427.980612          3.13           -1.430672         -427.982892          3.44                0.02         
CONF473       -32.503189          2.52          -427.982616          1.87           -1.677636         -427.985289          1.94                0.20         
CONF480       -32.503208          2.51          -427.980384          3.27           -1.652627         -427.983018          3.36                0.02         
CONF481       -32.503199          2.52          -427.980578          3.15           -1.653355         -427.983213          3.24                0.02         
CONF483       -32.503206          2.51          -427.980875          2.96           -1.640651         -427.983490          3.07                0.03         
CONF485       -32.503418          2.38          -427.980649          3.10           -1.504303         -427.983046          3.35                0.02         
CONF488       -32.503001          2.64          -427.980439          3.24           -1.753164         -427.983233          3.23                0.02         
CONF489       -32.503174          2.53          -427.980843          2.98           -1.643235         -427.983462          3.09                0.03         
CONF491       -32.502974          2.66          -427.980460          3.22           -1.756317         -427.983259          3.21                0.02         
CONF494       -32.503457          2.36          -427.980634          3.11           -1.449509         -427.982944          3.41                0.02         
CONF496       -32.503444          2.36          -427.980591          3.14           -1.453441         -427.982908          3.43                0.02         
CONF497       -32.503184          2.53          -427.980856          2.97           -1.613395         -427.983427          3.11                0.03         
CONF498       -32.503161          2.54          -427.980813          3.00           -1.622772         -427.983399          3.13                0.03         
CONF499       -32.503109          2.57          -427.981368          2.65           -1.654138         -427.984004          2.75                0.05         
CONF502       -32.503056          2.61          -427.982090          2.20           -1.683127         -427.984773          2.26                0.12         
CONF503       -32.503406          2.39          -427.980956          2.91           -1.462945         -427.983287          3.20                0.02         
CONF504       -32.503049          2.61          -427.982039          2.23           -1.686643         -427.984727          2.29                0.11         
CONF506       -32.503348          2.42          -427.980129          3.43           -1.494167         -427.982510          3.68                0.01         
CONF508       -32.503338          2.43          -427.980220          3.37           -1.485293         -427.982587          3.64                0.01         
CONF511       -32.503382          2.40          -427.980875          2.96           -1.442751         -427.983174          3.27                0.02         
CONF512       -32.502928          2.69          -427.979859          3.60           -1.726991         -427.982611          3.62                0.01         
CONF515       -32.503114          2.57          -427.980760          3.03           -1.604572         -427.983317          3.18                0.03         
CONF516       -32.502957          2.67          -427.981242          2.73           -1.701675         -427.983953          2.78                0.05         
CONF517       -32.503017          2.63          -427.981978          2.27           -1.662839         -427.984628          2.35                0.10         
CONF518       -32.503123          2.57          -427.982258          2.09           -1.594148         -427.984799          2.25                0.12         
CONF519       -32.502934          2.68          -427.980928          2.93           -1.709269         -427.983652          2.97                0.04         
CONF520       -32.502879          2.72          -427.981056          2.85           -1.731899         -427.983816          2.86                0.04         
CONF524       -32.502892          2.71          -427.981196          2.76           -1.710650         -427.983922          2.80                0.05         
CONF527       -32.503296          2.46          -427.980400          3.26           -1.451969         -427.982714          3.56                0.01         
CONF530       -32.502893          2.71          -427.982029          2.24           -1.686861         -427.984718          2.30                0.11         
CONF532       -32.502892          2.71          -427.981964          2.28           -1.684854         -427.984649          2.34                0.10         
CONF535       -32.502995          2.65          -427.980958          2.91           -1.614115         -427.983530          3.04                0.03         
CONF536       -32.502991          2.65          -427.981083          2.83           -1.615258         -427.983658          2.96                0.04         
CONF537       -32.502808          2.76          -427.981034          2.86           -1.728318         -427.983788          2.88                0.04         
CONF538       -32.503249          2.49          -427.980420          3.25           -1.450877         -427.982732          3.54                0.01         
CONF539       -32.503004          2.64          -427.980191          3.39           -1.602287         -427.982745          3.54                0.01         
CONF541       -32.502869          2.73          -427.981707          2.44           -1.687250         -427.984396          2.50                0.08         
CONF546       -32.502782          2.78          -427.980829          2.99           -1.712923         -427.983559          3.03                0.03         
CONF556       -32.502809          2.76          -427.980029          3.49           -1.660079         -427.982674          3.58                0.01         
CONF566       -32.502737          2.81          -427.980095          3.45           -1.672952         -427.982761          3.53                0.01         
CONF567       -32.502751          2.80          -427.980364          3.28           -1.663932         -427.983015          3.37                0.02         
CONF569       -32.502765          2.79          -427.979872          3.59           -1.635245         -427.982478          3.70                0.01         
CONF572       -32.502740          2.81          -427.980491          3.20           -1.638869         -427.983103          3.31                0.02         
CONF575       -32.502732          2.81          -427.980472          3.21           -1.637321         -427.983081          3.32                0.02         
CONF576       -32.502702          2.83          -427.980073          3.46           -1.654020         -427.982709          3.56                0.01         
CONF581       -32.502830          2.75          -427.980250          3.35           -1.561218         -427.982738          3.54                0.01         
CONF583       -32.502663          2.85          -427.979887          3.58           -1.663541         -427.982538          3.67                0.01         
CONF584       -32.502680          2.84          -427.980329          3.30           -1.649871         -427.982958          3.40                0.02         
CONF586       -32.502614          2.88          -427.980318          3.31           -1.680811         -427.982996          3.38                0.02         
CONF588       -32.502652          2.86          -427.979795          3.64           -1.651954         -427.982427          3.74                0.01         
CONF590       -32.502604          2.89          -427.980398          3.26           -1.679989         -427.983075          3.33                0.02         
CONF600       -32.502895          2.71          -427.980197          3.39           -1.472355         -427.982543          3.66                0.01         
CONF602       -32.502599          2.89          -427.979996          3.51           -1.655222         -427.982634          3.61                0.01         
CONF604       -32.502750          2.80          -427.980706          3.07           -1.556709         -427.983187          3.26                0.02         
CONF605       -32.502510          2.95          -427.980148          3.42           -1.705821         -427.982866          3.46                0.02         
CONF606       -32.502691          2.84          -427.980844          2.98           -1.586595         -427.983372          3.14                0.03         
CONF609       -32.502587          2.90          -427.979867          3.59           -1.646954         -427.982491          3.69                0.01         
CONF611       -32.502570          2.91          -427.980200          3.39           -1.645535         -427.982822          3.49                0.02         
CONF612       -32.502456          2.98          -427.979549          3.79           -1.717005         -427.982285          3.82                0.01         
CONF613       -32.502534          2.94          -427.979869          3.59           -1.661408         -427.982516          3.68                0.01         
CONF616       -32.502516          2.95          -427.979796          3.64           -1.655450         -427.982434          3.73                0.01         
CONF618       -32.502496          2.96          -427.979903          3.57           -1.655181         -427.982541          3.66                0.01         
CONF620       -32.502456          2.98          -427.980111          3.44           -1.674704         -427.982780          3.51                0.01         
CONF621       -32.502575          2.91          -427.980160          3.41           -1.598010         -427.982707          3.56                0.01         
CONF622       -32.502568          2.91          -427.980200          3.39           -1.599684         -427.982749          3.53                0.01         
CONF623       -32.502551          2.92          -427.980251          3.35           -1.610279         -427.982818          3.49                0.01         
CONF624       -32.502574          2.91          -427.980051          3.48           -1.591857         -427.982588          3.63                0.01         
CONF626       -32.502496          2.96          -427.980208          3.38           -1.627278         -427.982801          3.50                0.01         
CONF627       -32.502470          2.98          -427.979989          3.52           -1.641288         -427.982605          3.62                0.01         
CONF628       -32.502503          2.95          -427.979701          3.70           -1.617476         -427.982278          3.83                0.01         
CONF629       -32.502537          2.93          -427.979976          3.53           -1.596259         -427.982520          3.68                0.01         
CONF630       -32.502438          3.00          -427.980359          3.29           -1.653289         -427.982994          3.38                0.02         
CONF631       -32.502404          3.02          -427.980000          3.51           -1.670168         -427.982661          3.59                0.01         
CONF632       -32.502433          3.00          -427.980794          3.01           -1.650613         -427.983424          3.11                0.03         
CONF633       -32.502406          3.02          -427.979895          3.58           -1.667776         -427.982553          3.66                0.01         
CONF641       -32.502360          3.04          -427.980262          3.35           -1.637769         -427.982872          3.46                0.02         
CONF643       -32.502332          3.06          -427.980171          3.40           -1.639019         -427.982783          3.51                0.01         
CONF648       -32.502203          3.14          -427.979807          3.63           -1.702533         -427.982521          3.68                0.01         
CONF651       -32.502266          3.10          -427.979815          3.63           -1.647309         -427.982440          3.73                0.01         
CONF654       -32.502168          3.16          -427.980231          3.37           -1.704146         -427.982947          3.41                0.02         
CONF657       -32.502361          3.04          -427.979763          3.66           -1.563811         -427.982255          3.84                0.01         
CONF660       -32.502129          3.19          -427.979952          3.54           -1.699719         -427.982661          3.59                0.01         
CONF661       -32.502171          3.16          -427.979946          3.54           -1.668037         -427.982604          3.62                0.01         
CONF666       -32.502196          3.15          -427.979735          3.68           -1.637844         -427.982345          3.79                0.01         
CONF668       -32.502179          3.16          -427.979692          3.70           -1.638651         -427.982304          3.81                0.01         
CONF669       -32.502067          3.23          -427.979796          3.64           -1.714109         -427.982527          3.67                0.01         
CONF670       -32.502212          3.14          -427.980016          3.50           -1.616506         -427.982592          3.63                0.01         
CONF686       -32.502267          3.10          -427.979579          3.78           -1.540178         -427.982033          3.98                0.01         
CONF689       -32.502019          3.26          -427.980337          3.30           -1.691100         -427.983032          3.36                0.02         
CONF692       -32.501988          3.28          -427.979635          3.74           -1.706513         -427.982354          3.78                0.01         
CONF697       -32.502058          3.23          -427.980695          3.07           -1.657277         -427.983337          3.16                0.03         
CONF705       -32.502064          3.23          -427.980019          3.50           -1.635389         -427.982626          3.61                0.01         
CONF711       -32.501908          3.33          -427.979667          3.72           -1.716035         -427.982402          3.75                0.01         
CONF714       -32.501890          3.34          -427.979645          3.73           -1.712543         -427.982374          3.77                0.01         
CONF720       -32.501826          3.38          -427.979831          3.62           -1.729812         -427.982587          3.63                0.01         
CONF729       -32.501902          3.33          -427.979696          3.70           -1.691843         -427.982392          3.76                0.01         
CONF747       -32.501764          3.42          -427.979480          3.84           -1.689550         -427.982173          3.89                0.01         
CONF760       -32.501781          3.41          -427.979537          3.80           -1.601767         -427.982089          3.95                0.01         
CONF761       -32.501636          3.50          -427.979672          3.72           -1.691242         -427.982368          3.77                0.01         
CONF762       -32.501621          3.51          -427.979659          3.72           -1.697247         -427.982364          3.77                0.01         
CONF763       -32.501723          3.44          -427.979489          3.83           -1.628857         -427.982085          3.95                0.01         
CONF764       -32.501720          3.45          -427.979525          3.81           -1.622445         -427.982110          3.93                0.01         
CONF766       -32.501642          3.49          -427.979566          3.78           -1.661586         -427.982214          3.87                0.01         
CONF770       -32.501636          3.50          -427.979512          3.82           -1.660467         -427.982158          3.90                0.01         
CONF784       -32.501724          3.44          -427.980006          3.51           -1.550155         -427.982476          3.70                0.01         
CONF793       -32.501566          3.54          -427.979494          3.83           -1.610052         -427.982059          3.97                0.01         
CONF794       -32.501613          3.51          -427.979516          3.81           -1.570786         -427.982019          3.99                0.01         
CONF795       -32.501556          3.55          -427.979868          3.59           -1.598343         -427.982415          3.74                0.01         
CONF796       -32.501533          3.56          -427.979895          3.58           -1.603831         -427.982451          3.72                0.01         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15        -425.3817847    -425.3844350     <<==part0==
----------------------------------------------------------------------------------------------------
