 CONF#         E (xTB)          ΔE (xTB)          E (DFT)           ΔE (DFT)        ΔGsolv (xTB)           Gtot             ΔGtot          Boltzmann weight   
CONF30        -60.389686          1.88          -1542.411284          3.71           -8.098138         -1542.424189          3.86                0.01         
CONF31        -60.389726          1.86          -1542.412065          3.22           -8.055692         -1542.424902          3.41                0.03         
CONF32        -60.389343          2.10          -1542.415190          1.26           -8.266161         -1542.428363          1.24                1.05         
CONF33        -60.388674          2.52          -1542.410428          4.24           -8.654304         -1542.424219          3.84                0.01         
CONF34        -60.387900          3.01          -1542.410670          4.09           -9.131934         -1542.425223          3.21                0.04         
CONF35        -60.389040          2.29          -1542.415403          1.12           -8.394304         -1542.428781          0.98                1.64         
CONF36        -60.389181          2.20          -1542.415867          0.83           -8.297807         -1542.429090          0.78                2.28         
CONF37        -60.389145          2.22          -1542.415226          1.23           -8.311378         -1542.428471          1.17                1.18         
CONF38        -60.389032          2.30          -1542.416597          0.37           -8.366030         -1542.429929          0.25                5.54         
CONF39        -60.389032          2.29          -1542.416692          0.31           -8.365173         -1542.430023          0.20                6.12         
CONF40        -60.389022          2.30          -1542.416656          0.34           -8.371104         -1542.429996          0.21                5.95         
CONF41        -60.389209          2.18          -1542.417015          0.11           -8.241261         -1542.430148          0.12                6.99         
CONF42        -60.388088          2.89          -1542.411031          3.87           -8.912572         -1542.425234          3.20                0.04         
CONF43        -60.388087          2.89          -1542.410918          3.94           -8.915545         -1542.425126          3.27                0.03         
CONF44        -60.388969          2.33          -1542.415309          1.18           -8.337736         -1542.428596          1.09                1.35         
CONF45        -60.388151          2.85          -1542.412265          3.09           -8.850997         -1542.426370          2.49                0.13         
CONF46        -60.388943          2.35          -1542.411295          3.70           -8.346320         -1542.424596          3.60                0.02         
CONF47        -60.388007          2.94          -1542.413178          2.52           -8.858811         -1542.427296          1.91                0.34         
CONF50        -60.387899          3.01          -1542.413182          2.52           -8.761207         -1542.427143          2.00                0.29         
CONF51        -60.387951          2.97          -1542.410473          4.22           -8.680633         -1542.424306          3.78                0.01         
CONF53        -60.388795          2.44          -1542.414908          1.43           -8.136211         -1542.427873          1.54                0.63         
CONF56        -60.388687          2.51          -1542.415266          1.21           -8.194362         -1542.428324          1.26                1.01         
CONF57        -60.389129          2.23          -1542.413556          2.28           -7.869269         -1542.426096          2.66                0.10         
CONF58        -60.388770          2.46          -1542.413056          2.59           -8.075019         -1542.425925          2.77                0.08         
CONF59        -60.388327          2.74          -1542.414306          1.81           -8.347315         -1542.427608          1.71                0.47         
CONF60        -60.388313          2.75          -1542.414358          1.78           -8.347129         -1542.427660          1.68                0.50         
CONF61        -60.388135          2.86          -1542.416434          0.48           -8.457483         -1542.429912          0.27                5.44         
CONF62        -60.388250          2.79          -1542.412315          3.06           -8.362056         -1542.425640          2.95                0.06         
CONF63        -60.388795          2.44          -1542.415416          1.11           -7.976872         -1542.428128          1.39                0.82         
CONF64        -60.388179          2.83          -1542.414963          1.40           -8.358423         -1542.428283          1.29                0.97         
CONF66        -60.387892          3.01          -1542.411232          3.74           -8.456156         -1542.424708          3.53                0.02         
CONF67        -60.387286          3.39          -1542.411736          3.42           -8.825384         -1542.425800          2.85                0.07         
CONF68        -60.387543          3.23          -1542.410994          3.89           -8.629553         -1542.424746          3.51                0.02         
CONF71        -60.387611          3.19          -1542.410960          3.91           -8.492468         -1542.424494          3.67                0.02         
CONF72        -60.387185          3.45          -1542.410104          4.45           -8.718653         -1542.423998          3.98                0.01         
CONF73        -60.387163          3.47          -1542.410094          4.45           -8.730185         -1542.424007          3.97                0.01         
CONF75        -60.387490          3.26          -1542.413961          2.03           -8.420816         -1542.427380          1.85                0.37         
CONF77        -60.386282          4.02          -1542.410410          4.26           -9.111883         -1542.424930          3.39                0.03         
CONF81        -60.386601          3.82          -1542.411793          3.39           -8.815960         -1542.425842          2.82                0.07         
CONF82        -60.386582          3.83          -1542.412697          2.82           -8.820127         -1542.426753          2.25                0.19         
CONF83        -60.387207          3.44          -1542.414246          1.85           -8.426910         -1542.427675          1.67                0.51         
CONF84        -60.387234          3.42          -1542.414248          1.85           -8.399270         -1542.427633          1.70                0.49         
CONF86        -60.386976          3.59          -1542.413871          2.08           -8.501349         -1542.427419          1.83                0.39         
CONF87        -60.386670          3.78          -1542.411756          3.41           -8.669455         -1542.425571          2.99                0.05         
CONF88        -60.386565          3.84          -1542.411740          3.42           -8.662249         -1542.425544          3.01                0.05         
CONF89        -60.386170          4.09          -1542.412417          3.00           -8.903545         -1542.426606          2.34                0.16         
CONF93        -60.386716          3.75          -1542.414412          1.74           -8.503999         -1542.427964          1.49                0.69         
CONF94        -60.387093          3.51          -1542.415507          1.06           -8.237884         -1542.428635          1.07                1.41         
CONF96        -60.387576          3.21          -1542.414393          1.76           -7.799410         -1542.426822          2.20                0.21         
CONF97        -60.385678          4.40          -1542.409681          4.71           -8.986605         -1542.424002          3.97                0.01         
CONF101       -60.386792          3.70          -1542.413433          2.36           -8.172046         -1542.426456          2.43                0.14         
CONF102       -60.385595          4.45          -1542.409858          4.60           -8.917341         -1542.424068          3.93                0.01         
CONF103       -60.386329          3.99          -1542.412451          2.97           -8.424940         -1542.425877          2.80                0.08         
CONF106       -60.386387          3.95          -1542.415783          0.88           -8.370576         -1542.429122          0.76                2.36         
CONF112       -60.386828          3.68          -1542.414610          1.62           -8.008228         -1542.427372          1.86                0.37         
CONF113       -60.386472          3.90          -1542.413820          2.12           -8.224420         -1542.426926          2.14                0.23         
CONF114       -60.385211          4.69          -1542.410690          4.08           -9.005358         -1542.425041          3.32                0.03         
CONF115       -60.384770          4.97          -1542.411545          3.54           -9.228837         -1542.426252          2.56                0.11         
CONF116       -60.386273          4.03          -1542.413005          2.63           -8.271422         -1542.426187          2.60                0.11         
CONF119       -60.385408          4.57          -1542.411071          3.84           -8.802375         -1542.425098          3.29                0.03         
CONF130       -60.385372          4.59          -1542.412496          2.95           -8.577359         -1542.426165          2.62                0.10         
CONF131       -60.385348          4.61          -1542.412623          2.87           -8.585395         -1542.426304          2.53                0.12         
CONF132       -60.385043          4.80          -1542.411785          3.39           -8.775829         -1542.425770          2.86                0.07         
CONF133       -60.384703          5.01          -1542.409790          4.64           -8.953850         -1542.424059          3.94                0.01         
CONF134       -60.385093          4.77          -1542.410368          4.28           -8.690998         -1542.424218          3.84                0.01         
CONF139       -60.384843          4.92          -1542.412270          3.09           -8.758240         -1542.426227          2.58                0.11         
CONF141       -60.384727          5.00          -1542.412089          3.20           -8.755615         -1542.426042          2.69                0.09         
CONF143       -60.384994          4.83          -1542.412965          2.65           -8.517643         -1542.426539          2.38                0.15         
CONF144       -60.384717          5.00          -1542.411329          3.68           -8.680603         -1542.425162          3.25                0.04         
CONF145       -60.384695          5.02          -1542.411119          3.81           -8.689570         -1542.424967          3.37                0.03         
CONF147       -60.384746          4.98          -1542.410990          3.89           -8.648518         -1542.424772          3.49                0.02         
CONF148       -60.384052          5.42          -1542.411747          3.42           -9.073193         -1542.426206          2.59                0.11         
CONF149       -60.384051          5.42          -1542.411747          3.42           -9.068482         -1542.426198          2.60                0.11         
CONF150       -60.384398          5.20          -1542.412142          3.17           -8.771962         -1542.426121          2.64                0.10         
CONF151       -60.384385          5.21          -1542.412252          3.10           -8.766299         -1542.426222          2.58                0.11         
CONF152       -60.384262          5.29          -1542.412050          3.23           -8.832238         -1542.426125          2.64                0.10         
CONF153       -60.384371          5.22          -1542.412425          2.99           -8.755229         -1542.426377          2.48                0.13         
CONF154       -60.383843          5.55          -1542.409828          4.62           -9.008300         -1542.424184          3.86                0.01         
CONF155       -60.383666          5.66          -1542.410415          4.25           -9.116196         -1542.424942          3.38                0.03         
CONF156       -60.384528          5.12          -1542.412774          2.77           -8.573361         -1542.426436          2.45                0.14         
CONF157       -60.383573          5.72          -1542.410648          4.11           -9.150193         -1542.425230          3.20                0.04         
CONF158       -60.383532          5.75          -1542.410796          4.01           -9.098241         -1542.425295          3.16                0.04         
CONF159       -60.382875          6.16          -1542.410698          4.07           -9.499714         -1542.425836          2.82                0.07         
CONF160       -60.382880          6.16          -1542.410503          4.20           -9.490538         -1542.425627          2.95                0.06         
CONF161       -60.384515          5.13          -1542.412735          2.80           -8.366770         -1542.426068          2.68                0.09         
CONF162       -60.383398          5.83          -1542.411451          3.60           -9.047953         -1542.425870          2.80                0.08         
CONF163       -60.384167          5.35          -1542.413560          2.28           -8.556809         -1542.427196          1.97                0.31         
CONF164       -60.383631          5.68          -1542.416436          0.47           -8.641003         -1542.430206          0.08                7.43         
CONF165       -60.383639          5.68          -1542.416420          0.48           -8.591205         -1542.430111          0.14                6.72         
CONF167       -60.383690          5.65          -1542.416483          0.44           -8.446227         -1542.429943          0.25                5.62         
CONF168       -60.382771          6.22          -1542.411719          3.43           -8.926498         -1542.425944          2.76                0.08         
CONF169       -60.382615          6.32          -1542.411490          3.58           -8.908938         -1542.425687          2.92                0.06         
CONF170       -60.382477          6.41          -1542.410995          3.89           -8.949740         -1542.425257          3.19                0.04         
CONF171       -60.382502          6.39          -1542.411390          3.64           -8.912109         -1542.425592          2.98                0.06         
CONF172       -60.381728          6.88          -1542.409895          4.58           -9.347779         -1542.424792          3.48                0.02         
CONF173       -60.381729          6.88          -1542.409898          4.58           -9.346851         -1542.424793          3.48                0.02         
CONF174       -60.382524          6.38          -1542.411501          3.57           -8.889784         -1542.425667          2.93                0.06         
CONF175       -60.382428          6.44          -1542.412361          3.03           -8.944532         -1542.426615          2.33                0.17         
CONF176       -60.382261          6.54          -1542.410683          4.08           -9.001619         -1542.425028          3.33                0.03         
CONF177       -60.382087          6.65          -1542.411016          3.87           -9.097774         -1542.425514          3.02                0.05         
CONF178       -60.382332          6.50          -1542.411580          3.52           -8.923186         -1542.425800          2.85                0.07         
CONF179       -60.382349          6.49          -1542.412131          3.18           -8.887147         -1542.426293          2.54                0.12         
CONF180       -60.382157          6.61          -1542.410615          4.13           -8.992221         -1542.424945          3.38                0.03         
CONF181       -60.381595          6.96          -1542.410413          4.25           -9.343548         -1542.425303          3.16                0.04         
CONF182       -60.381485          7.03          -1542.410065          4.47           -9.375004         -1542.425005          3.34                0.03         
CONF183       -60.381576          6.97          -1542.410469          4.22           -9.314115         -1542.425312          3.15                0.04         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15       -1540.2800731   -1540.2934216     <<==part0==
----------------------------------------------------------------------------------------------------
