 CONF#         E (xTB)          ΔE (xTB)          E (DFT)           ΔE (DFT)        ΔGsolv (xTB)           Gtot             ΔGtot          Boltzmann weight   
CONF157       -71.552387          2.74          -2494.358391          1.16           -9.540789         -2494.373595          1.73                0.23         
CONF158       -71.552356          2.76          -2494.358636          1.00           -9.547307         -2494.373850          1.57                0.30         
CONF159       -71.552329          2.77          -2494.358765          0.92           -9.563491         -2494.374006          1.47                0.35         
CONF160       -71.552320          2.78          -2494.358701          0.96           -9.568259         -2494.373949          1.51                0.33         
CONF161       -71.550820          3.72          -2494.353342          4.33           -10.487532        -2494.370055          3.95                0.01         
CONF163       -71.551224          3.47          -2494.357827          1.51           -10.233628        -2494.374136          1.39                0.41         
CONF164       -71.551928          3.03          -2494.355738          2.82           -9.781140         -2494.371326          3.16                0.02         
CONF166       -71.549607          4.48          -2494.358487          1.10           -11.209101        -2494.376350          0.00                4.25         
CONF167       -71.550455          3.95          -2494.356565          2.30           -10.675018        -2494.373577          1.74                0.23         
CONF168       -71.549644          4.46          -2494.358543          1.06           -11.176750        -2494.376354          0.00                4.27         
CONF169       -71.550312          4.04          -2494.355845          2.75           -10.753116        -2494.372981          2.12                0.12         
CONF172       -71.547533          5.78          -2494.351778          5.31           -12.454758        -2494.371626          2.97                0.03         
CONF173       -71.550016          4.22          -2494.354341          3.70           -10.891975        -2494.371698          2.92                0.03         
CONF176       -71.550993          3.61          -2494.357790          1.53           -10.248915        -2494.374122          1.40                0.40         
CONF177       -71.551037          3.58          -2494.357595          1.66           -10.218640        -2494.373879          1.55                0.31         
CONF178       -71.547327          5.91          -2494.352844          4.64           -12.541201        -2494.372829          2.21                0.10         
CONF179       -71.551565          3.25          -2494.354648          3.51           -9.868948         -2494.370375          3.75                0.01         
CONF180       -71.550190          4.12          -2494.357949          1.43           -10.726446        -2494.375043          0.82                1.06         
CONF181       -71.550185          4.12          -2494.357967          1.42           -10.729317        -2494.375066          0.81                1.09         
CONF182       -71.550170          4.13          -2494.357958          1.43           -10.733723        -2494.375063          0.81                1.09         
CONF187       -71.550794          3.74          -2494.358079          1.35           -10.320015        -2494.374525          1.15                0.61         
CONF188       -71.550185          4.12          -2494.357984          1.41           -10.692487        -2494.375024          0.83                1.04         
CONF189       -71.550794          3.74          -2494.357717          1.58           -10.333223        -2494.374184          1.36                0.43         
CONF190       -71.549885          4.31          -2494.356858          2.12           -10.877119        -2494.374192          1.36                0.43         
CONF191       -71.549905          4.29          -2494.356916          2.08           -10.860421        -2494.374223          1.34                0.45         
CONF193       -71.549718          4.41          -2494.355353          3.06           -10.967985        -2494.372831          2.21                0.10         
CONF194       -71.549933          4.28          -2494.356929          2.07           -10.831543        -2494.374190          1.36                0.43         
CONF195       -71.552045          2.95          -2494.355264          3.12           -9.483547         -2494.370377          3.75                0.01         
CONF196       -71.549445          4.58          -2494.352994          4.54           -11.105506        -2494.370692          3.55                0.01         
CONF197       -71.550024          4.22          -2494.357279          1.85           -10.738091        -2494.374391          1.23                0.53         
CONF198       -71.549486          4.56          -2494.352973          4.56           -11.072082        -2494.370618          3.60                0.01         
CONF202       -71.551081          3.56          -2494.356195          2.53           -10.004062        -2494.372138          2.65                0.05         
CONF203       -71.551050          3.58          -2494.356270          2.49           -10.012220        -2494.372225          2.59                0.05         
CONF204       -71.550195          4.11          -2494.357780          1.54           -10.555990        -2494.374602          1.10                0.67         
CONF206       -71.549948          4.27          -2494.356854          2.12           -10.678352        -2494.373871          1.56                0.31         
CONF207       -71.549933          4.28          -2494.356747          2.19           -10.673981        -2494.373757          1.63                0.27         
CONF211       -71.549897          4.30          -2494.356611          2.27           -10.682093        -2494.373634          1.71                0.24         
CONF212       -71.546828          6.23          -2494.350828          5.90           -12.594071        -2494.370898          3.42                0.01         
CONF214       -71.550004          4.23          -2494.356596          2.28           -10.595889        -2494.373482          1.80                0.20         
CONF216       -71.551163          3.51          -2494.354776          3.43           -9.853074         -2494.370478          3.69                0.01         
CONF217       -71.551164          3.50          -2494.354733          3.45           -9.852511         -2494.370434          3.72                0.01         
CONF218       -71.550124          4.16          -2494.356856          2.12           -10.514344        -2494.373612          1.72                0.23         
CONF219       -71.549911          4.29          -2494.356038          2.63           -10.638021        -2494.372991          2.11                0.12         
CONF220       -71.548537          5.15          -2494.352460          4.88           -11.479177        -2494.370753          3.51                0.01         
CONF222       -71.548751          5.02          -2494.354277          3.74           -11.338677        -2494.372347          2.51                0.06         
CONF225       -71.549677          4.44          -2494.355904          2.72           -10.745129        -2494.373028          2.09                0.13         
CONF228       -71.546535          6.41          -2494.350509          6.10           -12.692407        -2494.370735          3.53                0.01         
CONF242       -71.549528          4.53          -2494.353701          4.10           -10.755128        -2494.370841          3.46                0.01         
CONF244       -71.546686          6.31          -2494.351194          5.67           -12.567060        -2494.371221          3.22                0.02         
CONF251       -71.548765          5.01          -2494.354259          3.75           -11.150746        -2494.372028          2.71                0.04         
CONF253       -71.548417          5.23          -2494.352716          4.72           -11.354563        -2494.370811          3.48                0.01         
CONF254       -71.550794          3.74          -2494.356332          2.45           -9.857733         -2494.372041          2.71                0.04         
CONF256       -71.551018          3.60          -2494.358585          1.04           -9.709611         -2494.374058          1.44                0.38         
CONF257       -71.550516          3.91          -2494.357307          1.84           -10.023052        -2494.373279          1.93                0.16         
CONF258       -71.549919          4.29          -2494.358285          1.22           -10.394461        -2494.374850          0.94                0.87         
CONF259       -71.550070          4.19          -2494.354657          3.50           -10.291936        -2494.371059          3.32                0.02         
CONF266       -71.550316          4.04          -2494.356025          2.64           -10.099937        -2494.372120          2.66                0.05         
CONF267       -71.549312          4.67          -2494.355524          2.96           -10.725320        -2494.372616          2.35                0.08         
CONF268       -71.549740          4.40          -2494.358034          1.38           -10.450181        -2494.374688          1.05                0.73         
CONF277       -71.547913          5.54          -2494.356250          2.50           -11.555138        -2494.374664          1.06                0.71         
CONF279       -71.546832          6.22          -2494.355641          2.88           -12.223744        -2494.375121          0.77                1.16         
CONF281       -71.549614          4.48          -2494.357806          1.52           -10.457613        -2494.374471          1.18                0.58         
CONF285       -71.550303          4.04          -2494.357615          1.64           -10.015383        -2494.373576          1.74                0.23         
CONF287       -71.549530          4.53          -2494.356361          2.43           -10.474477        -2494.373053          2.07                0.13         
CONF288       -71.549420          4.60          -2494.353744          4.07           -10.541146        -2494.370542          3.65                0.01         
CONF289       -71.549306          4.67          -2494.353808          4.03           -10.601435        -2494.370702          3.55                0.01         
CONF291       -71.549247          4.71          -2494.355938          2.70           -10.644223        -2494.372900          2.17                0.11         
CONF293       -71.549408          4.61          -2494.353823          4.02           -10.530484        -2494.370604          3.61                0.01         
CONF294       -71.549269          4.69          -2494.355706          2.84           -10.616070        -2494.372624          2.34                0.08         
CONF296       -71.549277          4.69          -2494.355787          2.79           -10.600556        -2494.372680          2.31                0.09         
CONF302       -71.548847          4.96          -2494.353805          4.03           -10.816664        -2494.371042          3.33                0.02         
CONF304       -71.548836          4.97          -2494.354665          3.49           -10.817930        -2494.371905          2.79                0.04         
CONF305       -71.549338          4.65          -2494.358253          1.24           -10.493985        -2494.374976          0.86                0.99         
CONF311       -71.547585          5.75          -2494.351960          5.19           -11.526664        -2494.370328          3.78                0.01         
CONF312       -71.549548          4.52          -2494.355159          3.19           -10.293910        -2494.371563          3.01                0.03         
CONF313       -71.548806          4.98          -2494.356060          2.62           -10.742236        -2494.373179          1.99                0.15         
CONF315       -71.546570          6.39          -2494.353979          3.93           -12.138859        -2494.373323          1.90                0.17         
CONF316       -71.548778          5.00          -2494.353366          4.31           -10.749702        -2494.370497          3.68                0.01         
CONF320       -71.548419          5.23          -2494.353555          4.19           -10.950670        -2494.371006          3.36                0.01         
CONF324       -71.549050          4.83          -2494.353557          4.19           -10.508514        -2494.370303          3.80                0.01         
CONF327       -71.546537          6.41          -2494.352753          4.69           -12.075638        -2494.371997          2.73                0.04         
CONF328       -71.548570          5.13          -2494.356106          2.59           -10.790086        -2494.373301          1.92                0.17         
CONF329       -71.549076          4.81          -2494.357535          1.69           -10.464581        -2494.374211          1.34                0.44         
CONF330       -71.550074          4.19          -2494.355325          3.08           -9.836613         -2494.371000          3.36                0.01         
CONF331       -71.549039          4.84          -2494.354304          3.72           -10.467497        -2494.370985          3.37                0.01         
CONF332       -71.546974          6.13          -2494.351972          5.18           -11.760682        -2494.370714          3.54                0.01         
CONF333       -71.549159          4.76          -2494.354971          3.30           -10.368352        -2494.371494          3.05                0.02         
CONF338       -71.549964          4.26          -2494.355606          2.90           -9.834908         -2494.371278          3.19                0.02         
CONF341       -71.550072          4.19          -2494.356297          2.47           -9.738169         -2494.371815          2.85                0.03         
CONF342       -71.550027          4.22          -2494.356327          2.45           -9.761690         -2494.371884          2.81                0.04         
CONF343       -71.548872          4.94          -2494.355413          3.03           -10.489362        -2494.372129          2.65                0.05         
CONF346       -71.548269          5.32          -2494.356405          2.40           -10.857886        -2494.373708          1.66                0.26         
CONF347       -71.548281          5.31          -2494.356435          2.38           -10.848274        -2494.373723          1.65                0.26         
CONF349       -71.549980          4.25          -2494.356357          2.43           -9.778012         -2494.371939          2.77                0.04         
CONF350       -71.548292          5.31          -2494.356484          2.35           -10.831763        -2494.373746          1.64                0.27         
CONF352       -71.548645          5.09          -2494.353373          4.31           -10.597140        -2494.370261          3.82                0.01         
CONF353       -71.548361          5.26          -2494.353044          4.51           -10.771649        -2494.370210          3.86                0.01         
CONF359       -71.549405          4.61          -2494.356139          2.57           -10.104081        -2494.372241          2.58                0.05         
CONF364       -71.547822          5.60          -2494.353912          3.97           -11.086813        -2494.371580          3.00                0.03         
CONF366       -71.548669          5.07          -2494.355400          3.03           -10.550663        -2494.372214          2.60                0.05         
CONF367       -71.548409          5.23          -2494.354098          3.85           -10.707670        -2494.371162          3.26                0.02         
CONF370       -71.548278          5.32          -2494.355512          2.96           -10.780753        -2494.372692          2.30                0.09         
CONF371       -71.548064          5.45          -2494.354816          3.40           -10.911626        -2494.372205          2.60                0.05         
CONF376       -71.548639          5.09          -2494.355642          2.88           -10.508362        -2494.372388          2.49                0.06         
CONF378       -71.549691          4.43          -2494.355798          2.78           -9.846756         -2494.371490          3.05                0.02         
CONF379       -71.549765          4.38          -2494.355372          3.05           -9.788674         -2494.370972          3.38                0.01         
CONF380       -71.548445          5.21          -2494.355203          3.16           -10.615223        -2494.372119          2.66                0.05         
CONF381       -71.547438          5.84          -2494.353724          4.09           -11.247205        -2494.371647          2.95                0.03         
CONF382       -71.549152          4.77          -2494.356562          2.30           -10.163958        -2494.372760          2.26                0.09         
CONF383       -71.547283          5.94          -2494.353413          4.28           -11.336154        -2494.371478          3.06                0.02         
CONF384       -71.547480          5.82          -2494.353711          4.09           -11.207165        -2494.371570          3.00                0.03         
CONF385       -71.547438          5.84          -2494.353632          4.14           -11.229424        -2494.371527          3.03                0.03         
CONF387       -71.547602          5.74          -2494.357152          1.93           -11.121666        -2494.374875          0.93                0.89         
CONF388       -71.547559          5.77          -2494.352918          4.59           -11.146517        -2494.370681          3.56                0.01         
CONF390       -71.547766          5.64          -2494.356212          2.52           -11.007904        -2494.373754          1.63                0.27         
CONF391       -71.547667          5.70          -2494.353362          4.31           -11.069081        -2494.371002          3.36                0.01         
CONF392       -71.547228          5.97          -2494.356431          2.39           -11.329576        -2494.374485          1.17                0.59         
CONF393       -71.547520          5.79          -2494.354018          3.90           -11.144723        -2494.371778          2.87                0.03         
CONF394       -71.548158          5.39          -2494.355240          3.13           -10.744072        -2494.372362          2.51                0.06         
CONF398       -71.547624          5.73          -2494.354160          3.81           -11.055620        -2494.371778          2.87                0.03         
CONF399       -71.547458          5.83          -2494.354578          3.55           -11.155718        -2494.372356          2.51                0.06         
CONF401       -71.547580          5.75          -2494.354571          3.55           -11.067453        -2494.372208          2.60                0.05         
CONF402       -71.544954          7.40          -2494.352332          4.96           -12.714472        -2494.372594          2.36                0.08         
CONF404       -71.547622          5.73          -2494.356451          2.37           -11.032475        -2494.374032          1.46                0.36         
CONF405       -71.548153          5.39          -2494.354629          3.52           -10.690809        -2494.371666          2.94                0.03         
CONF407       -71.549881          4.31          -2494.356250          2.50           -9.601028         -2494.371550          3.01                0.03         
CONF412       -71.546007          6.74          -2494.352940          4.58           -11.995941        -2494.372056          2.70                0.05         
CONF413       -71.548783          5.00          -2494.357559          1.68           -10.254075        -2494.373900          1.54                0.32         
CONF418       -71.548448          5.21          -2494.354970          3.30           -10.436722        -2494.371602          2.98                0.03         
CONF424       -71.547848          5.59          -2494.354651          3.50           -10.735136        -2494.371758          2.88                0.03         
CONF425       -71.547851          5.58          -2494.354531          3.58           -10.727000        -2494.371625          2.97                0.03         
CONF426       -71.548317          5.29          -2494.356767          2.18           -10.430502        -2494.373389          1.86                0.18         
CONF428       -71.547847          5.59          -2494.354616          3.53           -10.725176        -2494.371708          2.92                0.03         
CONF429       -71.548289          5.31          -2494.356757          2.18           -10.434641        -2494.373385          1.86                0.18         
CONF432       -71.548861          4.95          -2494.356029          2.64           -10.073130        -2494.372082          2.68                0.05         
CONF433       -71.548000          5.49          -2494.355483          2.98           -10.607987        -2494.372388          2.49                0.06         
CONF434       -71.547680          5.69          -2494.353778          4.05           -10.808675        -2494.371003          3.36                0.01         
CONF435       -71.547659          5.70          -2494.353921          3.96           -10.818571        -2494.371161          3.26                0.02         
CONF439       -71.550024          4.22          -2494.358722          0.95           -9.323244         -2494.373580          1.74                0.23         
CONF446       -71.547773          5.63          -2494.356705          2.21           -10.700035        -2494.373757          1.63                0.27         
CONF447       -71.547835          5.59          -2494.356647          2.25           -10.652696        -2494.373623          1.71                0.24         
CONF450       -71.546636          6.35          -2494.353334          4.33           -11.374158        -2494.371460          3.07                0.02         
CONF451       -71.546638          6.34          -2494.353142          4.45           -11.372540        -2494.371265          3.19                0.02         
CONF453       -71.548335          5.28          -2494.356259          2.49           -10.307305        -2494.372685          2.30                0.09         
CONF457       -71.547333          5.91          -2494.358300          1.21           -10.918478        -2494.375700          0.41                2.13         
CONF458       -71.547371          5.88          -2494.358213          1.27           -10.891460        -2494.375569          0.49                1.86         
CONF459       -71.547394          5.87          -2494.358372          1.17           -10.880219        -2494.375711          0.40                2.16         
CONF460       -71.546996          6.12          -2494.357827          1.51           -11.123989        -2494.375554          0.50                1.83         
CONF463       -71.548347          5.27          -2494.356592          2.29           -10.249071        -2494.372925          2.15                0.11         
CONF467       -71.549965          4.26          -2494.358870          0.86           -9.218656         -2494.373561          1.75                0.22         
CONF468       -71.544334          7.79          -2494.350192          6.30           -12.756546        -2494.370521          3.66                0.01         
CONF473       -71.547300          5.93          -2494.352712          4.72           -10.861935        -2494.370022          3.97                0.01         
CONF480       -71.550120          4.16          -2494.358237          1.25           -9.056597         -2494.372670          2.31                0.09         
CONF481       -71.548996          4.87          -2494.358741          0.94           -9.731599         -2494.374250          1.32                0.46         
CONF482       -71.548995          4.87          -2494.358731          0.94           -9.731979         -2494.374240          1.33                0.45         
CONF484       -71.549079          4.81          -2494.359043          0.75           -9.671672         -2494.374456          1.19                0.57         
CONF485       -71.550150          4.14          -2494.358331          1.19           -9.004089         -2494.372680          2.31                0.09         
CONF491       -71.547525          5.79          -2494.358297          1.22           -10.616640        -2494.375215          0.71                1.28         
CONF492       -71.547523          5.79          -2494.358381          1.16           -10.615873        -2494.375298          0.66                1.39         
CONF493       -71.547836          5.59          -2494.353520          4.21           -10.415999        -2494.370119          3.91                0.01         
CONF495       -71.547058          6.08          -2494.355796          2.79           -10.902439        -2494.373170          2.00                0.15         
CONF496       -71.547459          5.83          -2494.358420          1.14           -10.646223        -2494.375386          0.61                1.53         
CONF497       -71.547587          5.75          -2494.358557          1.05           -10.552952        -2494.375375          0.61                1.51         
CONF499       -71.547607          5.74          -2494.358515          1.08           -10.539520        -2494.375310          0.65                1.41         
CONF500       -71.547572          5.76          -2494.358625          1.01           -10.559789        -2494.375453          0.57                1.64         
CONF502       -71.547188          6.00          -2494.353897          3.98           -10.797599        -2494.371104          3.29                0.02         
CONF503       -71.548299          5.30          -2494.354286          3.73           -10.093416        -2494.370371          3.75                0.01         
CONF505       -71.548314          5.29          -2494.354357          3.69           -10.081466        -2494.370423          3.72                0.01         
CONF509       -71.547091          6.06          -2494.356064          2.62           -10.827457        -2494.373318          1.90                0.17         
CONF510       -71.547091          6.06          -2494.356046          2.63           -10.833726        -2494.373310          1.91                0.17         
CONF511       -71.547090          6.06          -2494.356030          2.64           -10.828202        -2494.373285          1.93                0.17         
CONF512       -71.547586          5.75          -2494.353472          4.24           -10.513181        -2494.370225          3.85                0.01         
CONF513       -71.546646          6.34          -2494.357011          2.02           -11.097548        -2494.374696          1.04                0.74         
CONF518       -71.546754          6.27          -2494.357652          1.62           -11.019141        -2494.375212          0.72                1.27         
CONF520       -71.547374          5.88          -2494.358069          1.36           -10.628704        -2494.375007          0.85                1.02         
CONF521       -71.547089          6.06          -2494.355945          2.69           -10.807298        -2494.373168          2.00                0.15         
CONF525       -71.547394          5.87          -2494.357827          1.51           -10.602617        -2494.374723          1.02                0.76         
CONF526       -71.546837          6.22          -2494.357812          1.52           -10.947106        -2494.375258          0.69                1.34         
CONF527       -71.546861          6.20          -2494.357746          1.56           -10.921350        -2494.375150          0.76                1.19         
CONF530       -71.547504          5.80          -2494.355263          3.12           -10.502479        -2494.372000          2.73                0.04         
CONF537       -71.547086          6.06          -2494.355808          2.78           -10.734406        -2494.372914          2.16                0.11         
CONF539       -71.548420          5.23          -2494.359056          0.74           -9.875359         -2494.374794          0.98                0.82         
CONF540       -71.546997          6.12          -2494.358041          1.38           -10.764605        -2494.375196          0.73                1.25         
CONF541       -71.547088          6.06          -2494.353967          3.93           -10.702128        -2494.371022          3.35                0.02         
CONF547       -71.547629          5.72          -2494.354317          3.71           -10.353270        -2494.370816          3.48                0.01         
CONF549       -71.546644          6.34          -2494.356146          2.57           -10.950834        -2494.373597          1.73                0.23         
CONF554       -71.548613          5.11          -2494.355440          3.01           -9.684165         -2494.370872          3.44                0.01         
