 CONF#         E (xTB)          ΔE (xTB)          E (DFT)           ΔE (DFT)        ΔGsolv (xTB)           Gtot             ΔGtot          Boltzmann weight   
                 [Eh]          [kcal/mol]           [Eh]           [kcal/mol]        [kcal/mol]            [Eh]           [kcal/mol]        % at 298.15 K     
CONF789       -56.756058          6.49          -2572.685523          4.26           -5.947824         -2572.695001          2.47                0.06         
CONF790       -56.756013          6.52          -2572.685593          4.21           -5.980854         -2572.695124          2.40                0.07         
CONF791       -56.756033          6.51          -2572.685560          4.23           -5.961343         -2572.695060          2.44                0.06         
CONF792       -56.755906          6.59          -2572.685752          4.11           -6.035815         -2572.695370          2.24                0.09         
CONF793       -56.756622          6.14          -2572.683712          5.39           -5.584461         -2572.692611          3.97                0.00         
CONF796       -56.757712          5.46          -2572.685490          4.28           -4.886471         -2572.693277          3.56                0.01         
CONF797       -56.755724          6.70          -2572.685445          4.31           -6.133912         -2572.695220          2.34                0.08         
CONF799       -56.757616          5.52          -2572.687184          3.21           -4.929939         -2572.695040          2.45                0.06         
CONF800       -56.756766          6.05          -2572.684217          5.08           -5.457674         -2572.692915          3.78                0.01         
CONF801       -56.756688          6.10          -2572.685358          4.36           -5.501050         -2572.694125          3.02                0.02         
CONF805       -56.756192          6.41          -2572.683438          5.56           -5.801477         -2572.692683          3.93                0.01         
CONF807       -56.757041          5.88          -2572.685538          4.25           -5.197957         -2572.693822          3.22                0.02         
CONF809       -56.757735          5.44          -2572.685290          4.40           -4.744115         -2572.692850          3.82                0.01         
CONF810       -56.756143          6.44          -2572.684160          5.11           -5.728934         -2572.693289          3.55                0.01         
CONF811       -56.757755          5.43          -2572.685466          4.29           -4.716314         -2572.692982          3.74                0.01         
CONF812       -56.757416          5.64          -2572.685622          4.19           -4.919020         -2572.693461          3.44                0.01         
CONF813       -56.757448          5.62          -2572.685405          4.33           -4.899650         -2572.693213          3.60                0.01         
CONF817       -56.756520          6.20          -2572.685061          4.55           -5.415236         -2572.693691          3.30                0.01         
CONF818       -56.755477          6.86          -2572.683140          5.75           -6.066797         -2572.692808          3.85                0.01         
CONF819       -56.755283          6.98          -2572.683699          5.40           -6.155160         -2572.693508          3.41                0.01         
CONF821       -56.756107          6.46          -2572.685473          4.29           -5.615311         -2572.694421          2.84                0.03         
CONF825       -56.754954          7.19          -2572.683491          5.53           -6.287966         -2572.693511          3.41                0.01         
CONF827       -56.756816          6.02          -2572.685367          4.35           -5.100569         -2572.693495          3.42                0.01         
CONF829       -56.756942          5.94          -2572.686139          3.87           -5.002261         -2572.694111          3.03                0.02         
CONF830       -56.756815          6.02          -2572.684497          4.90           -5.080524         -2572.692593          3.99                0.00         
CONF832       -56.757109          5.83          -2572.685202          4.46           -4.880885         -2572.692981          3.74                0.01         
CONF845       -56.757158          5.80          -2572.685119          4.51           -4.747226         -2572.692684          3.93                0.01         
CONF846       -56.757482          5.60          -2572.686152          3.86           -4.534952         -2572.693379          3.49                0.01         
CONF849       -56.757332          5.70          -2572.687733          2.87           -4.571841         -2572.695019          2.46                0.06         
CONF854       -56.756198          6.41          -2572.685337          4.37           -5.231363         -2572.693674          3.31                0.01         
CONF857       -56.755445          6.88          -2572.683836          5.31           -5.700394         -2572.692920          3.78                0.01         
CONF858       -56.755503          6.84          -2572.684579          4.85           -5.638267         -2572.693564          3.38                0.01         
CONF859       -56.757517          5.58          -2572.686999          3.33           -4.372500         -2572.693967          3.12                0.02         
CONF860       -56.755449          6.88          -2572.684225          5.07           -5.661574         -2572.693247          3.58                0.01         
CONF862       -56.757818          5.39          -2572.686442          3.68           -4.161511         -2572.693074          3.68                0.01         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15       -2563.4898879   -2563.4981343     <<==part0==
----------------------------------------------------------------------------------------------------
