 CONF#         E (xTB)          ΔE (xTB)          E (DFT)           ΔE (DFT)        ΔGsolv (xTB)           Gtot             ΔGtot          Boltzmann weight   
                 [Eh]          [kcal/mol]           [Eh]           [kcal/mol]        [kcal/mol]            [Eh]           [kcal/mol]        % at 298.15 K     
CONF332       -56.760886          3.46          -2572.686922          3.38           -4.947730         -2572.694807          2.60                0.05         
CONF334       -56.760792          3.52          -2572.688959          2.10           -4.998556         -2572.696924          1.27                0.46         
CONF335       -56.762002          2.76          -2572.687392          3.08           -4.235304         -2572.694141          3.01                0.02         
CONF336       -56.759154          4.55          -2572.685352          4.36           -6.016050         -2572.694939          2.51                0.06         
CONF337       -56.759131          4.57          -2572.685341          4.37           -6.030498         -2572.694951          2.51                0.06         
CONF338       -56.762968          2.16          -2572.692085          0.14           -3.615694         -2572.697847          0.69                1.22         
CONF339       -56.759129          4.57          -2572.685377          4.35           -6.031956         -2572.694990          2.48                0.06         
CONF343       -56.761604          3.01          -2572.686032          3.94           -4.452478         -2572.693128          3.65                0.01         
CONF344       -56.761483          3.09          -2572.685846          4.05           -4.521846         -2572.693052          3.70                0.01         
CONF350       -56.759976          4.04          -2572.684684          4.78           -5.384971         -2572.693266          3.56                0.01         
CONF351       -56.760326          3.82          -2572.690597          1.07           -5.161360         -2572.698822          0.08                3.44         
CONF353       -56.760308          3.83          -2572.690705          1.00           -5.170557         -2572.698945          0.00                3.91         
CONF355       -56.761187          3.28          -2572.686489          3.65           -4.616893         -2572.693846          3.20                0.02         
CONF356       -56.761222          3.25          -2572.686629          3.56           -4.588630         -2572.693942          3.14                0.02         
CONF358       -56.759971          4.04          -2572.684515          4.89           -5.372718         -2572.693077          3.68                0.01         
CONF362       -56.760400          3.77          -2572.688589          2.33           -5.078889         -2572.696683          1.42                0.36         
CONF363       -56.760405          3.77          -2572.688551          2.36           -5.075053         -2572.696639          1.45                0.34         
CONF364       -56.760300          3.83          -2572.684703          4.77           -5.138908         -2572.692892          3.80                0.01         
CONF366       -56.759700          4.21          -2572.685184          4.47           -5.513719         -2572.693971          3.12                0.02         
CONF367       -56.760495          3.71          -2572.685231          4.44           -5.010660         -2572.693216          3.59                0.01         
CONF368       -56.760504          3.70          -2572.685611          4.20           -4.993790         -2572.693569          3.37                0.01         
CONF369       -56.760505          3.70          -2572.685546          4.24           -5.000168         -2572.693514          3.41                0.01         
CONF372       -56.760555          3.67          -2572.687667          2.91           -4.948497         -2572.695553          2.13                0.11         
CONF374       -56.760552          3.67          -2572.687702          2.89           -4.952020         -2572.695593          2.10                0.11         
CONF375       -56.760050          3.99          -2572.688438          2.43           -5.260879         -2572.696822          1.33                0.41         
CONF376       -56.759901          4.08          -2572.687696          2.89           -5.353607         -2572.696227          1.71                0.22         
CONF379       -56.760018          4.01          -2572.688608          2.32           -5.271978         -2572.697010          1.21                0.50         
CONF380       -56.759200          4.52          -2572.683977          5.23           -5.783102         -2572.693193          3.61                0.01         
CONF381       -56.759196          4.53          -2572.683984          5.22           -5.785333         -2572.693203          3.60                0.01         
CONF382       -56.760585          3.65          -2572.686186          3.84           -4.912617         -2572.694015          3.09                0.02         
CONF383       -56.760623          3.63          -2572.686018          3.95           -4.880607         -2572.693796          3.23                0.02         
CONF384       -56.760610          3.64          -2572.686037          3.93           -4.891710         -2572.693832          3.21                0.02         
CONF385       -56.760430          3.75          -2572.686588          3.59           -4.999074         -2572.694555          2.76                0.04         
CONF386       -56.760590          3.65          -2572.687276          3.16           -4.900958         -2572.695086          2.42                0.07         
CONF387       -56.760377          3.78          -2572.686657          3.54           -5.026907         -2572.694668          2.68                0.04         
CONF388       -56.760280          3.85          -2572.687095          3.27           -5.075428         -2572.695183          2.36                0.07         
CONF389       -56.760402          3.77          -2572.687549          2.98           -4.987970         -2572.695497          2.16                0.10         
CONF390       -56.759748          4.18          -2572.689438          1.80           -5.396249         -2572.698038          0.57                1.50         
CONF391       -56.762128          2.69          -2572.690699          1.01           -3.899683         -2572.696913          1.27                0.46         
CONF392       -56.759658          4.24          -2572.686683          3.53           -5.433236         -2572.695342          2.26                0.09         
CONF393       -56.759657          4.24          -2572.686689          3.52           -5.431068         -2572.695344          2.26                0.09         
CONF394       -56.760328          3.82          -2572.687435          3.06           -5.008421         -2572.695416          2.21                0.09         
CONF395       -56.760322          3.82          -2572.687378          3.09           -5.009570         -2572.695362          2.25                0.09         
CONF396       -56.759408          4.39          -2572.684140          5.12           -5.581353         -2572.693034          3.71                0.01         
CONF397       -56.759428          4.38          -2572.684305          5.02           -5.562778         -2572.693169          3.62                0.01         
CONF398       -56.759279          4.47          -2572.686505          3.64           -5.653128         -2572.695514          2.15                0.10         
CONF400       -56.759245          4.49          -2572.686430          3.69           -5.671454         -2572.695468          2.18                0.10         
CONF401       -56.759274          4.48          -2572.686460          3.67           -5.656061         -2572.695473          2.18                0.10         
CONF403       -56.759727          4.19          -2572.685412          4.33           -5.361694         -2572.693957          3.13                0.02         
CONF404       -56.759723          4.20          -2572.685383          4.34           -5.350009         -2572.693909          3.16                0.02         
CONF405       -56.759710          4.20          -2572.685458          4.30           -5.352594         -2572.693988          3.11                0.02         
CONF406       -56.758263          5.11          -2572.683057          5.80           -6.278612         -2572.693062          3.69                0.01         
CONF407       -56.760622          3.63          -2572.686945          3.36           -4.793785         -2572.694584          2.74                0.04         
CONF408       -56.760627          3.63          -2572.686881          3.40           -4.790371         -2572.694515          2.78                0.04         
CONF409       -56.759773          4.16          -2572.688069          2.66           -5.309728         -2572.696531          1.52                0.30         
CONF410       -56.759193          4.53          -2572.685197          4.46           -5.670017         -2572.694233          2.96                0.03         
CONF411       -56.760082          3.97          -2572.688219          2.56           -5.095659         -2572.696339          1.64                0.25         
CONF412       -56.759263          4.48          -2572.684655          4.80           -5.609529         -2572.693595          3.36                0.01         
CONF413       -56.759268          4.48          -2572.684621          4.82           -5.605484         -2572.693554          3.38                0.01         
CONF414       -56.759797          4.15          -2572.688223          2.56           -5.269571         -2572.696621          1.46                0.33         
CONF415       -56.758944          4.68          -2572.685045          4.56           -5.805356         -2572.694296          2.92                0.03         
CONF416       -56.758900          4.71          -2572.684982          4.60           -5.829688         -2572.694273          2.93                0.03         
CONF417       -56.761833          2.87          -2572.687581          2.96           -3.985557         -2572.693932          3.15                0.02         
CONF418       -56.759104          4.58          -2572.686144          3.87           -5.696874         -2572.695222          2.34                0.08         
CONF419       -56.759303          4.46          -2572.684404          4.96           -5.573426         -2572.693286          3.55                0.01         
CONF420       -56.760111          3.95          -2572.685203          4.46           -5.063434         -2572.693272          3.56                0.01         
CONF421       -56.760075          3.97          -2572.685178          4.47           -5.085632         -2572.693283          3.55                0.01         
CONF422       -56.759037          4.63          -2572.685075          4.54           -5.734970         -2572.694214          2.97                0.03         
CONF423       -56.761480          3.09          -2572.686986          3.34           -4.202426         -2572.693683          3.30                0.01         
CONF424       -56.761499          3.08          -2572.687209          3.20           -4.185295         -2572.693879          3.18                0.02         
CONF425       -56.761514          3.07          -2572.687194          3.21           -4.175359         -2572.693848          3.20                0.02         
CONF426       -56.760237          3.87          -2572.687651          2.92           -4.974844         -2572.695579          2.11                0.11         
CONF427       -56.760283          3.84          -2572.687654          2.92           -4.945771         -2572.695535          2.14                0.11         
CONF428       -56.761647          2.99          -2572.688273          2.53           -4.087804         -2572.694787          2.61                0.05         
CONF429       -56.760249          3.86          -2572.687742          2.86           -4.967661         -2572.695659          2.06                0.12         
CONF430       -56.760266          3.85          -2572.687705          2.89           -4.956324         -2572.695604          2.10                0.11         
CONF431       -56.760149          3.93          -2572.687598          2.95           -5.024111         -2572.695605          2.10                0.11         
CONF432       -56.758512          4.95          -2572.687047          3.30           -6.039680         -2572.696672          1.43                0.35         
CONF433       -56.758490          4.97          -2572.687187          3.21           -6.049396         -2572.696827          1.33                0.42         
CONF434       -56.760195          3.90          -2572.687352          3.11           -4.978053         -2572.695285          2.30                0.08         
CONF436       -56.760108          3.95          -2572.687538          2.99           -5.024085         -2572.695545          2.13                0.11         
CONF437       -56.758946          4.68          -2572.685951          3.99           -5.744901         -2572.695107          2.41                0.07         
CONF441       -56.760322          3.82          -2572.685393          4.34           -4.862570         -2572.693142          3.64                0.01         
CONF442       -56.759183          4.53          -2572.685670          4.16           -5.576525         -2572.694557          2.75                0.04         
CONF445       -56.761044          3.37          -2572.687077          3.28           -4.399105         -2572.694087          3.05                0.02         
CONF446       -56.761036          3.37          -2572.687238          3.18           -4.403635         -2572.694256          2.94                0.03         
CONF447       -56.759117          4.58          -2572.683784          5.35           -5.596530         -2572.692703          3.92                0.01         
CONF448       -56.761604          3.01          -2572.689617          1.69           -4.032920         -2572.696044          1.82                0.18         
CONF449       -56.761528          3.06          -2572.689546          1.73           -4.080891         -2572.696049          1.82                0.18         
CONF451       -56.761667          2.98          -2572.689564          1.72           -3.987379         -2572.695918          1.90                0.16         
CONF452       -56.759871          4.10          -2572.688182          2.59           -5.097107         -2572.696305          1.66                0.24         
CONF453       -56.759845          4.12          -2572.688103          2.64           -5.110429         -2572.696247          1.69                0.22         
CONF454       -56.758377          5.04          -2572.684955          4.61           -6.028723         -2572.694562          2.75                0.04         
CONF455       -56.759942          4.06          -2572.688424          2.44           -5.044619         -2572.696463          1.56                0.28         
CONF456       -56.758402          5.02          -2572.684933          4.63           -6.009369         -2572.694510          2.78                0.04         
CONF458       -56.758301          5.09          -2572.685002          4.58           -6.071158         -2572.694677          2.68                0.04         
CONF459       -56.759876          4.10          -2572.687992          2.71           -5.082507         -2572.696092          1.79                0.19         
CONF461       -56.758159          5.18          -2572.684886          4.66           -6.153701         -2572.694693          2.67                0.04         
CONF463       -56.759665          4.23          -2572.687277          3.15           -5.202093         -2572.695568          2.12                0.11         
CONF464       -56.759684          4.22          -2572.687281          3.15           -5.186043         -2572.695545          2.13                0.11         
CONF465       -56.759677          4.22          -2572.687307          3.14           -5.191011         -2572.695579          2.11                0.11         
CONF470       -56.759726          4.19          -2572.687302          3.14           -5.150930         -2572.695511          2.16                0.10         
CONF471       -56.758659          4.86          -2572.685027          4.57           -5.813351         -2572.694292          2.92                0.03         
CONF474       -56.758452          4.99          -2572.684630          4.82           -5.934143         -2572.694086          3.05                0.02         
CONF475       -56.758455          4.99          -2572.683405          5.59           -5.920459         -2572.692840          3.83                0.01         
CONF476       -56.758444          5.00          -2572.683417          5.58           -5.927381         -2572.692863          3.82                0.01         
CONF477       -56.761705          2.95          -2572.686745          3.49           -3.871158         -2572.692914          3.78                0.01         
CONF481       -56.759698          4.21          -2572.687634          2.93           -5.121137         -2572.695795          1.98                0.14         
CONF482       -56.759595          4.28          -2572.685410          4.33           -5.185027         -2572.693672          3.31                0.01         
CONF483       -56.761831          2.87          -2572.687202          3.20           -3.777414         -2572.693222          3.59                0.01         
CONF484       -56.757642          5.50          -2572.683619          5.45           -6.399615         -2572.693818          3.22                0.02         
CONF485       -56.760009          4.02          -2572.686187          3.84           -4.908252         -2572.694009          3.10                0.02         
CONF486       -56.759637          4.25          -2572.685212          4.45           -5.140919         -2572.693405          3.48                0.01         
CONF487       -56.759625          4.26          -2572.685212          4.45           -5.133555         -2572.693393          3.48                0.01         
CONF489       -56.759498          4.34          -2572.685565          4.23           -5.205091         -2572.693860          3.19                0.02         
CONF490       -56.759671          4.23          -2572.686682          3.53           -5.095150         -2572.694801          2.60                0.05         
CONF492       -56.760010          4.01          -2572.687428          3.06           -4.875267         -2572.695197          2.35                0.07         
CONF493       -56.760007          4.02          -2572.687148          3.24           -4.877630         -2572.694921          2.53                0.06         
CONF494       -56.759624          4.26          -2572.685109          4.52           -5.109517         -2572.693251          3.57                0.01         
CONF498       -56.759788          4.15          -2572.686900          3.39           -5.008174         -2572.694881          2.55                0.05         
CONF499       -56.758137          5.19          -2572.685636          4.18           -6.016331         -2572.695224          2.34                0.08         
CONF500       -56.759616          4.26          -2572.685070          4.54           -5.094210         -2572.693188          3.61                0.01         
CONF501       -56.759627          4.26          -2572.685124          4.51           -5.082869         -2572.693224          3.59                0.01         
CONF503       -56.757417          5.64          -2572.682525          6.14           -6.481671         -2572.692854          3.82                0.01         
CONF504       -56.757406          5.65          -2572.682482          6.16           -6.489339         -2572.692823          3.84                0.01         
CONF505       -56.759609          4.27          -2572.685127          4.50           -5.091533         -2572.693241          3.58                0.01         
CONF506       -56.757418          5.64          -2572.682429          6.20           -6.480685         -2572.692757          3.88                0.01         
CONF508       -56.757414          5.64          -2572.682496          6.16           -6.483198         -2572.692827          3.84                0.01         
CONF509       -56.757800          5.40          -2572.683384          5.60           -6.223527         -2572.693302          3.54                0.01         
CONF510       -56.757809          5.40          -2572.683372          5.61           -6.216948         -2572.693279          3.56                0.01         
CONF511       -56.757768          5.42          -2572.683296          5.65           -6.243294         -2572.693245          3.58                0.01         
CONF512       -56.758426          5.01          -2572.684465          4.92           -5.820938         -2572.693741          3.27                0.02         
CONF513       -56.759160          4.55          -2572.688464          2.41           -5.357346         -2572.697002          1.22                0.50         
CONF514       -56.757909          5.33          -2572.683418          5.58           -6.141069         -2572.693205          3.60                0.01         
CONF515       -56.758041          5.25          -2572.683795          5.34           -6.055011         -2572.693444          3.45                0.01         
CONF516       -56.759598          4.27          -2572.685187          4.47           -5.078140         -2572.693280          3.56                0.01         
CONF517       -56.757396          5.66          -2572.682337          6.26           -6.494496         -2572.692687          3.93                0.01         
CONF519       -56.759611          4.27          -2572.685036          4.56           -5.064483         -2572.693107          3.66                0.01         
CONF520       -56.759008          4.64          -2572.684347          4.99           -5.442160         -2572.693020          3.72                0.01         
CONF521       -56.757989          5.28          -2572.686463          3.67           -6.076417         -2572.696146          1.76                0.20         
CONF522       -56.757993          5.28          -2572.686439          3.68           -6.073467         -2572.696117          1.77                0.20         
CONF523       -56.758009          5.27          -2572.686386          3.71           -6.055845         -2572.696036          1.83                0.18         
CONF524       -56.758986          4.66          -2572.684268          5.04           -5.455588         -2572.692962          3.75                0.01         
CONF526       -56.758621          4.89          -2572.684575          4.85           -5.667935         -2572.693608          3.35                0.01         
CONF528       -56.761530          3.06          -2572.688794          2.20           -3.836636         -2572.694908          2.53                0.05         
CONF529       -56.761434          3.12          -2572.688443          2.42           -3.890190         -2572.694642          2.70                0.04         
CONF536       -56.759043          4.62          -2572.688192          2.58           -5.376386         -2572.696760          1.37                0.39         
CONF537       -56.761431          3.12          -2572.688417          2.44           -3.869438         -2572.694583          2.74                0.04         
CONF538       -56.758517          4.95          -2572.685746          4.12           -5.695477         -2572.694823          2.59                0.05         
CONF539       -56.758530          4.94          -2572.685697          4.15           -5.687195         -2572.694760          2.63                0.05         
CONF540       -56.760698          3.58          -2572.689073          2.03           -4.317219         -2572.695953          1.88                0.16         
CONF541       -56.758668          4.86          -2572.683995          5.21           -5.586715         -2572.692898          3.79                0.01         
CONF542       -56.758480          4.97          -2572.685777          4.10           -5.709095         -2572.694875          2.55                0.05         
CONF543       -56.759932          4.06          -2572.686849          3.42           -4.787134         -2572.694477          2.80                0.03         
CONF544       -56.760907          3.45          -2572.689880          1.52           -4.167567         -2572.696522          1.52                0.30         
CONF549       -56.760969          3.41          -2572.690165          1.34           -4.086626         -2572.696678          1.42                0.35         
CONF552       -56.759178          4.54          -2572.688125          2.62           -5.192722         -2572.696400          1.60                0.26         
CONF553       -56.759183          4.53          -2572.687928          2.75           -5.188368         -2572.696196          1.73                0.21         
CONF554       -56.758114          5.20          -2572.685681          4.16           -5.853745         -2572.695010          2.47                0.06         
CONF555       -56.758117          5.20          -2572.685729          4.13           -5.851402         -2572.695054          2.44                0.06         
CONF558       -56.758591          4.90          -2572.684137          5.13           -5.544662         -2572.692973          3.75                0.01         
CONF562       -56.759578          4.29          -2572.689758          1.60           -4.907594         -2572.697579          0.86                0.92         
CONF564       -56.758508          4.96          -2572.684185          5.10           -5.573473         -2572.693067          3.69                0.01         
CONF567       -56.757461          5.61          -2572.684154          5.11           -6.197628         -2572.694031          3.08                0.02         
CONF568       -56.757657          5.49          -2572.686067          3.91           -6.060577         -2572.695726          2.02                0.13         
CONF570       -56.758479          4.98          -2572.684819          4.70           -5.533355         -2572.693637          3.33                0.01         
CONF572       -56.758962          4.67          -2572.688196          2.58           -5.228105         -2572.696527          1.52                0.30         
CONF573       -56.758435          5.00          -2572.683806          5.33           -5.553904         -2572.692657          3.95                0.01         
CONF575       -56.758465          4.98          -2572.683769          5.36           -5.530971         -2572.692583          3.99                0.00         
CONF576       -56.758534          4.94          -2572.683839          5.31           -5.482863         -2572.692577          4.00                0.00         
CONF577       -56.758874          4.73          -2572.687916          2.75           -5.242816         -2572.696271          1.68                0.23         
CONF578       -56.759424          4.38          -2572.686056          3.92           -4.884993         -2572.693840          3.20                0.02         
CONF580       -56.759384          4.41          -2572.685873          4.04           -4.897155         -2572.693677          3.31                0.01         
CONF581       -56.759085          4.60          -2572.689655          1.66           -5.080053         -2572.697750          0.75                1.10         
CONF585       -56.759394          4.40          -2572.685973          3.97           -4.861175         -2572.693720          3.28                0.02         
CONF586       -56.759465          4.36          -2572.686998          3.33           -4.809893         -2572.694663          2.69                0.04         
CONF587       -56.758604          4.90          -2572.684815          4.70           -5.349913         -2572.693340          3.52                0.01         
CONF588       -56.758528          4.94          -2572.684538          4.87           -5.390328         -2572.693128          3.65                0.01         
CONF589       -56.758825          4.76          -2572.686229          3.81           -5.195742         -2572.694509          2.78                0.04         
CONF590       -56.757940          5.31          -2572.685233          4.44           -5.743313         -2572.694386          2.86                0.03         
CONF592       -56.761121          3.32          -2572.690689          1.01           -3.734091         -2572.696640          1.45                0.34         
CONF595       -56.759816          4.14          -2572.685823          4.07           -4.529521         -2572.693041          3.70                0.01         
CONF600       -56.758315          5.08          -2572.684442          4.93           -5.441342         -2572.693114          3.66                0.01         
CONF601       -56.758319          5.08          -2572.684465          4.92           -5.437769         -2572.693130          3.65                0.01         
CONF603       -56.758290          5.09          -2572.684443          4.93           -5.444910         -2572.693121          3.66                0.01         
CONF606       -56.761158          3.29          -2572.687445          3.05           -3.629595         -2572.693229          3.59                0.01         
CONF607       -56.759346          4.43          -2572.687399          3.08           -4.765232         -2572.694993          2.48                0.06         
CONF613       -56.757222          5.76          -2572.683406          5.58           -6.078236         -2572.693092          3.67                0.01         
CONF614       -56.759105          4.58          -2572.686946          3.36           -4.887135         -2572.694734          2.64                0.05         
CONF616       -56.757903          5.34          -2572.684212          5.08           -5.638325         -2572.693197          3.61                0.01         
CONF617       -56.757942          5.31          -2572.684111          5.14           -5.610752         -2572.693052          3.70                0.01         
CONF618       -56.757313          5.71          -2572.685024          4.57           -5.995928         -2572.694579          2.74                0.04         
CONF619       -56.758181          5.16          -2572.684063          5.17           -5.444241         -2572.692739          3.89                0.01         
CONF620       -56.761062          3.35          -2572.689103          2.01           -3.628057         -2572.694884          2.55                0.05         
CONF621       -56.757999          5.28          -2572.686110          3.89           -5.529195         -2572.694921          2.53                0.06         
CONF623       -56.760761          3.54          -2572.688460          2.41           -3.783245         -2572.694489          2.80                0.03         
CONF624       -56.757742          5.44          -2572.684605          4.83           -5.677381         -2572.693653          3.32                0.01         
CONF625       -56.757736          5.44          -2572.684643          4.81           -5.680522         -2572.693696          3.29                0.02         
CONF628       -56.760892          3.46          -2572.688938          2.11           -3.692057         -2572.694821          2.59                0.05         
CONF631       -56.757444          5.63          -2572.684249          5.06           -5.846592         -2572.693566          3.38                0.01         
CONF633       -56.756989          5.91          -2572.683710          5.39           -6.128749         -2572.693477          3.43                0.01         
CONF634       -56.756979          5.92          -2572.684206          5.08           -6.134505         -2572.693982          3.11                0.02         
CONF637       -56.757329          5.70          -2572.683560          5.49           -5.907151         -2572.692974          3.75                0.01         
CONF639       -56.757388          5.66          -2572.684341          5.00           -5.864453         -2572.693687          3.30                0.01         
CONF641       -56.758555          4.93          -2572.684647          4.81           -5.130499         -2572.692823          3.84                0.01         
CONF643       -56.757327          5.70          -2572.683998          5.21           -5.890107         -2572.693385          3.49                0.01         
CONF644       -56.757351          5.68          -2572.683625          5.45           -5.893148         -2572.693017          3.72                0.01         
CONF645       -56.757423          5.64          -2572.683357          5.62           -5.829191         -2572.692646          3.95                0.00         
CONF646       -56.758232          5.13          -2572.684642          4.81           -5.320997         -2572.693121          3.65                0.01         
CONF647       -56.756802          6.03          -2572.682789          5.97           -6.214628         -2572.692693          3.92                0.01         
CONF649       -56.759391          4.40          -2572.685667          4.17           -4.579334         -2572.692964          3.75                0.01         
CONF650       -56.757408          5.65          -2572.684163          5.11           -5.823563         -2572.693443          3.45                0.01         
CONF651       -56.757410          5.65          -2572.684158          5.11           -5.822767         -2572.693437          3.46                0.01         
CONF652       -56.757414          5.64          -2572.684150          5.12           -5.819809         -2572.693424          3.46                0.01         
CONF654       -56.759460          4.36          -2572.686410          3.70           -4.522137         -2572.693616          3.34                0.01         
CONF655       -56.758294          5.09          -2572.684824          4.69           -5.260890         -2572.693208          3.60                0.01         
CONF657       -56.756799          6.03          -2572.683141          5.75           -6.188623         -2572.693003          3.73                0.01         
CONF659       -56.757438          5.63          -2572.684369          4.98           -5.778318         -2572.693578          3.37                0.01         
CONF660       -56.757422          5.64          -2572.684381          4.97           -5.786162         -2572.693602          3.35                0.01         
CONF661       -56.758815          4.76          -2572.689235          1.93           -4.903031         -2572.697048          1.19                0.53         
CONF663       -56.757413          5.64          -2572.684168          5.11           -5.776300         -2572.693373          3.50                0.01         
CONF665       -56.757455          5.62          -2572.684508          4.89           -5.738136         -2572.693652          3.32                0.01         
CONF669       -56.759002          4.65          -2572.686541          3.62           -4.737396         -2572.694091          3.05                0.02         
CONF670       -56.758505          4.96          -2572.685542          4.24           -5.049412         -2572.693589          3.36                0.01         
CONF675       -56.759711          4.20          -2572.686652          3.55           -4.272280         -2572.693460          3.44                0.01         
CONF676       -56.758486          4.97          -2572.688828          2.18           -5.033052         -2572.696849          1.32                0.42         
CONF681       -56.760683          3.59          -2572.688485          2.40           -3.629961         -2572.694270          2.93                0.03         
CONF683       -56.759282          4.47          -2572.686676          3.53           -4.473156         -2572.693805          3.23                0.02         
CONF684       -56.758611          4.89          -2572.686578          3.59           -4.887982         -2572.694368          2.87                0.03         
CONF686       -56.760133          3.94          -2572.689225          1.93           -3.929379         -2572.695487          2.17                0.10         
CONF687       -56.760147          3.93          -2572.687238          3.18           -3.914210         -2572.693475          3.43                0.01         
CONF688       -56.756593          6.16          -2572.685119          4.51           -6.127955         -2572.694885          2.55                0.05         
CONF689       -56.756558          6.18          -2572.685156          4.49           -6.143897         -2572.694947          2.51                0.06         
CONF691       -56.758482          4.97          -2572.688690          2.27           -4.927000         -2572.696542          1.51                0.31         
CONF692       -56.758241          5.12          -2572.685340          4.37           -5.076374         -2572.693429          3.46                0.01         
CONF693       -56.760348          3.80          -2572.688975          2.09           -3.753161         -2572.694956          2.50                0.06         
CONF694       -56.756625          6.14          -2572.684081          5.16           -6.078072         -2572.693767          3.25                0.02         
CONF696       -56.756551          6.19          -2572.684085          5.16           -6.108986         -2572.693820          3.22                0.02         
CONF697       -56.756662          6.12          -2572.683929          5.26           -6.053329         -2572.693576          3.37                0.01         
CONF698       -56.756650          6.12          -2572.683671          5.42           -6.045091         -2572.693304          3.54                0.01         
CONF700       -56.758490          4.97          -2572.685086          4.53           -4.887019         -2572.692874          3.81                0.01         
CONF701       -56.760793          3.52          -2572.689781          1.58           -3.441965         -2572.695266          2.31                0.08         
CONF702       -56.756506          6.21          -2572.684193          5.09           -6.129261         -2572.693960          3.13                0.02         
CONF703       -56.760261          3.86          -2572.687883          2.77           -3.754498         -2572.693867          3.19                0.02         
CONF705       -56.758516          4.95          -2572.685004          4.58           -4.835362         -2572.692710          3.91                0.01         
CONF706       -56.757570          5.55          -2572.686101          3.89           -5.427041         -2572.694749          2.63                0.05         
CONF707       -56.759811          4.14          -2572.689281          1.90           -4.017880         -2572.695684          2.05                0.12         
CONF708       -56.758580          4.91          -2572.686064          3.92           -4.786323         -2572.693691          3.30                0.01         
CONF711       -56.758559          4.93          -2572.686120          3.88           -4.790194         -2572.693754          3.26                0.02         
CONF712       -56.757520          5.58          -2572.686217          3.82           -5.436951         -2572.694882          2.55                0.05         
CONF713       -56.758190          5.16          -2572.685037          4.56           -4.998448         -2572.693002          3.73                0.01         
CONF714       -56.758336          5.06          -2572.685265          4.42           -4.896158         -2572.693068          3.69                0.01         
CONF716       -56.759917          4.07          -2572.691333          0.61           -3.902491         -2572.697552          0.87                0.89         
CONF719       -56.755551          6.81          -2572.684267          5.04           -6.628793         -2572.694831          2.58                0.05         
CONF720       -56.757294          5.72          -2572.686951          3.36           -5.534617         -2572.695771          1.99                0.14         
CONF721       -56.755483          6.86          -2572.684194          5.09           -6.658012         -2572.694804          2.60                0.05         
CONF723       -56.760164          3.92          -2572.689970          1.47           -3.703009         -2572.695872          1.93                0.15         
CONF724       -56.758404          5.02          -2572.685718          4.13           -4.803840         -2572.693373          3.50                0.01         
CONF728       -56.756063          6.49          -2572.683882          5.29           -6.248415         -2572.693840          3.20                0.02         
CONF730       -56.756004          6.53          -2572.683860          5.30           -6.275135         -2572.693860          3.19                0.02         
CONF731       -56.756213          6.40          -2572.682885          5.91           -6.144933         -2572.692677          3.93                0.01         
CONF732       -56.758367          5.05          -2572.685749          4.11           -4.775465         -2572.693359          3.51                0.01         
CONF733       -56.758361          5.05          -2572.685678          4.16           -4.775534         -2572.693289          3.55                0.01         
CONF735       -56.756581          6.17          -2572.687342          3.11           -5.889888         -2572.696728          1.39                0.37         
CONF738       -56.756724          6.08          -2572.685732          4.12           -5.783911         -2572.694950          2.51                0.06         
CONF740       -56.757893          5.34          -2572.686095          3.90           -5.047746         -2572.694139          3.02                0.02         
CONF741       -56.756088          6.48          -2572.683861          5.30           -6.173429         -2572.693699          3.29                0.02         
CONF742       -56.756082          6.48          -2572.683828          5.32           -6.173274         -2572.693666          3.31                0.01         
CONF746       -56.756231          6.39          -2572.685899          4.02           -6.049141         -2572.695539          2.14                0.11         
CONF747       -56.756559          6.18          -2572.686812          3.45           -5.844102         -2572.696126          1.77                0.20         
CONF751       -56.757788          5.41          -2572.689806          1.57           -5.059938         -2572.697870          0.67                1.25         
CONF758       -56.757282          5.73          -2572.685312          4.39           -5.319227         -2572.693789          3.24                0.02         
CONF761       -56.758346          5.06          -2572.687056          3.29           -4.641322         -2572.694453          2.82                0.03         
CONF763       -56.755997          6.53          -2572.683645          5.43           -6.110374         -2572.693383          3.49                0.01         
CONF766       -56.755623          6.77          -2572.685706          4.14           -6.334528         -2572.695801          1.97                0.14         
CONF767       -56.755621          6.77          -2572.685906          4.02           -6.334740         -2572.696001          1.85                0.17         
CONF768       -56.757773          5.42          -2572.685565          4.23           -4.974645         -2572.693493          3.42                0.01         
CONF769       -56.757759          5.43          -2572.685581          4.22           -4.973133         -2572.693506          3.41                0.01         
CONF771       -56.758573          4.92          -2572.686913          3.38           -4.448762         -2572.694003          3.10                0.02         
CONF772       -56.758618          4.89          -2572.687024          3.31           -4.417175         -2572.694063          3.06                0.02         
CONF773       -56.757960          5.30          -2572.687680          2.90           -4.826990         -2572.695373          2.24                0.09         
CONF775       -56.758965          4.67          -2572.687040          3.30           -4.185294         -2572.693710          3.29                0.02         
CONF778       -56.757089          5.85          -2572.685927          4.00           -5.349731         -2572.694453          2.82                0.03         
CONF779       -56.755929          6.58          -2572.683267          5.67           -6.075054         -2572.692948          3.76                0.01         
CONF784       -56.755755          6.68          -2572.683840          5.31           -6.156544         -2572.693652          3.32                0.01         
CONF786       -56.755996          6.53          -2572.685708          4.14           -5.992681         -2572.695258          2.31                0.08         
CONF787       -56.756855          5.99          -2572.686575          3.60           -5.452489         -2572.695264          2.31                0.08         
CONF788       -56.758321          5.07          -2572.686620          3.57           -4.530943         -2572.693840          3.20                0.02         
