 CONF#         G (xTB)          ΔG (xTB)          E (DFT)           ΔGsolv         GmRRHO           Gtot             ΔGtot          Boltzmann weight   
CONF364       -56.768490          ---           -2575.214888       -0.012029        ---         -2575.226917          1.05                1.05         
CONF366       -56.768487          ---           -2575.212779       -0.011389        ---         -2575.224168          2.78                0.06         
CONF367       -56.768480          ---           -2575.215397       -0.011813        ---         -2575.227210          0.87                1.43         
CONF368       -56.768463          ---           -2575.215533       -0.011780        ---         -2575.227313          0.80                1.59         
CONF369       -56.768473          ---           -2575.215474       -0.011790        ---         -2575.227263          0.83                1.51         
CONF372       -56.768441          ---           -2575.214344       -0.006586        ---         -2575.220930          4.81                0.00         
CONF374       -56.768444          ---           -2575.214349       -0.006595        ---         -2575.220944          4.80                0.00         
CONF375       -56.768434          ---           -2575.215245       -0.008905        ---         -2575.224149          2.79                0.06         
CONF376       -56.768433          ---           -2575.214751       -0.007520        ---         -2575.222271          3.97                0.01         
CONF379       -56.768419          ---           -2575.215173       -0.008762        ---         -2575.223935          2.92                0.04         
CONF380       -56.768416          ---           -2575.208900       -0.010505        ---         -2575.219405          5.76                0.00         
CONF381       -56.768416          ---           -2575.208866       -0.010539        ---         -2575.219405          5.76                0.00         
CONF382       -56.768414          ---           -2575.212418       -0.006751        ---         -2575.219169          5.91                0.00         
CONF383       -56.768401          ---           -2575.212280       -0.006730        ---         -2575.219011          6.01                0.00         
CONF384       -56.768405          ---           -2575.212307       -0.006738        ---         -2575.219044          5.99                0.00         
CONF385       -56.768396          ---           -2575.212693       -0.006805        ---         -2575.219498          5.71                0.00         
CONF386       -56.768400          ---           -2575.213978       -0.006529        ---         -2575.220507          5.07                0.00         
CONF387       -56.768388          ---           -2575.212782       -0.006896        ---         -2575.219677          5.59                0.00         
CONF388       -56.768368          ---           -2575.215722       -0.009081        ---         -2575.224803          2.38                0.11         
CONF389       -56.768350          ---           -2575.214571       -0.008595        ---         -2575.223166          3.40                0.02         
CONF390       -56.768347          ---           -2575.217537       -0.007498        ---         -2575.225035          2.23                0.14         
CONF391       -56.768343          ---           -2575.219661       -0.007380        ---         -2575.227041          0.97                1.19         
CONF392       -56.768317          ---           -2575.214882       -0.009939        ---         -2575.224821          2.37                0.11         
CONF393       -56.768312          ---           -2575.214844       -0.009832        ---         -2575.224676          2.46                0.10         
CONF394       -56.768310          ---           -2575.214595       -0.007679        ---         -2575.222274          3.96                0.01         
CONF395       -56.768305          ---           -2575.214576       -0.007609        ---         -2575.222184          4.02                0.01         
CONF396       -56.768302          ---           -2575.211484       -0.007790        ---         -2575.219274          5.85                0.00         
CONF397       -56.768293          ---           -2575.211733       -0.007838        ---         -2575.219572          5.66                0.00         
CONF398       -56.768287          ---           -2575.215299       -0.008445        ---         -2575.223744          3.04                0.04         
CONF400       -56.768283          ---           -2575.215144       -0.008452        ---         -2575.223596          3.13                0.03         
CONF401       -56.768288          ---           -2575.215263       -0.008426        ---         -2575.223688          3.08                0.03         
CONF403       -56.768271          ---           -2575.215099       -0.011519        ---         -2575.226619          1.24                0.76         
CONF404       -56.768248          ---           -2575.215087       -0.011560        ---         -2575.226647          1.22                0.78         
CONF405       -56.768240          ---           -2575.215200       -0.011564        ---         -2575.226764          1.15                0.89         
CONF406       -56.768269          ---           -2575.211807       -0.011243        ---         -2575.223050          3.48                0.02         
CONF407       -56.768262          ---           -2575.213119       -0.006418        ---         -2575.219537          5.68                0.00         
CONF408       -56.768261          ---           -2575.213069       -0.006429        ---         -2575.219498          5.71                0.00         
CONF409       -56.768235          ---           -2575.215074       -0.007858        ---         -2575.222932          3.55                0.02         
CONF410       -56.768229          ---           -2575.213063       -0.009998        ---         -2575.223061          3.47                0.02         
CONF411       -56.768202          ---           -2575.214781       -0.007488        ---         -2575.222269          3.97                0.01         
CONF412       -56.768202          ---           -2575.212067       -0.008947        ---         -2575.221014          4.75                0.00         
CONF413       -56.768201          ---           -2575.212050       -0.009000        ---         -2575.221050          4.73                0.00         
CONF414       -56.768195          ---           -2575.215243       -0.007857        ---         -2575.223099          3.45                0.02         
CONF415       -56.768196          ---           -2575.213028       -0.008573        ---         -2575.221601          4.39                0.00         
CONF416       -56.768190          ---           -2575.212972       -0.008648        ---         -2575.221619          4.37                0.00         
CONF417       -56.768184          ---           -2575.216771       -0.010576        ---         -2575.227347          0.78                1.65         
CONF418       -56.768183          ---           -2575.213352       -0.009417        ---         -2575.222769          3.65                0.01         
CONF419       -56.768185          ---           -2575.211969       -0.009025        ---         -2575.220994          4.77                0.00         
CONF420       -56.768180          ---           -2575.213085       -0.006493        ---         -2575.219578          5.66                0.00         
CONF421       -56.768180          ---           -2575.212864       -0.006521        ---         -2575.219386          5.78                0.00         
CONF422       -56.768176          ---           -2575.213223       -0.008405        ---         -2575.221628          4.37                0.00         
CONF423       -56.768177          ---           -2575.214831       -0.006970        ---         -2575.221801          4.26                0.00         
CONF424       -56.768169          ---           -2575.214929       -0.006984        ---         -2575.221913          4.19                0.01         
CONF425       -56.768168          ---           -2575.214923       -0.006960        ---         -2575.221883          4.21                0.01         
CONF426       -56.768165          ---           -2575.214273       -0.008885        ---         -2575.223157          3.41                0.02         
CONF427       -56.768164          ---           -2575.214257       -0.009006        ---         -2575.223264          3.34                0.02         
CONF428       -56.768161          ---           -2575.215409       -0.007046        ---         -2575.222455          3.85                0.01         
CONF429       -56.768165          ---           -2575.214131       -0.009052        ---         -2575.223183          3.39                0.02         
CONF430       -56.768165          ---           -2575.214188       -0.009027        ---         -2575.223215          3.37                0.02         
CONF431       -56.768156          ---           -2575.214060       -0.009107        ---         -2575.223167          3.40                0.02         
CONF432       -56.768137          ---           -2575.216607       -0.008598        ---         -2575.225205          2.12                0.17         
CONF433       -56.768131          ---           -2575.216621       -0.008658        ---         -2575.225278          2.08                0.18         
CONF434       -56.768128          ---           -2575.214421       -0.007835        ---         -2575.222255          3.98                0.01         
CONF436       -56.768114          ---           -2575.214277       -0.008240        ---         -2575.222517          3.81                0.01         
CONF437       -56.768101          ---           -2575.212885       -0.008644        ---         -2575.221530          4.43                0.00         
CONF441       -56.768071          ---           -2575.215689       -0.011251        ---         -2575.226941          1.04                1.07         
CONF442       -56.768070          ---           -2575.214186       -0.008168        ---         -2575.222355          3.91                0.01         
CONF445       -56.768055          ---           -2575.215380       -0.007210        ---         -2575.222590          3.77                0.01         
CONF446       -56.768053          ---           -2575.215245       -0.007235        ---         -2575.222479          3.83                0.01         
CONF447       -56.768035          ---           -2575.208643       -0.010641        ---         -2575.219284          5.84                0.00         
CONF448       -56.768031          ---           -2575.217382       -0.007204        ---         -2575.224586          2.51                0.09         
CONF449       -56.768031          ---           -2575.217324       -0.007243        ---         -2575.224567          2.53                0.09         
CONF451       -56.768021          ---           -2575.217377       -0.007155        ---         -2575.224531          2.55                0.08         
CONF452       -56.767993          ---           -2575.215332       -0.006786        ---         -2575.222118          4.06                0.01         
CONF453       -56.767989          ---           -2575.215262       -0.006724        ---         -2575.221986          4.14                0.01         
CONF454       -56.767984          ---           -2575.213610       -0.008712        ---         -2575.222322          3.93                0.01         
CONF455       -56.767982          ---           -2575.215352       -0.006726        ---         -2575.222078          4.09                0.01         
CONF456       -56.767978          ---           -2575.213595       -0.008625        ---         -2575.222220          4.00                0.01         
CONF458       -56.767976          ---           -2575.213587       -0.008837        ---         -2575.222424          3.87                0.01         
CONF459       -56.767975          ---           -2575.215181       -0.006640        ---         -2575.221821          4.25                0.00         
CONF461       -56.767966          ---           -2575.213213       -0.009430        ---         -2575.222643          3.73                0.01         
CONF463       -56.767955          ---           -2575.214045       -0.008391        ---         -2575.222436          3.86                0.01         
CONF464       -56.767948          ---           -2575.214160       -0.008312        ---         -2575.222472          3.84                0.01         
CONF465       -56.767950          ---           -2575.214158       -0.008345        ---         -2575.222503          3.82                0.01         
CONF470       -56.767934          ---           -2575.214178       -0.008172        ---         -2575.222350          3.92                0.01         
CONF471       -56.767923          ---           -2575.213121       -0.010369        ---         -2575.223490          3.20                0.03         
CONF474       -56.767909          ---           -2575.213440       -0.008445        ---         -2575.221884          4.21                0.01         
CONF475       -56.767890          ---           -2575.210057       -0.010788        ---         -2575.220845          4.86                0.00         
CONF476       -56.767890          ---           -2575.210064       -0.010631        ---         -2575.220695          4.95                0.00         
CONF477       -56.767874          ---           -2575.214286       -0.006941        ---         -2575.221227          4.62                0.00         
CONF481       -56.767859          ---           -2575.214532       -0.006777        ---         -2575.221309          4.57                0.00         
CONF482       -56.767857          ---           -2575.213596       -0.010240        ---         -2575.223835          2.98                0.04         
CONF483       -56.767851          ---           -2575.214706       -0.006795        ---         -2575.221501          4.45                0.00         
CONF484       -56.767840          ---           -2575.212233       -0.009738        ---         -2575.221971          4.15                0.01         
CONF485       -56.767831          ---           -2575.214972       -0.006104        ---         -2575.221075          4.72                0.00         
CONF486       -56.767829          ---           -2575.213695       -0.010703        ---         -2575.224398          2.63                0.07         
CONF487       -56.767806          ---           -2575.213756       -0.010797        ---         -2575.224553          2.53                0.09         
CONF489       -56.767793          ---           -2575.213683       -0.010234        ---         -2575.223917          2.93                0.04         
CONF490       -56.767791          ---           -2575.216356       -0.009429        ---         -2575.225785          1.76                0.32         
CONF492       -56.767779          ---           -2575.214246       -0.005890        ---         -2575.220137          5.30                0.00         
CONF493       -56.767780          ---           -2575.214174       -0.005898        ---         -2575.220072          5.35                0.00         
CONF494       -56.767766          ---           -2575.213761       -0.010916        ---         -2575.224677          2.46                0.10         
CONF498       -56.767769          ---           -2575.216617       -0.009541        ---         -2575.226158          1.53                0.47         
CONF499       -56.767725          ---           -2575.214423       -0.011250        ---         -2575.225673          1.83                0.28         
CONF500       -56.767734          ---           -2575.213899       -0.011019        ---         -2575.224918          2.30                0.13         
CONF501       -56.767727          ---           -2575.213902       -0.011068        ---         -2575.224970          2.27                0.13         
CONF503       -56.767746          ---           -2575.210551       -0.010607        ---         -2575.221157          4.66                0.00         
CONF504       -56.767747          ---           -2575.210466       -0.010609        ---         -2575.221075          4.72                0.00         
CONF505       -56.767722          ---           -2575.213880       -0.011069        ---         -2575.224949          2.29                0.13         
CONF506       -56.767746          ---           -2575.210523       -0.010575        ---         -2575.221098          4.70                0.00         
CONF508       -56.767746          ---           -2575.210525       -0.010618        ---         -2575.221143          4.67                0.00         
CONF509       -56.767718          ---           -2575.211130       -0.009824        ---         -2575.220954          4.79                0.00         
CONF510       -56.767717          ---           -2575.211153       -0.009762        ---         -2575.220915          4.82                0.00         
CONF511       -56.767717          ---           -2575.211160       -0.009811        ---         -2575.220971          4.78                0.00         
CONF512       -56.767702          ---           -2575.213246       -0.009014        ---         -2575.222260          3.97                0.01         
CONF513       -56.767697          ---           -2575.215923       -0.009907        ---         -2575.225831          1.73                0.33         
CONF514       -56.767695          ---           -2575.211291       -0.009687        ---         -2575.220978          4.78                0.00         
CONF515       -56.767690          ---           -2575.211087       -0.011513        ---         -2575.222600          3.76                0.01         
CONF516       -56.767690          ---           -2575.213948       -0.011115        ---         -2575.225063          2.21                0.15         
CONF517       -56.767746          ---           -2575.210445       -0.010620        ---         -2575.221065          4.72                0.00         
CONF519       -56.767682          ---           -2575.214055       -0.011195        ---         -2575.225250          2.10                0.18         
CONF520       -56.767681          ---           -2575.208784       -0.010543        ---         -2575.219327          5.81                0.00         
CONF521       -56.767672          ---           -2575.216147       -0.008768        ---         -2575.224915          2.31                0.13         
CONF522       -56.767672          ---           -2575.216136       -0.008783        ---         -2575.224919          2.30                0.13         
CONF523       -56.767660          ---           -2575.216046       -0.008791        ---         -2575.224837          2.36                0.12         
CONF524       -56.767680          ---           -2575.208829       -0.010592        ---         -2575.219421          5.75                0.00         
CONF526       -56.767653          ---           -2575.212473       -0.009299        ---         -2575.221772          4.28                0.00         
CONF528       -56.767644          ---           -2575.216185       -0.007401        ---         -2575.223586          3.14                0.03         
CONF529       -56.767634          ---           -2575.215840       -0.007559        ---         -2575.223399          3.26                0.03         
CONF536       -56.767611          ---           -2575.215982       -0.009755        ---         -2575.225737          1.79                0.30         
CONF537       -56.767598          ---           -2575.216870       -0.006604        ---         -2575.223474          3.21                0.03         
CONF538       -56.767593          ---           -2575.214818       -0.008605        ---         -2575.223423          3.24                0.03         
CONF539       -56.767594          ---           -2575.214800       -0.008618        ---         -2575.223417          3.25                0.03         
CONF540       -56.767578          ---           -2575.217634       -0.007609        ---         -2575.225243          2.10                0.18         
CONF541       -56.767571          ---           -2575.210057       -0.007613        ---         -2575.217669          6.85                0.00         
CONF542       -56.767578          ---           -2575.214768       -0.008654        ---         -2575.223422          3.24                0.03         
CONF543       -56.767560          ---           -2575.216540       -0.009043        ---         -2575.225583          1.89                0.25         
CONF544       -56.767548          ---           -2575.218636       -0.007308        ---         -2575.225944          1.66                0.37         
CONF549       -56.767481          ---           -2575.218913       -0.007197        ---         -2575.226110          1.56                0.44         
CONF552       -56.767453          ---           -2575.214850       -0.009671        ---         -2575.224521          2.55                0.08         
CONF553       -56.767451          ---           -2575.214816       -0.009582        ---         -2575.224397          2.63                0.07         
CONF554       -56.767443          ---           -2575.215093       -0.008508        ---         -2575.223601          3.13                0.03         
CONF555       -56.767442          ---           -2575.215061       -0.008583        ---         -2575.223644          3.10                0.03         
CONF558       -56.767427          ---           -2575.210434       -0.008912        ---         -2575.219346          5.80                0.00         
CONF562       -56.767399          ---           -2575.215697       -0.005969        ---         -2575.221666          4.35                0.00         
CONF564       -56.767389          ---           -2575.210449       -0.008839        ---         -2575.219288          5.84                0.00         
CONF567       -56.767338          ---           -2575.212469       -0.011382        ---         -2575.223850          2.97                0.04         
CONF568       -56.767315          ---           -2575.215724       -0.010756        ---         -2575.226480          1.32                0.66         
CONF570       -56.767297          ---           -2575.212617       -0.011516        ---         -2575.224133          2.80                0.05         
CONF572       -56.767293          ---           -2575.215361       -0.008683        ---         -2575.224044          2.85                0.05         
CONF573       -56.767286          ---           -2575.211038       -0.009350        ---         -2575.220388          5.15                0.00         
CONF575       -56.767279          ---           -2575.211156       -0.009334        ---         -2575.220490          5.08                0.00         
CONF576       -56.767271          ---           -2575.211239       -0.009574        ---         -2575.220812          4.88                0.00         
CONF577       -56.767229          ---           -2575.215438       -0.008325        ---         -2575.223763          3.03                0.04         
CONF578       -56.767208          ---           -2575.215164       -0.010942        ---         -2575.226107          1.56                0.44         
CONF580       -56.767188          ---           -2575.214923       -0.010804        ---         -2575.225727          1.80                0.30         
CONF581       -56.767180          ---           -2575.216737       -0.006429        ---         -2575.223166          3.40                0.02         
CONF585       -56.767141          ---           -2575.215347       -0.011164        ---         -2575.226511          1.30                0.68         
CONF586       -56.767130          ---           -2575.214338       -0.008207        ---         -2575.222545          3.79                0.01         
CONF587       -56.767129          ---           -2575.213300       -0.008204        ---         -2575.221505          4.45                0.00         
CONF588       -56.767118          ---           -2575.213090       -0.008869        ---         -2575.221959          4.16                0.01         
CONF589       -56.767105          ---           -2575.211830       -0.006441        ---         -2575.218271          6.48                0.00         
CONF590       -56.767093          ---           -2575.213116       -0.011132        ---         -2575.224248          2.72                0.06         
CONF592       -56.767072          ---           -2575.218974       -0.007072        ---         -2575.226045          1.60                0.42         
CONF595       -56.767034          ---           -2575.214203       -0.010383        ---         -2575.224585          2.51                0.09         
CONF600       -56.766987          ---           -2575.213006       -0.011207        ---         -2575.224213          2.75                0.06         
CONF601       -56.766985          ---           -2575.213145       -0.011394        ---         -2575.224538          2.54                0.08         
CONF603       -56.766967          ---           -2575.212911       -0.011080        ---         -2575.223991          2.89                0.05         
CONF606       -56.766942          ---           -2575.214609       -0.006966        ---         -2575.221575          4.40                0.00         
CONF607       -56.766940          ---           -2575.216373       -0.009141        ---         -2575.225513          1.93                0.24         
CONF613       -56.766908          ---           -2575.212702       -0.010490        ---         -2575.223193          3.39                0.02         
CONF614       -56.766893          ---           -2575.215605       -0.009035        ---         -2575.224640          2.48                0.09         
CONF616       -56.766888          ---           -2575.211861       -0.009486        ---         -2575.221347          4.55                0.00         
CONF617       -56.766883          ---           -2575.211860       -0.009393        ---         -2575.221253          4.60                0.00         
CONF618       -56.766868          ---           -2575.214148       -0.010893        ---         -2575.225041          2.23                0.14         
CONF619       -56.766857          ---           -2575.213331       -0.008883        ---         -2575.222214          4.00                0.01         
CONF620       -56.766844          ---           -2575.216064       -0.006783        ---         -2575.222847          3.60                0.01         
CONF621       -56.766810          ---           -2575.214089       -0.010242        ---         -2575.224331          2.67                0.07         
CONF623       -56.766790          ---           -2575.215537       -0.007084        ---         -2575.222621          3.75                0.01         
CONF624       -56.766790          ---           -2575.212960       -0.008310        ---         -2575.221270          4.59                0.00         
CONF625       -56.766788          ---           -2575.212956       -0.008328        ---         -2575.221284          4.59                0.00         
CONF628       -56.766776          ---           -2575.216187       -0.006889        ---         -2575.223076          3.46                0.02         
CONF631       -56.766761          ---           -2575.211895       -0.008739        ---         -2575.220634          4.99                0.00         
CONF633       -56.766756          ---           -2575.211156       -0.008785        ---         -2575.219941          5.43                0.00         
CONF634       -56.766755          ---           -2575.212122       -0.011052        ---         -2575.223175          3.40                0.02         
CONF637       -56.766743          ---           -2575.211765       -0.009544        ---         -2575.221309          4.57                0.00         
CONF639       -56.766733          ---           -2575.212173       -0.008601        ---         -2575.220774          4.91                0.00         
CONF641       -56.766731          ---           -2575.214503       -0.011887        ---         -2575.226391          1.38                0.60         
CONF643       -56.766713          ---           -2575.212154       -0.008979        ---         -2575.221134          4.68                0.00         
CONF644       -56.766743          ---           -2575.211777       -0.009383        ---         -2575.221161          4.66                0.00         
CONF645       -56.766712          ---           -2575.211014       -0.008933        ---         -2575.219947          5.42                0.00         
CONF646       -56.766711          ---           -2575.214199       -0.011843        ---         -2575.226042          1.60                0.41         
CONF647       -56.766705          ---           -2575.210437       -0.010191        ---         -2575.220628          5.00                0.00         
CONF649       -56.766689          ---           -2575.213137       -0.006472        ---         -2575.219609          5.64                0.00         
CONF650       -56.766689          ---           -2575.213040       -0.009492        ---         -2575.222532          3.80                0.01         
CONF651       -56.766689          ---           -2575.213027       -0.009486        ---         -2575.222513          3.81                0.01         
CONF652       -56.766689          ---           -2575.213054       -0.009488        ---         -2575.222543          3.80                0.01         
CONF654       -56.766666          ---           -2575.213724       -0.005145        ---         -2575.218869          6.10                0.00         
CONF655       -56.766678          ---           -2575.214462       -0.011676        ---         -2575.226138          1.54                0.46         
CONF657       -56.766662          ---           -2575.210836       -0.009645        ---         -2575.220481          5.09                0.00         
CONF659       -56.766646          ---           -2575.211485       -0.008870        ---         -2575.220355          5.17                0.00         
CONF660       -56.766643          ---           -2575.211457       -0.008890        ---         -2575.220347          5.17                0.00         
CONF661       -56.766629          ---           -2575.215510       -0.007004        ---         -2575.222513          3.81                0.01         
CONF663       -56.766618          ---           -2575.211243       -0.008875        ---         -2575.220119          5.32                0.00         
CONF665       -56.766600          ---           -2575.213928       -0.011430        ---         -2575.225358          2.03                0.20         
CONF669       -56.766552          ---           -2575.213156       -0.005551        ---         -2575.218707          6.20                0.00         
CONF670       -56.766552          ---           -2575.215351       -0.011778        ---         -2575.227129          0.92                1.31         
CONF675       -56.766519          ---           -2575.214525       -0.008133        ---         -2575.222658          3.72                0.01         
CONF676       -56.766507          ---           -2575.215392       -0.007317        ---         -2575.222709          3.69                0.01         
CONF681       -56.766468          ---           -2575.216142       -0.006949        ---         -2575.223091          3.45                0.02         
CONF683       -56.766410          ---           -2575.214847       -0.008313        ---         -2575.223160          3.41                0.02         
CONF684       -56.766401          ---           -2575.213320       -0.005536        ---         -2575.218856          6.11                0.00         
CONF686       -56.766395          ---           -2575.216438       -0.007031        ---         -2575.223470          3.21                0.03         
CONF687       -56.766385          ---           -2575.214570       -0.007382        ---         -2575.221951          4.17                0.01         
CONF688       -56.766358          ---           -2575.213413       -0.011087        ---         -2575.224500          2.57                0.08         
CONF689       -56.766348          ---           -2575.213427       -0.011029        ---         -2575.224456          2.59                0.08         
CONF691       -56.766333          ---           -2575.215141       -0.006835        ---         -2575.221976          4.15                0.01         
CONF692       -56.766331          ---           -2575.214434       -0.007004        ---         -2575.221438          4.49                0.00         
CONF693       -56.766329          ---           -2575.215990       -0.006743        ---         -2575.222733          3.68                0.01         
CONF694       -56.766311          ---           -2575.213292       -0.009738        ---         -2575.223030          3.49                0.02         
CONF696       -56.766286          ---           -2575.213637       -0.009696        ---         -2575.223333          3.30                0.02         
CONF697       -56.766309          ---           -2575.213079       -0.009745        ---         -2575.222825          3.62                0.01         
CONF698       -56.766284          ---           -2575.212594       -0.009794        ---         -2575.222389          3.89                0.01         
CONF700       -56.766278          ---           -2575.215158       -0.011068        ---         -2575.226225          1.48                0.50         
CONF701       -56.766278          ---           -2575.216826       -0.006554        ---         -2575.223380          3.27                0.02         
CONF702       -56.766273          ---           -2575.213792       -0.009749        ---         -2575.223541          3.17                0.03         
CONF703       -56.766244          ---           -2575.214676       -0.006861        ---         -2575.221537          4.43                0.00         
CONF705       -56.766221          ---           -2575.215148       -0.010978        ---         -2575.226126          1.55                0.45         
CONF706       -56.766219          ---           -2575.215031       -0.010022        ---         -2575.225053          2.22                0.15         
CONF707       -56.766214          ---           -2575.216931       -0.007136        ---         -2575.224068          2.84                0.05         
CONF708       -56.766207          ---           -2575.212880       -0.008214        ---         -2575.221095          4.70                0.00         
CONF711       -56.766192          ---           -2575.212894       -0.008118        ---         -2575.221012          4.76                0.00         
CONF712       -56.766184          ---           -2575.215149       -0.009732        ---         -2575.224881          2.33                0.12         
CONF713       -56.766155          ---           -2575.215391       -0.012512        ---         -2575.227902          0.43                2.97         
CONF714       -56.766139          ---           -2575.215892       -0.012198        ---         -2575.228090          0.31                3.62         
CONF716       -56.766136          ---           -2575.220161       -0.007157        ---         -2575.227318          0.80                1.60         
CONF719       -56.766115          ---           -2575.213767       -0.010236        ---         -2575.224004          2.88                0.05         
CONF720       -56.766114          ---           -2575.215853       -0.008484        ---         -2575.224336          2.67                0.07         
CONF721       -56.766093          ---           -2575.213675       -0.010249        ---         -2575.223923          2.93                0.04         
CONF723       -56.766065          ---           -2575.217975       -0.006707        ---         -2575.224682          2.45                0.10         
CONF724       -56.766059          ---           -2575.216225       -0.011778        ---         -2575.228003          0.37                3.30         
CONF728       -56.766020          ---           -2575.212856       -0.010020        ---         -2575.222877          3.59                0.01         
CONF730       -56.766004          ---           -2575.212723       -0.010056        ---         -2575.222778          3.65                0.01         
CONF731       -56.766006          ---           -2575.211300       -0.009982        ---         -2575.221282          4.59                0.00         
CONF732       -56.765977          ---           -2575.216325       -0.011580        ---         -2575.227905          0.43                2.97         
CONF733       -56.765971          ---           -2575.216286       -0.011571        ---         -2575.227858          0.46                2.83         
CONF735       -56.765967          ---           -2575.217199       -0.008739        ---         -2575.225938          1.66                0.37         
CONF738       -56.765942          ---           -2575.214455       -0.010791        ---         -2575.225246          2.10                0.18         
CONF740       -56.765937          ---           -2575.215687       -0.006722        ---         -2575.222409          3.88                0.01         
CONF741       -56.765926          ---           -2575.211102       -0.009324        ---         -2575.220426          5.12                0.00         
CONF742       -56.765919          ---           -2575.211061       -0.009321        ---         -2575.220382          5.15                0.00         
CONF746       -56.765871          ---           -2575.215265       -0.008882        ---         -2575.224146          2.79                0.06         
CONF747       -56.765872          ---           -2575.216110       -0.008814        ---         -2575.224924          2.30                0.13         
CONF751       -56.765852          ---           -2575.216830       -0.007264        ---         -2575.224095          2.82                0.05         
CONF758       -56.765759          ---           -2575.214234       -0.008857        ---         -2575.223091          3.45                0.02         
CONF761       -56.765743          ---           -2575.216951       -0.008874        ---         -2575.225824          1.74                0.33         
CONF763       -56.765735          ---           -2575.211851       -0.010179        ---         -2575.222030          4.12                0.01         
CONF766       -56.765718          ---           -2575.215651       -0.009213        ---         -2575.224864          2.34                0.12         
CONF767       -56.765716          ---           -2575.215681       -0.009217        ---         -2575.224898          2.32                0.12         
CONF768       -56.765701          ---           -2575.216560       -0.012031        ---         -2575.228591          0.00                6.15         
CONF769       -56.765684          ---           -2575.216581       -0.012001        ---         -2575.228582          0.01                6.09         
CONF771       -56.765663          ---           -2575.216486       -0.007432        ---         -2575.223918          2.93                0.04         
CONF772       -56.765657          ---           -2575.216464       -0.007454        ---         -2575.223918          2.93                0.04         
CONF773       -56.765653          ---           -2575.215501       -0.006079        ---         -2575.221580          4.40                0.00         
CONF775       -56.765634          ---           -2575.215750       -0.008087        ---         -2575.223837          2.98                0.04         
CONF778       -56.765614          ---           -2575.214404       -0.008506        ---         -2575.222910          3.56                0.01         
CONF779       -56.765610          ---           -2575.209943       -0.011322        ---         -2575.221265          4.60                0.00         
CONF784       -56.765566          ---           -2575.212353       -0.009757        ---         -2575.222110          4.07                0.01         
CONF786       -56.765546          ---           -2575.214678       -0.008961        ---         -2575.223640          3.11                0.03         
CONF787       -56.765544          ---           -2575.215552       -0.010611        ---         -2575.226163          1.52                0.47         
CONF788       -56.765541          ---           -2575.216150       -0.007282        ---         -2575.223432          3.24                0.03         
CONF789       -56.765536          ---           -2575.214507       -0.008930        ---         -2575.223437          3.23                0.03         
CONF790       -56.765544          ---           -2575.214585       -0.008965        ---         -2575.223550          3.16                0.03         
CONF791       -56.765533          ---           -2575.214660       -0.008952        ---         -2575.223611          3.12                0.03         
CONF792       -56.765524          ---           -2575.214657       -0.009101        ---         -2575.223758          3.03                0.04         
CONF793       -56.765522          ---           -2575.211664       -0.009637        ---         -2575.221301          4.57                0.00         
CONF796       -56.765499          ---           -2575.212149       -0.006038        ---         -2575.218187          6.53                0.00         
CONF797       -56.765499          ---           -2575.214436       -0.009221        ---         -2575.223657          3.10                0.03         
CONF799       -56.765473          ---           -2575.217186       -0.009372        ---         -2575.226558          1.28                0.71         
CONF800       -56.765463          ---           -2575.213118       -0.009071        ---         -2575.222190          4.02                0.01         
CONF801       -56.765455          ---           -2575.214598       -0.010087        ---         -2575.224685          2.45                0.10         
CONF805       -56.765437          ---           -2575.211711       -0.011432        ---         -2575.223142          3.42                0.02         
CONF807       -56.765325          ---           -2575.214919       -0.010936        ---         -2575.225855          1.72                0.34         
CONF809       -56.765295          ---           -2575.215002       -0.012184        ---         -2575.227186          0.88                1.39         
CONF810       -56.765273          ---           -2575.213678       -0.009386        ---         -2575.223064          3.47                0.02         
CONF811       -56.765271          ---           -2575.214982       -0.012145        ---         -2575.227126          0.92                1.30         
CONF812       -56.765255          ---           -2575.216602       -0.008883        ---         -2575.225484          1.95                0.23         
CONF813       -56.765256          ---           -2575.213584       -0.008180        ---         -2575.221764          4.28                0.00         
CONF817       -56.765150          ---           -2575.215145       -0.011076        ---         -2575.226220          1.49                0.50         
CONF818       -56.765145          ---           -2575.211000       -0.010010        ---         -2575.221010          4.76                0.00         
CONF819       -56.765092          ---           -2575.212552       -0.009696        ---         -2575.222248          3.98                0.01         
CONF821       -56.765056          ---           -2575.215358       -0.009054        ---         -2575.224412          2.62                0.07         
CONF825       -56.764975          ---           -2575.212457       -0.009911        ---         -2575.222368          3.90                0.01         
CONF827       -56.764944          ---           -2575.215494       -0.009041        ---         -2575.224534          2.55                0.08         
CONF829       -56.764914          ---           -2575.216244       -0.009605        ---         -2575.225849          1.72                0.34         
CONF830       -56.764912          ---           -2575.211882       -0.008120        ---         -2575.220002          5.39                0.00         
CONF832       -56.764887          ---           -2575.214453       -0.008977        ---         -2575.223429          3.24                0.03         
CONF845       -56.764723          ---           -2575.213510       -0.009521        ---         -2575.223030          3.49                0.02         
CONF846       -56.764709          ---           -2575.213747       -0.005817        ---         -2575.219564          5.66                0.00         
CONF849       -56.764618          ---           -2575.218690       -0.009264        ---         -2575.227954          0.40                3.13         
CONF854       -56.764535          ---           -2575.214664       -0.007322        ---         -2575.221986          4.14                0.01         
CONF857       -56.764529          ---           -2575.212666       -0.009620        ---         -2575.222286          3.96                0.01         
