 CONF#         G (xTB)          ΔG (xTB)          E (DFT)           ΔGsolv         GmRRHO           Gtot             ΔGtot          Boltzmann weight   
CONF36        -56.771990          ---           -2575.214693       -0.007876        ---         -2575.222570          3.78                0.01         
CONF38        -56.771884          ---           -2575.213139       -0.009422        ---         -2575.222561          3.78                0.01         
CONF39        -56.771883          ---           -2575.213166       -0.009428        ---         -2575.222594          3.76                0.01         
CONF42        -56.771826          ---           -2575.217741       -0.008954        ---         -2575.226695          1.19                0.83         
CONF44        -56.771664          ---           -2575.213872       -0.010025        ---         -2575.223897          2.95                0.04         
CONF45        -56.771661          ---           -2575.213883       -0.010000        ---         -2575.223882          2.95                0.04         
CONF46        -56.771654          ---           -2575.213736       -0.010075        ---         -2575.223811          3.00                0.04         
CONF47        -56.771584          ---           -2575.213772       -0.009848        ---         -2575.223621          3.12                0.03         
CONF48        -56.771571          ---           -2575.213698       -0.009391        ---         -2575.223089          3.45                0.02         
CONF49        -56.771566          ---           -2575.212884       -0.010213        ---         -2575.223097          3.45                0.02         
CONF50        -56.771550          ---           -2575.213487       -0.008941        ---         -2575.222428          3.87                0.01         
CONF51        -56.771544          ---           -2575.213465       -0.008915        ---         -2575.222380          3.90                0.01         
CONF52        -56.771541          ---           -2575.213480       -0.008867        ---         -2575.222348          3.92                0.01         
CONF53        -56.771540          ---           -2575.213495       -0.008820        ---         -2575.222315          3.94                0.01         
CONF54        -56.771537          ---           -2575.213461       -0.008785        ---         -2575.222246          3.98                0.01         
CONF55        -56.771533          ---           -2575.213772       -0.009812        ---         -2575.223584          3.14                0.03         
CONF56        -56.771528          ---           -2575.213453       -0.008782        ---         -2575.222234          3.99                0.01         
CONF57        -56.771508          ---           -2575.213502       -0.008745        ---         -2575.222247          3.98                0.01         
CONF58        -56.771500          ---           -2575.213534       -0.009486        ---         -2575.223020          3.50                0.02         
CONF59        -56.771498          ---           -2575.213032       -0.009539        ---         -2575.222571          3.78                0.01         
CONF60        -56.771491          ---           -2575.214144       -0.009121        ---         -2575.223265          3.34                0.02         
CONF61        -56.771488          ---           -2575.215556       -0.009687        ---         -2575.225243          2.10                0.18         
CONF62        -56.771487          ---           -2575.215608       -0.009663        ---         -2575.225271          2.08                0.18         
CONF63        -56.771484          ---           -2575.215535       -0.009577        ---         -2575.225111          2.18                0.15         
CONF64        -56.771482          ---           -2575.215556       -0.009595        ---         -2575.225151          2.16                0.16         
CONF65        -56.771481          ---           -2575.215530       -0.009551        ---         -2575.225081          2.20                0.15         
CONF66        -56.771475          ---           -2575.214209       -0.009121        ---         -2575.223330          3.30                0.02         
CONF67        -56.771488          ---           -2575.215533       -0.009658        ---         -2575.225191          2.13                0.17         
CONF68        -56.771468          ---           -2575.215456       -0.009481        ---         -2575.224937          2.29                0.13         
CONF69        -56.771466          ---           -2575.215400       -0.009483        ---         -2575.224882          2.33                0.12         
CONF70        -56.771462          ---           -2575.215408       -0.009436        ---         -2575.224844          2.35                0.12         
CONF71        -56.771452          ---           -2575.215418       -0.009447        ---         -2575.224866          2.34                0.12         
CONF72        -56.771439          ---           -2575.216213       -0.009316        ---         -2575.225529          1.92                0.24         
CONF73        -56.771440          ---           -2575.215354       -0.009417        ---         -2575.224771          2.40                0.11         
CONF78        -56.771259          ---           -2575.218587       -0.009122        ---         -2575.227710          0.55                2.42         
CONF79        -56.771201          ---           -2575.219269       -0.007842        ---         -2575.227112          0.93                1.28         
CONF80        -56.771158          ---           -2575.217809       -0.007889        ---         -2575.225698          1.82                0.29         
CONF82        -56.771141          ---           -2575.217601       -0.007576        ---         -2575.225177          2.14                0.17         
CONF84        -56.771001          ---           -2575.212343       -0.010472        ---         -2575.222814          3.62                0.01         
CONF85        -56.770974          ---           -2575.216099       -0.008452        ---         -2575.224551          2.53                0.09         
CONF86        -56.770938          ---           -2575.216021       -0.008474        ---         -2575.224495          2.57                0.08         
CONF87        -56.770962          ---           -2575.216079       -0.008445        ---         -2575.224524          2.55                0.08         
CONF89        -56.770918          ---           -2575.209226       -0.009678        ---         -2575.218904          6.08                0.00         
CONF90        -56.770912          ---           -2575.209263       -0.009728        ---         -2575.218991          6.02                0.00         
CONF91        -56.770874          ---           -2575.214305       -0.008598        ---         -2575.222903          3.57                0.01         
CONF92        -56.770832          ---           -2575.214128       -0.008421        ---         -2575.222549          3.79                0.01         
CONF93        -56.770833          ---           -2575.214070       -0.008433        ---         -2575.222503          3.82                0.01         
CONF94        -56.770832          ---           -2575.214137       -0.008401        ---         -2575.222538          3.80                0.01         
CONF95        -56.770821          ---           -2575.214138       -0.008356        ---         -2575.222494          3.83                0.01         
CONF96        -56.770806          ---           -2575.214136       -0.008248        ---         -2575.222384          3.89                0.01         
CONF97        -56.770761          ---           -2575.214093       -0.007937        ---         -2575.222030          4.12                0.01         
CONF98        -56.770737          ---           -2575.216562       -0.006108        ---         -2575.222670          3.72                0.01         
CONF100       -56.770726          ---           -2575.216491       -0.006317        ---         -2575.222808          3.63                0.01         
CONF101       -56.770720          ---           -2575.215277       -0.007862        ---         -2575.223139          3.42                0.02         
CONF102       -56.770707          ---           -2575.214846       -0.007986        ---         -2575.222831          3.61                0.01         
CONF103       -56.770713          ---           -2575.215703       -0.007840        ---         -2575.223543          3.17                0.03         
CONF104       -56.770698          ---           -2575.210294       -0.010621        ---         -2575.220915          4.82                0.00         
CONF105       -56.770698          ---           -2575.210377       -0.010575        ---         -2575.220953          4.79                0.00         
CONF107       -56.770689          ---           -2575.213863       -0.007586        ---         -2575.221449          4.48                0.00         
CONF108       -56.770682          ---           -2575.209478       -0.010675        ---         -2575.220153          5.29                0.00         
CONF109       -56.770678          ---           -2575.213908       -0.007478        ---         -2575.221386          4.52                0.00         
CONF110       -56.770628          ---           -2575.213835       -0.007452        ---         -2575.221287          4.58                0.00         
CONF111       -56.770595          ---           -2575.213488       -0.010264        ---         -2575.223752          3.04                0.04         
CONF112       -56.770581          ---           -2575.213388       -0.010131        ---         -2575.223520          3.18                0.03         
CONF113       -56.770499          ---           -2575.211258       -0.011255        ---         -2575.222513          3.81                0.01         
CONF114       -56.770497          ---           -2575.211396       -0.011215        ---         -2575.222612          3.75                0.01         
CONF115       -56.770493          ---           -2575.211368       -0.011254        ---         -2575.222622          3.75                0.01         
CONF116       -56.770475          ---           -2575.214180       -0.009842        ---         -2575.224022          2.87                0.05         
CONF117       -56.770470          ---           -2575.212513       -0.009292        ---         -2575.221805          4.26                0.00         
CONF118       -56.770469          ---           -2575.212517       -0.009262        ---         -2575.221779          4.27                0.00         
CONF119       -56.770462          ---           -2575.218726       -0.007310        ---         -2575.226036          1.60                0.41         
CONF120       -56.770441          ---           -2575.210766       -0.009965        ---         -2575.220731          4.93                0.00         
CONF121       -56.770426          ---           -2575.213000       -0.011196        ---         -2575.224196          2.76                0.06         
CONF122       -56.770426          ---           -2575.212987       -0.011197        ---         -2575.224183          2.77                0.06         
CONF123       -56.770426          ---           -2575.212920       -0.011228        ---         -2575.224148          2.79                0.06         
CONF124       -56.770426          ---           -2575.210795       -0.010129        ---         -2575.220924          4.81                0.00         
CONF125       -56.770410          ---           -2575.210567       -0.009939        ---         -2575.220506          5.07                0.00         
CONF126       -56.770385          ---           -2575.212936       -0.010623        ---         -2575.223560          3.16                0.03         
CONF127       -56.770382          ---           -2575.212870       -0.010569        ---         -2575.223438          3.23                0.03         
CONF128       -56.770384          ---           -2575.212932       -0.010665        ---         -2575.223597          3.13                0.03         
CONF129       -56.770373          ---           -2575.214304       -0.008741        ---         -2575.223045          3.48                0.02         
CONF130       -56.770372          ---           -2575.214289       -0.008773        ---         -2575.223062          3.47                0.02         
CONF131       -56.770366          ---           -2575.212901       -0.010833        ---         -2575.223734          3.05                0.04         
CONF132       -56.770360          ---           -2575.214542       -0.006618        ---         -2575.221159          4.66                0.00         
CONF133       -56.770358          ---           -2575.214565       -0.006606        ---         -2575.221171          4.66                0.00         
CONF134       -56.770355          ---           -2575.214525       -0.006579        ---         -2575.221104          4.70                0.00         
CONF135       -56.770349          ---           -2575.212945       -0.010921        ---         -2575.223866          2.96                0.04         
CONF136       -56.770345          ---           -2575.211858       -0.009502        ---         -2575.221360          4.54                0.00         
CONF137       -56.770340          ---           -2575.211784       -0.009379        ---         -2575.221164          4.66                0.00         
CONF138       -56.770342          ---           -2575.211792       -0.009388        ---         -2575.221179          4.65                0.00         
CONF139       -56.770340          ---           -2575.215729       -0.007270        ---         -2575.223000          3.51                0.02         
CONF140       -56.770340          ---           -2575.215619       -0.007162        ---         -2575.222781          3.65                0.01         
CONF141       -56.770334          ---           -2575.211663       -0.009346        ---         -2575.221008          4.76                0.00         
CONF142       -56.770311          ---           -2575.215907       -0.007575        ---         -2575.223482          3.21                0.03         
CONF143       -56.770289          ---           -2575.216739       -0.007452        ---         -2575.224191          2.76                0.06         
CONF144       -56.770266          ---           -2575.213228       -0.009304        ---         -2575.222531          3.80                0.01         
CONF145       -56.770262          ---           -2575.210879       -0.009676        ---         -2575.220555          5.04                0.00         
CONF146       -56.770257          ---           -2575.210873       -0.009729        ---         -2575.220602          5.01                0.00         
CONF147       -56.770261          ---           -2575.213950       -0.010307        ---         -2575.224257          2.72                0.06         
CONF149       -56.770229          ---           -2575.214306       -0.008732        ---         -2575.223038          3.48                0.02         
CONF150       -56.770217          ---           -2575.217459       -0.007657        ---         -2575.225115          2.18                0.15         
CONF151       -56.770180          ---           -2575.209448       -0.010832        ---         -2575.220279          5.22                0.00         
CONF156       -56.770150          ---           -2575.214631       -0.009052        ---         -2575.223683          3.08                0.03         
CONF157       -56.770149          ---           -2575.212475       -0.010367        ---         -2575.222841          3.61                0.01         
CONF158       -56.770149          ---           -2575.214533       -0.009156        ---         -2575.223689          3.08                0.03         
CONF159       -56.770146          ---           -2575.212521       -0.010300        ---         -2575.222821          3.62                0.01         
CONF160       -56.770143          ---           -2575.209598       -0.011107        ---         -2575.220705          4.95                0.00         
CONF161       -56.770140          ---           -2575.220381       -0.007723        ---         -2575.228104          0.31                3.68         
CONF162       -56.770137          ---           -2575.212101       -0.010333        ---         -2575.222434          3.86                0.01         
CONF163       -56.770132          ---           -2575.212432       -0.010178        ---         -2575.222609          3.75                0.01         
CONF164       -56.770118          ---           -2575.211141       -0.008735        ---         -2575.219876          5.47                0.00         
CONF165       -56.770116          ---           -2575.219871       -0.007790        ---         -2575.227661          0.58                2.30         
CONF166       -56.770129          ---           -2575.211819       -0.009670        ---         -2575.221490          4.46                0.00         
CONF167       -56.770109          ---           -2575.211234       -0.008428        ---         -2575.219662          5.60                0.00         
CONF168       -56.770105          ---           -2575.212237       -0.010013        ---         -2575.222250          3.98                0.01         
CONF169       -56.770101          ---           -2575.211216       -0.008329        ---         -2575.219544          5.68                0.00         
CONF170       -56.770100          ---           -2575.211232       -0.008330        ---         -2575.219562          5.67                0.00         
CONF171       -56.770088          ---           -2575.211169       -0.008320        ---         -2575.219490          5.71                0.00         
CONF172       -56.770062          ---           -2575.212966       -0.009525        ---         -2575.222491          3.83                0.01         
CONF173       -56.770035          ---           -2575.210872       -0.009007        ---         -2575.219879          5.47                0.00         
CONF174       -56.770032          ---           -2575.210849       -0.009037        ---         -2575.219886          5.46                0.00         
CONF175       -56.770022          ---           -2575.211132       -0.009080        ---         -2575.220212          5.26                0.00         
CONF176       -56.770021          ---           -2575.210456       -0.008981        ---         -2575.219437          5.74                0.00         
CONF178       -56.769971          ---           -2575.214866       -0.008015        ---         -2575.222880          3.58                0.01         
CONF179       -56.769965          ---           -2575.214950       -0.007886        ---         -2575.222837          3.61                0.01         
CONF180       -56.769960          ---           -2575.215820       -0.009886        ---         -2575.225706          1.81                0.29         
CONF181       -56.769941          ---           -2575.215701       -0.009896        ---         -2575.225596          1.88                0.26         
CONF182       -56.769955          ---           -2575.215008       -0.007843        ---         -2575.222850          3.60                0.01         
CONF183       -56.769942          ---           -2575.215650       -0.009771        ---         -2575.225421          1.99                0.21         
CONF184       -56.769939          ---           -2575.215553       -0.010549        ---         -2575.226102          1.56                0.44         
CONF185       -56.769936          ---           -2575.215546       -0.010601        ---         -2575.226147          1.53                0.46         
CONF186       -56.769934          ---           -2575.214467       -0.010096        ---         -2575.224563          2.53                0.09         
CONF187       -56.769933          ---           -2575.214415       -0.009931        ---         -2575.224346          2.66                0.07         
CONF188       -56.769928          ---           -2575.215750       -0.009611        ---         -2575.225361          2.03                0.20         
CONF189       -56.769924          ---           -2575.213371       -0.009580        ---         -2575.222951          3.54                0.02         
CONF190       -56.769921          ---           -2575.215590       -0.009513        ---         -2575.225103          2.19                0.15         
CONF191       -56.769917          ---           -2575.215483       -0.009464        ---         -2575.224947          2.29                0.13         
CONF193       -56.769904          ---           -2575.212677       -0.009522        ---         -2575.222199          4.01                0.01         
CONF195       -56.769898          ---           -2575.213508       -0.008602        ---         -2575.222110          4.07                0.01         
CONF196       -56.769880          ---           -2575.213626       -0.008489        ---         -2575.222115          4.06                0.01         
CONF197       -56.769867          ---           -2575.215501       -0.008617        ---         -2575.224118          2.81                0.05         
CONF198       -56.769835          ---           -2575.214456       -0.009038        ---         -2575.223494          3.20                0.03         
CONF199       -56.769835          ---           -2575.212864       -0.009063        ---         -2575.221928          4.18                0.01         
CONF200       -56.769832          ---           -2575.212792       -0.007894        ---         -2575.220686          4.96                0.00         
CONF201       -56.769817          ---           -2575.214930       -0.010128        ---         -2575.225058          2.22                0.15         
CONF203       -56.769809          ---           -2575.210190       -0.008439        ---         -2575.218629          6.25                0.00         
CONF204       -56.769799          ---           -2575.215716       -0.007192        ---         -2575.222907          3.57                0.01         
CONF207       -56.769774          ---           -2575.215845       -0.007160        ---         -2575.223004          3.51                0.02         
CONF208       -56.769753          ---           -2575.211318       -0.011189        ---         -2575.222506          3.82                0.01         
CONF209       -56.769747          ---           -2575.211449       -0.011026        ---         -2575.222476          3.84                0.01         
CONF210       -56.769746          ---           -2575.213108       -0.007914        ---         -2575.221022          4.75                0.00         
CONF211       -56.769729          ---           -2575.215975       -0.007189        ---         -2575.223164          3.41                0.02         
CONF212       -56.769721          ---           -2575.215892       -0.008278        ---         -2575.224170          2.77                0.06         
CONF213       -56.769714          ---           -2575.215876       -0.008208        ---         -2575.224084          2.83                0.05         
CONF214       -56.769707          ---           -2575.215896       -0.008176        ---         -2575.224072          2.84                0.05         
CONF215       -56.769699          ---           -2575.217086       -0.010073        ---         -2575.227159          0.90                1.35         
CONF216       -56.769691          ---           -2575.217018       -0.010014        ---         -2575.227032          0.98                1.18         
CONF217       -56.769692          ---           -2575.217039       -0.009998        ---         -2575.227037          0.97                1.19         
CONF219       -56.769686          ---           -2575.217012       -0.010002        ---         -2575.227014          0.99                1.16         
CONF220       -56.769680          ---           -2575.210412       -0.011051        ---         -2575.221463          4.47                0.00         
CONF221       -56.769679          ---           -2575.212940       -0.006672        ---         -2575.219612          5.63                0.00         
CONF223       -56.769671          ---           -2575.214995       -0.009576        ---         -2575.224571          2.52                0.09         
CONF224       -56.769661          ---           -2575.215022       -0.009439        ---         -2575.224461          2.59                0.08         
CONF225       -56.769674          ---           -2575.215047       -0.009509        ---         -2575.224556          2.53                0.09         
CONF226       -56.769665          ---           -2575.215033       -0.009447        ---         -2575.224480          2.58                0.08         
CONF227       -56.769640          ---           -2575.215845       -0.007015        ---         -2575.222860          3.60                0.01         
CONF228       -56.769640          ---           -2575.217539       -0.007672        ---         -2575.225211          2.12                0.17         
CONF229       -56.769614          ---           -2575.217738       -0.007621        ---         -2575.225359          2.03                0.20         
CONF230       -56.769600          ---           -2575.214467       -0.011039        ---         -2575.225506          1.94                0.23         
CONF231       -56.769595          ---           -2575.215651       -0.006030        ---         -2575.221682          4.34                0.00         
CONF232       -56.769607          ---           -2575.213313       -0.008328        ---         -2575.221642          4.36                0.00         
CONF233       -56.769595          ---           -2575.215695       -0.006005        ---         -2575.221699          4.32                0.00         
CONF234       -56.769595          ---           -2575.213240       -0.008446        ---         -2575.221685          4.33                0.00         
CONF235       -56.769608          ---           -2575.214441       -0.011026        ---         -2575.225467          1.96                0.22         
CONF236       -56.769585          ---           -2575.215630       -0.006112        ---         -2575.221742          4.30                0.00         
CONF237       -56.769573          ---           -2575.216038       -0.005981        ---         -2575.222018          4.12                0.01         
CONF238       -56.769562          ---           -2575.215994       -0.006113        ---         -2575.222107          4.07                0.01         
CONF239       -56.769555          ---           -2575.213561       -0.008707        ---         -2575.222268          3.97                0.01         
CONF240       -56.769536          ---           -2575.213270       -0.008136        ---         -2575.221406          4.51                0.00         
CONF241       -56.769536          ---           -2575.211421       -0.009762        ---         -2575.221183          4.65                0.00         
CONF242       -56.769539          ---           -2575.213170       -0.008939        ---         -2575.222109          4.07                0.01         
CONF243       -56.769534          ---           -2575.211405       -0.009841        ---         -2575.221246          4.61                0.00         
CONF246       -56.769523          ---           -2575.212934       -0.008972        ---         -2575.221907          4.19                0.01         
CONF247       -56.769512          ---           -2575.210468       -0.009629        ---         -2575.220097          5.33                0.00         
CONF248       -56.769500          ---           -2575.217664       -0.007749        ---         -2575.225413          1.99                0.21         
CONF249       -56.769513          ---           -2575.217759       -0.007633        ---         -2575.225391          2.01                0.21         
CONF250       -56.769501          ---           -2575.210468       -0.009529        ---         -2575.219997          5.39                0.00         
CONF251       -56.769490          ---           -2575.215406       -0.008722        ---         -2575.224129          2.80                0.05         
CONF252       -56.769489          ---           -2575.215487       -0.008735        ---         -2575.224222          2.74                0.06         
CONF253       -56.769488          ---           -2575.215651       -0.008588        ---         -2575.224239          2.73                0.06         
CONF254       -56.769486          ---           -2575.215672       -0.008633        ---         -2575.224305          2.69                0.07         
CONF255       -56.769490          ---           -2575.215419       -0.008688        ---         -2575.224107          2.81                0.05         
CONF256       -56.769485          ---           -2575.215758       -0.008600        ---         -2575.224358          2.66                0.07         
CONF257       -56.769490          ---           -2575.215657       -0.008615        ---         -2575.224273          2.71                0.06         
CONF258       -56.769514          ---           -2575.212836       -0.010520        ---         -2575.223356          3.28                0.02         
CONF259       -56.769459          ---           -2575.214272       -0.008884        ---         -2575.223155          3.41                0.02         
CONF260       -56.769458          ---           -2575.214259       -0.008904        ---         -2575.223163          3.41                0.02         
CONF262       -56.769432          ---           -2575.210169       -0.009251        ---         -2575.219421          5.75                0.00         
CONF263       -56.769449          ---           -2575.214253       -0.008940        ---         -2575.223193          3.39                0.02         
CONF264       -56.769415          ---           -2575.218928       -0.007155        ---         -2575.226083          1.57                0.43         
CONF266       -56.769410          ---           -2575.213137       -0.008972        ---         -2575.222108          4.07                0.01         
CONF267       -56.769406          ---           -2575.214939       -0.008450        ---         -2575.223389          3.26                0.02         
CONF268       -56.769394          ---           -2575.212213       -0.008791        ---         -2575.221003          4.76                0.00         
CONF269       -56.769392          ---           -2575.211965       -0.008754        ---         -2575.220719          4.94                0.00         
CONF271       -56.769365          ---           -2575.211596       -0.008764        ---         -2575.220359          5.17                0.00         
CONF272       -56.769332          ---           -2575.213546       -0.009905        ---         -2575.223451          3.23                0.03         
CONF273       -56.769329          ---           -2575.213608       -0.009831        ---         -2575.223439          3.23                0.03         
CONF275       -56.769323          ---           -2575.210872       -0.008073        ---         -2575.218945          6.05                0.00         
CONF276       -56.769300          ---           -2575.214032       -0.009676        ---         -2575.223708          3.06                0.03         
CONF277       -56.769298          ---           -2575.213259       -0.008160        ---         -2575.221420          4.50                0.00         
CONF278       -56.769304          ---           -2575.213223       -0.008099        ---         -2575.221322          4.56                0.00         
CONF279       -56.769303          ---           -2575.212278       -0.010830        ---         -2575.223108          3.44                0.02         
CONF280       -56.769297          ---           -2575.214084       -0.009659        ---         -2575.223743          3.04                0.04         
CONF281       -56.769272          ---           -2575.211113       -0.011067        ---         -2575.222180          4.02                0.01         
CONF282       -56.769259          ---           -2575.211536       -0.007175        ---         -2575.218711          6.20                0.00         
CONF283       -56.769258          ---           -2575.211609       -0.007176        ---         -2575.218784          6.15                0.00         
CONF284       -56.769252          ---           -2575.211641       -0.007132        ---         -2575.218773          6.16                0.00         
CONF285       -56.769316          ---           -2575.210975       -0.008126        ---         -2575.219101          5.95                0.00         
CONF287       -56.769310          ---           -2575.211045       -0.011037        ---         -2575.222082          4.08                0.01         
CONF289       -56.769245          ---           -2575.214897       -0.010423        ---         -2575.225320          2.05                0.19         
CONF290       -56.769238          ---           -2575.213955       -0.006621        ---         -2575.220577          5.03                0.00         
CONF291       -56.769239          ---           -2575.214121       -0.006723        ---         -2575.220844          4.86                0.00         
CONF292       -56.769235          ---           -2575.217761       -0.009254        ---         -2575.227015          0.99                1.16         
CONF293       -56.769230          ---           -2575.213867       -0.006590        ---         -2575.220457          5.10                0.00         
CONF294       -56.769228          ---           -2575.211752       -0.007186        ---         -2575.218939          6.06                0.00         
CONF295       -56.769219          ---           -2575.213763       -0.006577        ---         -2575.220340          5.18                0.00         
CONF296       -56.769215          ---           -2575.211750       -0.007158        ---         -2575.218907          6.08                0.00         
CONF297       -56.769228          ---           -2575.214107       -0.006770        ---         -2575.220877          4.84                0.00         
CONF298       -56.769213          ---           -2575.213686       -0.006492        ---         -2575.220178          5.28                0.00         
CONF299       -56.769180          ---           -2575.216051       -0.007112        ---         -2575.223163          3.41                0.02         
CONF300       -56.769179          ---           -2575.211074       -0.009604        ---         -2575.220677          4.97                0.00         
CONF301       -56.769172          ---           -2575.212032       -0.007349        ---         -2575.219380          5.78                0.00         
CONF303       -56.769156          ---           -2575.211291       -0.009037        ---         -2575.220328          5.18                0.00         
CONF305       -56.769110          ---           -2575.214598       -0.010049        ---         -2575.224647          2.47                0.09         
CONF306       -56.769076          ---           -2575.214130       -0.009274        ---         -2575.223405          3.25                0.03         
CONF308       -56.769004          ---           -2575.211964       -0.009397        ---         -2575.221361          4.54                0.00         
CONF309       -56.768996          ---           -2575.213045       -0.006711        ---         -2575.219756          5.54                0.00         
CONF310       -56.769001          ---           -2575.213077       -0.006665        ---         -2575.219742          5.55                0.00         
CONF311       -56.768988          ---           -2575.211365       -0.008225        ---         -2575.219590          5.65                0.00         
CONF312       -56.768978          ---           -2575.210994       -0.008136        ---         -2575.219129          5.94                0.00         
CONF313       -56.768985          ---           -2575.211007       -0.008324        ---         -2575.219331          5.81                0.00         
CONF314       -56.768987          ---           -2575.211316       -0.008212        ---         -2575.219527          5.69                0.00         
CONF315       -56.768974          ---           -2575.211013       -0.008193        ---         -2575.219206          5.89                0.00         
CONF318       -56.768941          ---           -2575.207684       -0.012117        ---         -2575.219801          5.52                0.00         
CONF321       -56.768903          ---           -2575.216732       -0.006972        ---         -2575.223704          3.07                0.03         
CONF322       -56.768900          ---           -2575.216665       -0.007059        ---         -2575.223723          3.05                0.04         
CONF324       -56.768852          ---           -2575.212574       -0.010378        ---         -2575.222952          3.54                0.02         
CONF325       -56.768835          ---           -2575.212691       -0.010342        ---         -2575.223033          3.49                0.02         
CONF326       -56.768838          ---           -2575.211120       -0.010483        ---         -2575.221603          4.38                0.00         
CONF327       -56.768835          ---           -2575.216450       -0.006186        ---         -2575.222636          3.74                0.01         
CONF328       -56.768831          ---           -2575.216379       -0.006218        ---         -2575.222597          3.76                0.01         
CONF329       -56.768809          ---           -2575.215774       -0.006263        ---         -2575.222038          4.11                0.01         
CONF331       -56.768776          ---           -2575.214869       -0.008501        ---         -2575.223370          3.28                0.02         
CONF332       -56.768771          ---           -2575.215658       -0.008850        ---         -2575.224508          2.56                0.08         
CONF334       -56.768758          ---           -2575.214645       -0.006310        ---         -2575.220956          4.79                0.00         
CONF335       -56.768751          ---           -2575.215119       -0.007903        ---         -2575.223023          3.49                0.02         
CONF336       -56.768741          ---           -2575.213447       -0.010737        ---         -2575.224184          2.77                0.06         
CONF337       -56.768741          ---           -2575.213404       -0.010775        ---         -2575.224179          2.77                0.06         
CONF338       -56.768730          ---           -2575.220137       -0.007904        ---         -2575.228041          0.34                3.44         
CONF339       -56.768742          ---           -2575.213448       -0.010733        ---         -2575.224182          2.77                0.06         
CONF343       -56.768699          ---           -2575.213763       -0.008240        ---         -2575.222003          4.13                0.01         
CONF344       -56.768689          ---           -2575.213449       -0.008343        ---         -2575.221791          4.27                0.00         
CONF350       -56.768558          ---           -2575.210441       -0.008592        ---         -2575.219034          6.00                0.00         
CONF351       -56.768551          ---           -2575.217685       -0.006610        ---         -2575.224296          2.69                0.07         
CONF353       -56.768548          ---           -2575.217694       -0.006598        ---         -2575.224292          2.70                0.06         
CONF355       -56.768545          ---           -2575.215622       -0.008523        ---         -2575.224144          2.79                0.06         
CONF356       -56.768534          ---           -2575.215739       -0.008447        ---         -2575.224186          2.76                0.06         
CONF358       -56.768533          ---           -2575.210303       -0.008977        ---         -2575.219280          5.84                0.00         
CONF362       -56.768494          ---           -2575.214928       -0.008498        ---         -2575.223426          3.24                0.03         
CONF363       -56.768492          ---           -2575.214750       -0.008424        ---         -2575.223174          3.40                0.02         
